Date,City,NO2,O3,CO,PM2.5,AQI,Month,Wind_Speed,Precip,Temp,Target_AQI,AQI_Lag1,AQI_7Day_Mean
2009-02-19,Los Angeles,35.521739,0.035176,0.873913,12.916667,53.0,2,5.248368,0.0,50.13117069281044,52.0,48.0,51.714285714285715
2009-02-20,Atlanta,15.916667,0.009588866666666668,0.220833,9.0,42.0,2,7.77536,0.0,33.85119057142857,56.0,39.0,49.285714285714285
2009-02-20,Los Angeles,37.391304,0.030176,0.965217,10.25,52.0,2,4.665216000000001,0.0,51.09995935064935,72.0,53.0,52.142857142857146
2009-02-21,Atlanta,27.916667,0.009452758333333333,0.516667,14.3,56.0,2,5.4427520000000005,0.0,41.31547628571429,36.0,42.0,48.42857142857143
2009-02-21,Los Angeles,42.217391,0.023588,1.345833,22.0,72.0,2,4.276448,0.0,52.31018707792207,81.0,52.0,54.142857142857146
2009-02-22,Atlanta,6.958333,0.009316650000000001,0.195833,8.7,36.0,2,13.023728,0.0,40.297619000000005,33.0,56.0,45.857142857142854
2009-02-22,Los Angeles,43.565217,0.012882,1.382609,26.25,81.0,2,2.526992,0.0,55.564270176470586,75.0,72.0,55.142857142857146
2009-02-23,Atlanta,14.541667,0.009180541666666667,0.2125,8.0,33.0,2,8.164128,0.0,35.58333328571428,78.0,36.0,45.714285714285715
2009-02-23,Los Angeles,40.277778,0.027706,1.433333,23.375,75.0,2,4.665216000000001,0.0,57.63708324836601,62.0,81.0,60.142857142857146
2009-02-24,Atlanta,22.681818,0.009044433333333334,0.45,24.8,78.0,2,6.609056000000001,0.0118110236220472,40.582251,88.0,33.0,49.142857142857146
2009-02-24,Los Angeles,32.608696,0.033647,0.891667,17.5,62.0,2,5.637136000000001,0.0,54.846008623376605,54.0,75.0,63.285714285714285
2009-02-25,Atlanta,18.541667,0.008908325,0.520833,29.6,88.0,2,6.609056000000001,0.0,48.422619,64.0,78.0,53.142857142857146
2009-02-25,Los Angeles,23.086957,0.043647,0.391667,13.458333,54.0,2,5.83152,0.0,53.07258103246754,62.0,62.0,64.14285714285714
2009-02-26,Atlanta,15.958333,0.008772216666666667,0.483333,18.5,64.0,2,8.358512,0.0,56.535714285714285,54.0,88.0,56.714285714285715
2009-02-26,Los Angeles,27.434783,0.044353,0.729167,17.208333,62.0,2,4.276448,0.0,52.646966694805194,76.0,54.0,65.42857142857143
2009-02-27,Atlanta,25.333333,0.008636108333333333,0.475,13.4,54.0,2,7.192208000000001,1.12992125984252,55.21428571428572,27.0,64.0,58.42857142857143
2009-02-27,Los Angeles,30.130435,0.031,0.778261,23.954545,76.0,2,4.665216000000001,0.0,52.30488557142856,61.0,62.0,68.85714285714286
2009-02-28,Atlanta,13.208333,0.0085,0.458333,3.8,27.0,2,6.609056000000001,1.6102362204724412,55.660714142857145,31.0,54.0,54.285714285714285
2009-02-28,Los Angeles,34.608696,0.033941,0.978261,16.833333,61.0,2,5.4427520000000005,0.0,56.969943928571446,67.0,76.0,67.28571428571429
2009-03-01,Atlanta,7.333333,0.024471,0.266667,5.3,31.0,3,13.218112,0.8700787401574804,38.04960314285714,38.0,27.0,53.57142857142857
2009-03-01,Los Angeles,28.956522,0.038353,1.229167,14.504167,67.0,3,5.637136000000001,0.0,59.913555175324674,61.0,61.0,65.28571428571429
2009-03-02,Atlanta,7.875,0.031765,0.204167,9.1,38.0,3,15.55072,0.0,33.595238,44.0,31.0,54.285714285714285
2009-03-02,Los Angeles,42.434783,0.033353,1.354167,17.0,61.0,3,3.88768,0.0,58.58766230519483,46.0,67.0,63.285714285714285
2009-03-03,Atlanta,20.45,0.014353,0.3625,8.5,44.0,3,4.276448,0.0,31.839285714285715,56.0,38.0,49.42857142857143
2009-03-03,Los Angeles,25.9,0.046412,0.705556,8.041667,46.0,3,6.414672,0.0,54.14381512987011,41.0,61.0,61.0
2009-03-04,Atlanta,28.666667,0.020882,0.7,14.4,56.0,3,2.91576,0.0,38.63095228571429,68.0,44.0,44.857142857142854
2009-03-04,Los Angeles,26.65,0.039941,0.641176,9.75,41.0,3,6.414672,0.0393700787401574,48.89310176623376,44.0,46.0,59.142857142857146
2009-03-05,Atlanta,31.208333,0.043471,0.691667,20.1,68.0,3,4.8596,0.0,46.81547614285714,60.0,56.0,45.42857142857143
2009-03-05,Los Angeles,24.45,0.043471,0.658333,8.0,44.0,3,7.192208000000001,0.0,47.13576193506495,47.0,41.0,56.57142857142857
2009-03-06,Atlanta,16.25,0.031412,0.45,16.6,60.0,3,7.192208000000001,0.0,55.77380957142858,60.0,68.0,46.285714285714285
2009-03-06,Los Angeles,26.26087,0.043412,0.582609,11.375,47.0,3,7.969744000000001,0.0,47.27597402597402,50.0,44.0,52.42857142857143
2009-03-07,Atlanta,12.083333,0.029941,0.491667,16.2,60.0,3,4.665216000000001,0.0,59.017857,55.0,60.0,51.0
2009-03-07,Los Angeles,23.652174,0.032882,0.5,12.041667,50.0,3,6.609056000000001,0.0,48.41921938961038,61.0,47.0,50.857142857142854
2009-03-08,Atlanta,9.0,0.032,0.470833,14.2,55.0,3,7.580976,0.0,60.863095142857155,59.0,60.0,54.42857142857143
2009-03-08,Los Angeles,21.391304,0.051706,0.620833,17.041667,61.0,3,5.637136000000001,0.0,49.48353331168831,47.0,50.0,50.0
2009-03-09,Atlanta,11.708333,0.028118,0.325,16.0,59.0,3,6.414672,0.0,67.297619,63.0,55.0,57.42857142857143
2009-03-09,Los Angeles,17.782609,0.043529,0.3625,10.916667,47.0,3,6.025904000000001,0.0,47.94951663636363,52.0,61.0,48.0
2009-03-10,Atlanta,18.3,0.026118,0.495833,17.7,63.0,3,5.053984,0.0,66.9464287142857,63.0,59.0,60.142857142857146
2009-03-10,Los Angeles,24.285714,0.040471,0.461905,12.8,52.0,3,7.192208000000001,0.0,46.82155687012986,54.0,47.0,48.857142857142854
2009-03-11,Atlanta,15.208333,0.031765,0.3125,17.6,63.0,3,8.358512,0.0,63.375,44.0,63.0,61.142857142857146
2009-03-11,Los Angeles,25.421053,0.042471,0.752941,13.583333,54.0,3,5.053984,0.0,48.42291043137255,67.0,52.0,50.714285714285715
2009-03-12,Atlanta,15.25,0.040353,0.2875,8.5,44.0,3,7.77536,0.0,57.05357142857142,57.0,63.0,57.714285714285715
2009-03-12,Los Angeles,23.26087,0.045471,0.713636,12.625,67.0,3,7.580976,0.0,51.50127084415585,70.0,54.0,54.0
2009-03-13,Atlanta,8.791667,0.027471,0.441667,15.1,57.0,3,11.857424000000002,0.0,50.44047642857143,36.0,44.0,57.285714285714285
2009-03-13,Los Angeles,32.913043,0.046353,0.991667,20.916667,70.0,3,5.053984,0.0,52.77610535064933,93.0,67.0,57.285714285714285
2009-03-14,Atlanta,6.666667,0.009882,0.379167,8.7,36.0,3,8.941664000000001,0.4291338582677165,44.16666657142857,19.0,57.0,53.857142857142854
2009-03-14,Los Angeles,20.043478,0.053235,0.720833,32.041667,93.0,3,5.4427520000000005,0.0,51.67938312987016,58.0,70.0,63.42857142857143
2009-03-15,Atlanta,9.333333,0.002882,0.404545,4.5,19.0,3,5.248368,1.2007874015748032,50.37500014285714,31.0,36.0,48.714285714285715
2009-03-15,Los Angeles,16.304348,0.044235,0.656522,15.375,58.0,3,5.4427520000000005,0.0,52.49119440909092,70.0,93.0,63.0
2009-03-16,Atlanta,15.416667,0.002765,0.566667,7.4,31.0,3,4.276448,0.641732283464567,54.404762,44.0,19.0,44.714285714285715
2009-03-16,Los Angeles,33.73913,0.034882,1.0,21.375,70.0,3,4.8596,0.0,55.69058263636363,79.0,58.0,66.28571428571429
2009-03-17,Atlanta,17.6,0.027059,0.479167,10.5,44.0,3,5.248368,0.0,56.348485,58.0,31.0,42.0
2009-03-17,Los Angeles,41.086957,0.036765,1.221739,25.6,79.0,3,4.665216000000001,0.0,58.85279353896106,83.0,70.0,70.14285714285714
2009-03-18,Atlanta,12.708333,0.023059,0.4625,15.3,58.0,3,4.082064,0.0,54.755952428571426,57.0,44.0,41.285714285714285
2009-03-18,Los Angeles,50.695652,0.036353,1.266667,27.125,83.0,3,4.665216000000001,0.0,60.97068982467532,153.0,79.0,74.28571428571429
2009-03-19,Atlanta,18.333333,0.043706,0.4375,15.0,57.0,3,5.83152,0.0,58.32142857142856,106.0,58.0,43.142857142857146
2009-03-19,Los Angeles,46.869565,0.062786,1.129167,58.791667,153.0,3,4.470832000000001,0.0,60.737519714285725,147.0,83.0,86.57142857142857
2009-03-20,Atlanta,14.958333,0.041588,0.283333,37.7,106.0,3,7.77536,0.0,53.98214285714286,61.0,57.0,50.142857142857146
2009-03-20,Los Angeles,33.428571,0.057294,0.8875,54.166667,147.0,3,5.053984,0.0,58.59173092207794,77.0,153.0,97.57142857142857
2009-03-21,Atlanta,15.875,0.046,0.483333,10.5,61.0,3,6.609056000000001,0.0,50.84523814285714,74.0,106.0,53.714285714285715
2009-03-21,Los Angeles,16.666667,0.046059,0.613043,24.708333,77.0,3,6.609056000000001,0.0,55.241342012987005,50.0,147.0,95.28571428571429
2009-03-22,Atlanta,15.833333,0.037471,0.433333,14.2,74.0,3,4.276448,0.0,53.630952428571426,71.0,61.0,61.57142857142857
2009-03-22,Los Angeles,12.75,0.051412,0.541667,6.5,50.0,3,17.300176,0.0118110236220472,48.1402182857143,61.0,77.0,94.14285714285714
2009-03-23,Atlanta,24.375,0.035,0.579167,19.1,71.0,3,3.498912,0.0,56.61309514285714,52.0,74.0,67.28571428571429
2009-03-23,Los Angeles,29.7,0.045706,0.721739,9.181818,61.0,3,8.941664000000001,0.0,47.932897701298714,61.0,50.0,92.85714285714286
2009-03-24,Atlanta,16.708333,0.039294,0.5875,12.4,52.0,3,6.414672,0.0,59.339285857142855,50.0,71.0,68.42857142857143
2009-03-24,Los Angeles,38.095238,0.042176,0.952174,13.9,61.0,3,3.88768,0.0,53.226083168831174,71.0,61.0,90.28571428571429
2009-03-25,Atlanta,11.041667,0.025647,0.3625,12.0,50.0,3,9.136048,0.1614173228346456,58.09523814285715,43.0,52.0,67.28571428571429
2009-03-25,Los Angeles,42.304348,0.057,1.029167,16.8,71.0,3,5.248368,0.0,56.61430480519481,75.0,61.0,88.57142857142857
2009-03-26,Atlanta,14.208333,0.017471,0.566667,10.4,43.0,3,6.609056000000001,0.9881889763779528,59.33825057142857,29.0,50.0,65.28571428571429
2009-03-26,Los Angeles,34.434783,0.04,0.758333,23.708333,75.0,3,4.665216000000001,0.0,58.05627757142858,68.0,71.0,77.42857142857143
2009-03-27,Atlanta,12.8,0.027235,0.491667,5.3,29.0,3,7.386592,1.6811023622047243,59.523809428571425,32.0,43.0,54.285714285714285
2009-03-27,Los Angeles,38.478261,0.045647,0.843478,20.125,68.0,3,5.83152,0.0,59.203701928571405,93.0,75.0,66.14285714285714
2009-03-28,Atlanta,7.833333,0.031412,0.408333,5.7,32.0,3,7.969744000000001,1.1496062992125986,59.43452385714286,35.0,29.0,50.142857142857146
2009-03-28,Los Angeles,36.45,0.063,0.943478,15.833333,93.0,3,6.9978240000000005,0.0,60.306320666666664,74.0,68.0,68.42857142857143
2009-03-29,Atlanta,8.916667,0.026235,0.220833,8.4,35.0,3,9.7192,0.0,48.119047571428574,47.0,32.0,44.57142857142857
2009-03-29,Los Angeles,17.043478,0.053471,0.6125,22.958333,74.0,3,5.053984,0.0,55.7170842352941,67.0,93.0,71.85714285714286
2009-03-30,Atlanta,23.25,0.025471,0.3,9.1,47.0,3,4.470832000000001,0.0,50.464285714285715,54.0,35.0,41.142857142857146
2009-03-30,Los Angeles,24.117647,0.042471,0.634783,15.625,67.0,3,5.637136000000001,0.0,53.17790979220778,80.0,74.0,72.71428571428571
2009-03-31,Atlanta,24.666667,0.031294,0.645833,13.7,54.0,3,6.80344,0.0118110236220472,54.422619142857144,47.0,47.0,41.42857142857143
2009-03-31,Los Angeles,31.26087,0.060471,0.8375,19.333333,80.0,3,5.83152,0.0,55.6474112727273,76.0,67.0,75.42857142857143
2009-04-01,Atlanta,16.125,0.026176,0.475,11.3,47.0,4,4.470832000000001,0.389763779527559,60.797619000000005,53.0,54.0,41.0
2009-04-01,Los Angeles,29.0,0.045059,0.6875,23.958333,76.0,4,5.248368,0.0,58.10823384313725,77.0,80.0,76.14285714285714
2009-04-02,Atlanta,8.416667,0.037294,0.420833,13.0,53.0,4,10.107968,1.220472440944882,60.077380857142856,40.0,47.0,42.42857142857143
2009-04-02,Los Angeles,25.941176,0.054706,0.666667,24.208333,77.0,4,5.83152,0.0,56.51759437254901,67.0,76.0,76.42857142857143
2009-04-03,Atlanta,10.791667,0.034647,0.275,9.6,40.0,4,11.079888,0.0,55.96212128571428,59.0,53.0,44.0
2009-04-03,Los Angeles,16.857143,0.053588,0.565217,15.478261,67.0,4,9.913584000000002,0.0,52.2463152745098,77.0,77.0,76.28571428571429
2009-04-04,Atlanta,21.625,0.032824,0.404167,16.0,59.0,4,4.276448,0.0,57.214285714285715,56.0,40.0,47.857142857142854
2009-04-04,Los Angeles,29.727273,0.055647,0.734783,16.166667,77.0,4,6.414672,0.0,51.907933888157885,87.0,67.0,74.0
2009-04-05,Atlanta,21.791667,0.028647,0.6125,14.3,56.0,4,4.470832000000001,0.0708661417322834,58.48809528571429,40.0,59.0,50.857142857142854
2009-04-05,Los Angeles,38.538462,0.055941,0.826087,11.583333,87.0,4,6.220288,0.0,57.4312212763158,67.0,77.0,75.85714285714286
2009-04-06,Atlanta,7.083333,0.030824,0.233333,9.7,40.0,4,15.356336,0.0,48.19642857142857,39.0,56.0,49.857142857142854
2009-04-06,Los Angeles,36.565217,0.045059,0.929167,12.916667,67.0,4,6.609056000000001,0.0,60.81901086842105,61.0,87.0,75.85714285714286
2009-04-07,Atlanta,11.041667,0.035647,0.225,6.1,39.0,4,12.440576,0.0,39.47619057142857,67.0,40.0,47.714285714285715
2009-04-07,Los Angeles,24.0,0.049176,0.770833,15.208333,61.0,4,8.164128,0.0,56.011337405228744,47.0,67.0,73.14285714285714
2009-04-08,Atlanta,17.416667,0.055118,0.3375,9.2,67.0,4,8.358512,0.0,49.94047628571428,61.0,39.0,50.57142857142857
2009-04-08,Los Angeles,20.5,0.048529,0.604348,7.541667,47.0,4,12.246192,0.0,52.58679772077923,50.0,61.0,69.0
2009-04-09,Atlanta,13.166667,0.045059,0.408333,12.8,61.0,4,8.164128,0.0,61.48214299999999,48.0,67.0,51.714285714285715
2009-04-09,Los Angeles,20.521739,0.049118,0.658333,11.416667,50.0,4,7.192208000000001,0.0,52.62152631410258,54.0,47.0,65.14285714285714
2009-04-10,Atlanta,8.375,0.038412,0.3375,11.5,48.0,4,13.218112,0.3385826771653543,63.153911571428566,54.0,61.0,52.857142857142854
2009-04-10,Los Angeles,18.526316,0.053176,0.595652,13.5,54.0,4,9.136048,0.0,52.27789977070064,55.0,50.0,63.285714285714285
2009-04-11,Atlanta,6.875,0.037824,0.291667,13.3,54.0,4,8.941664000000001,0.0,54.4930555,54.0,48.0,52.142857142857146
2009-04-11,Los Angeles,19.0,0.047118,0.633333,14.166667,55.0,4,6.80344,0.0,53.073308210191065,67.0,54.0,60.142857142857146
2009-04-12,Atlanta,5.541667,0.047,0.3375,13.5,54.0,4,8.552896,0.0,58.76190471428571,41.0,54.0,51.857142857142854
2009-04-12,Los Angeles,21.0625,0.051235,0.743478,17.041667,67.0,4,6.414672,0.0,57.48479932484076,74.0,55.0,57.285714285714285
2009-04-13,Atlanta,9.333333,0.03,0.475,9.5,41.0,4,9.330432,1.2598425196850394,56.521103857142855,39.0,54.0,52.0
2009-04-13,Los Angeles,38.304348,0.056706,0.970833,19.25,74.0,4,5.248368,0.0,59.814243949044595,68.0,67.0,58.285714285714285
2009-04-14,Atlanta,9.666667,0.034647,0.366667,6.2,39.0,4,9.136048,0.0905511811023622,58.10119042857142,40.0,41.0,52.0
2009-04-14,Los Angeles,23.944444,0.052706,0.6875,20.041667,68.0,4,9.136048,0.0,52.69104741401272,49.0,74.0,59.285714285714285
2009-04-15,Atlanta,7.458333,0.035471,0.225,8.9,40.0,4,11.274272000000002,0.0,51.60740157142857,48.0,39.0,48.142857142857146
2009-04-15,Los Angeles,39.0,0.051353,0.608696,9.5,49.0,4,14.190032000000002,0.0,47.729565414012725,64.0,68.0,59.57142857142857
2009-04-16,Atlanta,11.375,0.040235,0.4125,11.6,48.0,4,8.164128,0.0,56.42520728571428,71.0,40.0,46.285714285714285
2009-04-16,Los Angeles,28.166667,0.049471,0.7,14.0,64.0,4,6.609056000000001,0.0,52.538330305732494,93.0,49.0,61.57142857142857
2009-04-17,Atlanta,14.0,0.038,0.52,9.3,71.0,4,6.609056000000001,0.0,57.67417185714286,71.0,48.0,49.57142857142857
2009-04-17,Los Angeles,35.130435,0.056588,0.947826,16.9,93.0,4,5.053984,0.0,58.43962785350316,129.0,64.0,67.14285714285714
2009-04-18,Atlanta,24.708333,0.033941,0.566667,10.6,71.0,4,2.526992,0.0,58.0,62.0,71.0,52.0
2009-04-18,Los Angeles,40.947368,0.062941,1.086957,18.875,129.0,4,5.248368,0.0,64.07059445859873,119.0,93.0,77.71428571428571
2009-04-19,Atlanta,12.041667,0.031941,0.591667,17.3,62.0,4,8.164128,0.0984251968503937,60.875,44.0,71.0,53.142857142857146
2009-04-19,Los Angeles,39.615385,0.061941,0.95,14.666667,119.0,4,4.8596,0.0,70.59846068789811,112.0,129.0,85.14285714285714
2009-04-20,Atlanta,10.833333,0.036882,0.275,7.6,44.0,4,7.969744000000001,0.3188976377952755,60.57142857142857,58.0,62.0,53.57142857142857
2009-04-20,Los Angeles,37.363636,0.067412,0.904167,11.791667,112.0,4,4.082064,0.0,74.64844785987258,122.0,119.0,90.57142857142857
2009-04-21,Atlanta,12.958333,0.048294,0.304167,9.8,58.0,4,9.913584000000002,0.0,57.86904757142857,51.0,44.0,56.285714285714285
2009-04-21,Los Angeles,44.333333,0.064353,0.916667,16.8625,122.0,4,6.025904000000001,0.0,74.41471180254773,119.0,112.0,98.28571428571429
2009-04-22,Atlanta,18.333333,0.040882,0.3625,9.4,51.0,4,6.220288,0.0,56.63690471428572,71.0,58.0,57.857142857142854
2009-04-22,Los Angeles,26.565217,0.072412,0.65,26.083333,119.0,4,5.83152,0.0,68.45907859235668,80.0,122.0,108.28571428571429
2009-04-23,Atlanta,17.85,0.038882,0.5625,15.9,71.0,4,5.4427520000000005,1.3897637795275593,66.49275357142857,61.0,51.0,61.142857142857146
2009-04-23,Los Angeles,19.583333,0.056294,0.570833,23.041667,80.0,4,6.80344,0.0,62.39447750318471,61.0,119.0,110.57142857142857
2009-04-24,Atlanta,21.416667,0.032588,0.475,13.4,61.0,4,4.082064,0.0,70.87067114285716,74.0,71.0,59.714285714285715
2009-04-24,Los Angeles,17.692308,0.048647,0.547826,16.958333,61.0,4,8.164128,0.0,57.45907596178343,71.0,80.0,106.0
2009-04-25,Atlanta,22.083333,0.042,0.608333,15.7,74.0,4,4.665216000000001,0.0,71.79761885714285,44.0,61.0,60.142857142857146
2009-04-25,Los Angeles,15.333333,0.056059,0.552174,12.0,71.0,4,10.302352,0.0,54.2543220769231,90.0,61.0,97.71428571428571
2009-04-26,Atlanta,6.541667,0.035647,0.354167,10.6,44.0,4,6.9978240000000005,0.0,69.73809514285713,56.0,74.0,57.57142857142857
2009-04-26,Los Angeles,16.181818,0.059059,0.613043,16.5,90.0,4,7.192208000000001,0.0,55.76523598076924,77.0,71.0,93.57142857142857
2009-04-27,Atlanta,9.0,0.039,0.375,14.6,56.0,4,6.609056000000001,0.0,67.58928571428572,52.0,44.0,59.285714285714285
2009-04-27,Los Angeles,20.466667,0.057176,0.616667,19.791667,77.0,4,6.025904000000001,0.0,55.54012835668788,71.0,90.0,88.57142857142857
2009-04-28,Atlanta,10.75,0.030941,0.429167,12.7,52.0,4,5.053984,0.0,67.73214300000001,54.0,56.0,58.42857142857143
2009-04-28,Los Angeles,21.0,0.054,0.586957,16.791667,71.0,4,7.580976,0.0,53.91227377070064,93.0,77.0,81.28571428571429
2009-04-29,Atlanta,15.75,0.035,0.525,13.6,54.0,4,4.8596,0.0,68.23214285714285,46.0,52.0,58.857142857142854
2009-04-29,Los Angeles,26.684211,0.058647,0.73913,22.041667,93.0,4,6.414672,0.0,55.51837795541399,105.0,71.0,77.57142857142857
2009-04-30,Atlanta,11.111111,0.039353,0.475,11.0,46.0,4,8.358512,0.0,68.77380957142857,47.0,54.0,55.285714285714285
2009-04-30,Los Angeles,31.217391,0.064353,0.804167,23.227273,105.0,4,5.4427520000000005,0.0,59.79835231847135,72.0,93.0,81.14285714285714
2009-05-01,Atlanta,5.833333,0.028353,0.295833,11.2,47.0,5,6.80344,0.2283464566929134,68.30357157142858,40.0,46.0,53.285714285714285
2009-05-01,Los Angeles,38.47619,0.036294,0.866667,22.086957,72.0,5,6.414672,0.0,62.046507444444465,51.0,105.0,82.71428571428571
2009-05-02,Atlanta,7.4,0.014176,0.383333,9.5,40.0,5,5.83152,0.3307086614173228,67.53571428571429,36.0,47.0,48.42857142857143
2009-05-02,Los Angeles,14.0625,0.049706,0.55,12.25,51.0,5,8.74728,0.0,60.91985103726707,62.0,72.0,79.85714285714286
2009-05-03,Atlanta,1.916667,0.025294,0.308333,8.7,36.0,5,10.107968,0.1417322834645669,69.18614714285714,30.0,40.0,47.285714285714285
2009-05-03,Los Angeles,15.782609,0.037176,0.554167,17.5,62.0,5,6.025904000000001,0.0,62.940202543209885,93.0,51.0,75.85714285714286
2009-05-04,Atlanta,5.041667,0.022118,0.375,7.3,30.0,5,6.609056000000001,0.9015748031496064,65.79166657142858,45.0,36.0,43.57142857142857
2009-05-04,Los Angeles,21.086957,0.060471,0.573913,15.666667,93.0,5,6.414672,0.0,63.78620908641975,60.0,62.0,78.14285714285714
2009-05-05,Atlanta,8.458333,0.034765,0.279167,10.7,45.0,5,6.80344,0.0,69.90476185714286,33.0,30.0,42.57142857142857
2009-05-05,Los Angeles,29.0,0.035471,0.7,16.208333,60.0,5,6.025904000000001,0.0,65.97021619753085,57.0,93.0,76.57142857142857
2009-05-06,Atlanta,3.083333,0.017765,0.35,8.0,33.0,5,9.330432,0.4488188976377953,68.47619042857143,46.0,45.0,39.57142857142857
2009-05-06,Los Angeles,28.217391,0.047882,0.704348,14.809524,57.0,5,7.77536,0.0,68.52176630864199,129.0,60.0,71.42857142857143
2009-05-07,Atlanta,7.208333,0.027941,0.283333,11.0,46.0,5,6.220288,0.1496062992125984,70.27380942857143,59.0,33.0,39.57142857142857
2009-05-07,Los Angeles,33.95,0.054,0.779167,18.5,129.0,5,6.414672,0.0,69.21407908641976,126.0,57.0,74.85714285714286
2009-05-08,Atlanta,5.5,0.019353,0.354167,15.7,59.0,5,6.9978240000000005,0.0,72.53571414285715,62.0,46.0,41.285714285714285
2009-05-08,Los Angeles,33.695652,0.059647,0.725,23.333333,126.0,5,5.4427520000000005,0.0,68.4413580123457,151.0,129.0,82.57142857142857
2009-05-09,Atlanta,8.25,0.030941,0.283333,17.2,62.0,5,8.358512,0.0,72.18452400000001,40.0,59.0,44.42857142857143
2009-05-09,Los Angeles,20.347826,0.064647,0.608696,33.416667,151.0,5,6.025904000000001,0.0,67.23414546296291,169.0,126.0,96.85714285714286
2009-05-10,Atlanta,6.916667,0.028176,0.241667,9.5,40.0,5,6.609056000000001,0.0393700787401574,68.684524,48.0,62.0,45.0
2009-05-10,Los Angeles,14.347826,0.070765,0.579167,33.125,169.0,5,6.80344,0.0,67.70299852469135,129.0,151.0,112.14285714285714
2009-05-11,Atlanta,10.791667,0.037471,0.308333,11.6,48.0,5,6.609056000000001,0.1496062992125984,65.39285714285714,43.0,40.0,47.57142857142857
2009-05-11,Los Angeles,24.0,0.057471,0.6375,38.583333,129.0,5,6.025904000000001,0.0,67.0015618819876,122.0,169.0,117.28571428571429
2009-05-12,Atlanta,2.583333,0.031353,0.404167,10.0,43.0,5,7.969744000000001,0.0,63.54761885714286,51.0,48.0,47.285714285714285
2009-05-12,Los Angeles,22.631579,0.067941,0.618182,32.583333,122.0,5,6.609056000000001,0.0,64.68979737267074,115.0,129.0,126.14285714285714
2009-05-13,Atlanta,6.25,0.033133,0.516667,12.3,51.0,5,7.192208000000001,0.0,63.279762000000005,55.0,43.0,49.857142857142854
2009-05-13,Los Angeles,28.391304,0.058765,0.668182,29.291667,115.0,5,5.4427520000000005,0.0,66.37458798148147,108.0,122.0,134.42857142857142
2009-05-14,Atlanta,4.041667,0.033176,0.366667,13.9,55.0,5,4.082064,0.0,70.38095228571429,41.0,51.0,51.142857142857146
2009-05-14,Los Angeles,32.304348,0.046294,0.782609,30.583333,108.0,5,4.8596,0.0,67.9290819753086,115.0,115.0,131.42857142857142
2009-05-15,Atlanta,5.833333,0.031824,0.420833,9.7,41.0,5,4.8596,0.0,72.38690471428572,32.0,55.0,48.57142857142857
2009-05-15,Los Angeles,27.533333,0.057353,0.741667,32.583333,115.0,5,5.637136000000001,0.0,69.17927768518521,172.0,108.0,129.85714285714286
2009-05-16,Atlanta,5.85,0.020059,0.108333,7.7,32.0,5,4.082064,1.0984251968503935,69.14880942857143,31.0,41.0,44.285714285714285
2009-05-16,Los Angeles,22.913043,0.056588,0.721429,38.416667,172.0,5,4.8596,0.0,73.6757246335404,195.0,115.0,132.85714285714286
2009-05-17,Atlanta,6.833333,0.023412,0.013636,5.8,31.0,5,8.164128,0.2283464566929134,61.94642857142857,44.0,32.0,43.0
2009-05-17,Los Angeles,23.772727,0.066765,0.554167,37.25,195.0,5,6.414672,0.0,75.8093212608696,143.0,172.0,136.57142857142858
2009-05-18,Atlanta,5.791667,0.043,0.3,8.8,44.0,5,11.66304,0.0,57.30952371428572,80.0,31.0,42.42857142857143
2009-05-18,Los Angeles,31.818182,0.062294,0.513043,26.916667,143.0,5,7.386592,0.0,72.94693981481483,80.0,195.0,138.57142857142858
2009-05-19,Atlanta,7.083333,0.059176,0.304167,7.0,80.0,5,13.801264000000002,0.0,59.58928557142857,43.0,44.0,47.714285714285715
2009-05-19,Los Angeles,35.173913,0.048529,0.582609,20.666667,80.0,5,8.74728,0.0,70.10370392638039,74.0,143.0,132.57142857142858
2009-05-20,Atlanta,4.5,0.043059,0.258333,6.7,43.0,5,15.939488000000004,0.0,67.57738085714286,32.0,80.0,46.57142857142857
2009-05-20,Los Angeles,32.695652,0.052,0.55,21.916667,74.0,5,6.220288,0.0,68.49739042331285,77.0,80.0,126.71428571428571
2009-05-21,Atlanta,3.833333,0.027,0.275,7.7,32.0,5,14.384416000000002,0.0118110236220472,67.32738085714284,33.0,43.0,43.285714285714285
2009-05-21,Los Angeles,26.347826,0.051235,0.4,24.625,77.0,5,6.9978240000000005,0.0,67.83692318404907,100.0,74.0,122.28571428571429
2009-05-22,Atlanta,4.5,0.017176,0.320833,8.0,33.0,5,10.302352,0.1496062992125984,68.76397514285713,31.0,32.0,42.142857142857146
2009-05-22,Los Angeles,19.727273,0.066294,0.6,26.041667,100.0,5,6.80344,0.0,66.98944465030681,147.0,77.0,120.14285714285714
2009-05-23,Atlanta,1.7,0.019941,0.308333,7.4,31.0,5,11.468656,0.3110236220472441,68.779762,33.0,33.0,42.0
2009-05-23,Los Angeles,19.333333,0.071824,0.345833,25.541667,147.0,5,6.220288,0.0,65.40600347852765,119.0,100.0,116.57142857142857
2009-05-24,Atlanta,1.291667,0.023059,0.245833,7.8,33.0,5,6.80344,0.1102362204724409,69.14285728571429,52.0,31.0,42.285714285714285
2009-05-24,Los Angeles,18.692308,0.069941,0.3,21.875,119.0,5,7.386592,0.0,63.950664613496954,112.0,147.0,105.71428571428571
2009-05-25,Atlanta,1.333333,0.026882,0.279167,12.4,52.0,5,5.83152,0.0118110236220472,69.88095228571427,39.0,33.0,43.42857142857143
