Date,City,NO2,O3,CO,PM2.5,AQI,Month,Wind_Speed,Precip,Temp,Target_AQI,AQI_Lag1,AQI_7Day_Mean
2006-07-23,Atlanta,8.473684,0.038647,0.454167,26.7,82.0,7,4.276448,0.0,74.96666660000001,75.0,126.0,141.14285714285714
2006-07-23,Los Angeles,28.0,0.076588,0.566667,20.0,203.0,7,5.83152,0.0984251968503937,86.34116098507462,216.0,224.0,179.57142857142858
2006-07-24,Atlanta,18.166667,0.039412,0.704167,23.7,75.0,7,3.88768,0.0118110236220472,74.4195652,76.0,82.0,134.85714285714286
2006-07-24,Los Angeles,38.173913,0.078588,0.713043,24.9,216.0,7,6.9978240000000005,0.0,85.42748935555554,207.0,203.0,191.42857142857142
2006-07-25,Atlanta,13.625,0.041118,0.570833,24.0,76.0,7,6.414672,0.0,76.5583334,49.0,75.0,117.0
2006-07-25,Los Angeles,29.818182,0.086647,0.595833,22.3,207.0,7,5.637136000000001,0.0,83.47268335294117,182.0,216.0,196.14285714285714
2006-07-26,Atlanta,15.708333,0.036647,0.520833,11.8,49.0,7,7.192208000000001,0.0,76.5666666,93.0,76.0,105.57142857142857
2006-07-26,Los Angeles,34.347826,0.079824,0.791304,29.0,182.0,7,5.83152,0.0,81.85523915328461,122.0,207.0,197.57142857142858
2006-07-27,Atlanta,15.708333,0.036353,0.595833,17.8,93.0,7,5.053984,0.0,81.0416664,79.0,49.0,99.42857142857143
2006-07-27,Los Angeles,29.478261,0.059941,0.725,20.1,122.0,7,6.220288,0.0,79.53822672992698,143.0,182.0,190.85714285714286
2006-07-28,Atlanta,14.875,0.034941,0.558333,25.6,79.0,7,6.9978240000000005,0.0118110236220472,81.49166679999999,53.0,93.0,82.85714285714286
2006-07-28,Los Angeles,18.0,0.046941,0.65,30.4,143.0,7,7.969744000000001,0.0,77.23035522627738,100.0,122.0,185.28571428571428
2006-07-29,Atlanta,8.571429,0.033118,0.4625,12.9,53.0,7,7.969744000000001,0.0314960629921259,77.6083334,70.0,79.0,72.42857142857143
2006-07-29,Los Angeles,12.130435,0.047647,0.570833,8.7,100.0,7,7.580976,0.0,74.99209905839415,50.0,143.0,167.57142857142858
2006-07-30,Atlanta,5.684211,0.041059,0.491667,21.0,70.0,7,6.609056000000001,0.0,77.61666679999999,122.0,53.0,70.71428571428571
2006-07-30,Los Angeles,11.869565,0.049529,0.5,8.2,50.0,7,10.302352,0.0,73.67072626277371,61.0,100.0,145.71428571428572
2006-07-31,Atlanta,11.75,0.044647,0.566667,23.2,122.0,7,6.220288,0.0,80.675,140.0,70.0,77.42857142857143
2006-07-31,Los Angeles,16.608696,0.044941,0.565217,10.4,61.0,7,6.80344,0.0,71.80494286131383,49.0,50.0,123.57142857142857
2006-08-01,Atlanta,14.541667,0.054765,0.6375,28.2,140.0,8,6.025904000000001,0.0,80.784091,108.0,122.0,86.57142857142857
2006-08-01,Los Angeles,18.26087,0.041882,0.555556,9.0,49.0,8,7.580976,0.0,70.74666323188401,119.0,61.0,101.0
2006-08-02,Atlanta,18.708333,0.044412,0.630435,28.9,108.0,8,6.025904000000001,0.0,80.47500020000001,87.0,140.0,95.0
2006-08-02,Los Angeles,22.0,0.058765,0.665217,10.7,119.0,8,9.136048,0.0,72.566631557971,105.0,49.0,92.0
2006-08-03,Atlanta,16.375,0.044588,0.7,24.0,87.0,8,6.80344,0.0,81.8833332,108.0,108.0,94.14285714285714
2006-08-03,Los Angeles,23.043478,0.050588,0.683333,16.3,105.0,8,7.386592,0.0,72.7241555072463,100.0,119.0,89.57142857142857
2006-08-04,Atlanta,14.863636,0.051882,0.629167,22.6,108.0,8,8.552896,0.0,82.3398552,77.0,87.0,98.28571428571429
2006-08-04,Los Angeles,21.478261,0.051353,0.613043,11.4,100.0,8,6.025904000000001,0.0118110236220472,71.99296861594203,101.0,105.0,83.42857142857143
2006-08-05,Atlanta,9.833333,0.041706,0.579167,17.3,77.0,8,7.192208000000001,0.0,78.0833332,78.0,108.0,101.71428571428571
2006-08-05,Los Angeles,20.608696,0.045176,0.713043,9.9,101.0,8,9.330432,0.0,71.27827658695654,101.0,100.0,83.57142857142857
2006-08-06,Atlanta,6.789474,0.037882,0.591667,25.0,78.0,8,5.4427520000000005,0.1181102362204724,78.5916666,136.0,77.0,102.85714285714286
2006-08-06,Los Angeles,14.913043,0.044588,0.6625,10.7,101.0,8,9.7192,0.0,71.3625814130435,90.0,101.0,90.85714285714286
2006-08-07,Atlanta,15.666667,0.043235,0.854167,29.6,136.0,8,4.276448,0.0,81.3916666,74.0,78.0,104.85714285714286
2006-08-07,Los Angeles,25.478261,0.046941,0.708696,14.2,90.0,8,7.580976,0.0,70.3252074347826,105.0,101.0,95.0
2006-08-08,Atlanta,17.625,0.044471,0.808333,21.3,74.0,8,5.248368,0.0196850393700787,81.1746378,161.0,136.0,95.42857142857143
2006-08-08,Los Angeles,39.73913,0.053647,0.886957,13.1,105.0,8,7.192208000000001,0.0,72.27399708695651,159.0,90.0,103.0
2006-08-09,Atlanta,14.666667,0.056706,0.58,24.2,161.0,8,6.025904000000001,0.9015748031496064,81.25500000000001,122.0,74.0,103.0
2006-08-09,Los Angeles,40.73913,0.054235,0.933333,16.8,159.0,8,6.609056000000001,0.0,76.80756763768116,179.0,105.0,108.71428571428571
2006-08-10,Atlanta,20.714286,0.053875,0.66,21.6,122.0,8,7.192208000000001,1.488188976377953,79.4973682,61.0,161.0,108.0
2006-08-10,Los Angeles,39.26087,0.059529,0.879167,17.3,179.0,8,6.609056000000001,0.0,77.42841577536238,119.0,159.0,119.28571428571429
2006-08-11,Atlanta,17.833333,0.032294,0.704167,12.1,61.0,8,6.414672,0.0,75.89963759999998,62.0,122.0,101.28571428571429
2006-08-11,Los Angeles,30.26087,0.067529,0.713043,19.7,119.0,8,6.609056000000001,0.0,74.49565836231878,133.0,179.0,122.0
2006-08-12,Atlanta,10.416667,0.032176,0.766667,17.4,62.0,8,8.358512,0.0,72.1083336,53.0,61.0,99.14285714285714
2006-08-12,Los Angeles,20.652174,0.055529,0.620833,24.0,133.0,8,7.386592,0.0,72.3460670289855,143.0,119.0,126.57142857142857
2006-08-13,Atlanta,5.315789,0.025059,0.4625,12.9,53.0,8,7.386592,0.0,71.1666668,50.0,62.0,95.57142857142857
2006-08-13,Los Angeles,18.347826,0.048941,0.695833,15.8,143.0,8,7.192208000000001,0.0,72.12662783333339,112.0,133.0,132.57142857142858
2006-08-14,Atlanta,13.291667,0.026,0.870833,12.0,50.0,8,5.053984,0.0,76.21666680000001,62.0,53.0,83.28571428571429
2006-08-14,Los Angeles,28.391304,0.059941,0.725,17.6,112.0,8,8.164128,0.0,71.342210557971,126.0,143.0,135.71428571428572
2006-08-15,Atlanta,23.052632,0.021412,0.766667,17.3,62.0,8,3.498912,0.0314960629921259,75.3941174,64.0,50.0,81.57142857142857
2006-08-15,Los Angeles,30.090909,0.064412,0.65,14.6,126.0,8,8.358512,0.0,70.15458368115944,150.0,112.0,138.71428571428572
2006-08-16,Atlanta,15.25,0.042294,0.729167,18.2,64.0,8,4.8596,0.0196850393700787,76.5833334,92.0,62.0,67.71428571428571
2006-08-16,Los Angeles,32.0,0.073471,0.508696,19.7,150.0,8,6.9978240000000005,0.0,70.0714738175182,129.0,126.0,137.42857142857142
2006-08-17,Atlanta,8.291667,0.043235,0.7,31.4,92.0,8,8.552896,0.0,77.42029,115.0,64.0,63.42857142857143
2006-08-17,Los Angeles,32.826087,0.053235,0.575,22.8,129.0,8,7.192208000000001,0.0,70.99353141605842,90.0,150.0,130.28571428571428
2006-08-18,Atlanta,13.833333,0.054059,0.7625,29.4,115.0,8,8.164128,0.0,76.675,140.0,92.0,71.14285714285714
2006-08-18,Los Angeles,41.478261,0.047,0.643478,22.4,90.0,8,7.77536,0.0,72.07987485507248,100.0,129.0,126.14285714285714
2006-08-19,Atlanta,18.708333,0.048647,0.8125,30.1,140.0,8,4.470832000000001,0.0,77.27499999999998,140.0,115.0,82.28571428571429
2006-08-19,Los Angeles,29.956522,0.046765,0.554167,21.0,100.0,8,7.77536,0.0,72.12827948550722,147.0,90.0,121.42857142857143
2006-08-20,Atlanta,27.473684,0.040706,0.958333,34.2,140.0,8,5.248368,1.1811023622047243,77.1515154,169.0,140.0,94.71428571428571
2006-08-20,Los Angeles,23.26087,0.055471,0.495652,18.8,147.0,8,7.77536,0.0,71.74763702898551,143.0,100.0,122.0
2006-08-21,Atlanta,17.583333,0.061882,0.770833,23.1,169.0,8,3.498912,0.0314960629921259,78.7227274,67.0,140.0,111.71428571428571
2006-08-21,Los Angeles,40.391304,0.051706,0.691667,20.2,143.0,8,6.609056000000001,0.0,72.96126313043482,159.0,147.0,126.42857142857143
2006-08-22,Atlanta,20.958333,0.029235,0.670833,17.4,67.0,8,5.248368,0.2795275590551181,75.4333332,85.0,169.0,112.42857142857143
2006-08-22,Los Angeles,50.347826,0.052824,0.908696,20.3,159.0,8,6.025904000000001,0.0,75.33668074637681,140.0,143.0,131.14285714285714
2006-08-23,Atlanta,16.0,0.042882,0.6625,28.2,85.0,8,4.665216000000001,0.0,76.2942028,91.0,67.0,115.42857142857143
2006-08-23,Los Angeles,47.26087,0.045529,0.830435,20.2,140.0,8,5.83152,0.0,75.89950188405798,126.0,159.0,129.71428571428572
2006-08-24,Atlanta,13.666667,0.039118,0.8625,31.0,91.0,8,4.8596,0.0787401574803149,76.3333334,52.0,85.0,115.28571428571429
2006-08-24,Los Angeles,48.826087,0.066706,0.695833,22.0,126.0,8,5.83152,0.0,74.05649549275365,93.0,140.0,129.28571428571428
2006-08-25,Atlanta,8.541667,0.032882,0.825,12.4,52.0,8,5.053984,0.0,75.73333319999999,57.0,91.0,106.28571428571429
2006-08-25,Los Angeles,38.652174,0.047882,0.63913,21.1,93.0,8,5.637136000000001,0.0,71.30502107971017,93.0,126.0,129.71428571428572
2006-08-26,Atlanta,5.041667,0.031059,0.758333,15.0,57.0,8,6.414672,0.0,77.5916664,63.0,52.0,94.42857142857143
2006-08-26,Los Angeles,30.869565,0.048882,0.666667,16.6,93.0,8,5.4427520000000005,0.0,71.69290418115938,143.0,93.0,128.71428571428572
2006-08-27,Atlanta,7.947368,0.026353,0.6375,18.0,63.0,8,5.4427520000000005,0.0,77.45,52.0,57.0,83.42857142857143
2006-08-27,Los Angeles,29.434783,0.051647,0.691667,12.9,143.0,8,5.83152,0.0,73.64364666666668,150.0,93.0,128.14285714285714
2006-08-28,Atlanta,16.208333,0.019941,0.7375,12.7,52.0,8,4.665216000000001,0.0590551181102362,76.7878788,56.0,63.0,66.71428571428571
2006-08-28,Los Angeles,46.434783,0.073143,0.833333,16.6,150.0,8,6.025904000000001,0.0,74.83564375362317,190.0,143.0,129.14285714285714
2006-08-29,Atlanta,16.416667,0.025,0.704167,14.7,56.0,8,5.248368,0.0118110236220472,78.69166659999999,80.0,52.0,65.14285714285714
2006-08-29,Los Angeles,54.173913,0.055941,0.9125,25.2,190.0,8,5.83152,0.0,73.36191980575543,197.0,150.0,133.57142857142858
2006-08-30,Atlanta,14.083333,0.042529,0.541667,21.3,80.0,8,5.4427520000000005,0.7204724409448819,77.7916666,38.0,56.0,64.42857142857143
2006-08-30,Los Angeles,43.0,0.063588,0.747826,25.3,197.0,8,6.025904000000001,0.0,73.19223286330933,169.0,190.0,141.71428571428572
2006-08-31,Atlanta,12.166667,0.022176,0.675,9.0,38.0,8,5.83152,3.40779527559053,72.6072464,46.0,80.0,56.857142857142854
2006-08-31,Los Angeles,49.434783,0.054529,0.795833,31.4,169.0,8,6.025904000000001,0.0,73.90260446376813,119.0,197.0,147.85714285714286
2006-09-01,Atlanta,12.458333,0.023294,0.791667,11.0,46.0,9,4.276448,0.0393700787401574,73.7500002,74.0,38.0,56.0
2006-09-01,Los Angeles,47.695652,0.041941,0.875,21.2,119.0,9,6.80344,0.0,74.8758062086331,164.0,169.0,151.57142857142858
2006-09-02,Atlanta,7.375,0.043647,0.729167,22.9,74.0,9,5.053984,0.0,73.3583334,38.0,46.0,58.42857142857143
2006-09-02,Los Angeles,38.695652,0.054118,0.7625,15.8,164.0,9,5.637136000000001,0.0,74.47093630935251,140.0,119.0,161.71428571428572
2006-09-03,Atlanta,8.105263,0.026647,0.583333,21.619999999999997,38.0,9,5.637136000000001,0.610236220472441,73.8333332,47.0,74.0,54.857142857142854
2006-09-03,Los Angeles,36.130435,0.055706,0.804348,16.4,140.0,9,6.609056000000001,0.0,74.1530210503597,179.0,164.0,161.28571428571428
2006-09-04,Atlanta,10.5,0.027294,0.579167,20.34,47.0,9,4.276448,0.0,76.23333319999999,41.0,38.0,54.142857142857146
2006-09-04,Los Angeles,37.478261,0.053647,0.825,16.6,179.0,9,6.220288,0.0,74.13856736690646,90.0,140.0,165.42857142857142
2006-09-05,Atlanta,25.958333,0.014176,0.825,19.06,41.0,9,4.470832000000001,0.0,71.6166668,58.0,47.0,52.0
2006-09-05,Los Angeles,50.652174,0.047412,0.991304,18.2,90.0,9,5.83152,0.0,76.24238418705039,150.0,179.0,151.14285714285714
2006-09-06,Atlanta,20.75,0.03,0.770833,17.78,58.0,9,4.8596,0.0,71.7916668,60.0,41.0,48.857142857142854
2006-09-06,Los Angeles,38.956522,0.062118,0.666667,14.7,150.0,9,6.025904000000001,0.0,75.75123563309353,108.0,90.0,144.42857142857142
2006-09-07,Atlanta,21.041667,0.023235,0.820833,16.5,60.0,9,4.665216000000001,0.0,69.6416666,71.0,58.0,52.0
2006-09-07,Los Angeles,32.565217,0.056294,0.5125,18.0,108.0,9,5.83152,0.0,72.809469,100.0,150.0,135.71428571428572
2006-09-08,Atlanta,17.875,0.028824,0.795833,21.6,71.0,9,6.025904000000001,0.0,69.7833332,70.0,60.0,55.57142857142857
2006-09-08,Los Angeles,23.217391,0.046,0.473913,17.4,100.0,9,7.77536,0.0,68.82622348550726,108.0,108.0,133.0
2006-09-09,Atlanta,15.666667,0.032176,0.875,21.2,70.0,9,5.248368,0.0,70.9,78.0,71.0,55.0
2006-09-09,Los Angeles,20.73913,0.054,0.526087,17.0,108.0,9,6.609056000000001,0.0,66.47628384782607,159.0,100.0,125.0
2006-09-10,Atlanta,11.421053,0.037588,0.791667,24.9,78.0,9,6.414672,0.0,72.65,95.0,70.0,60.714285714285715
2006-09-10,Los Angeles,27.956522,0.056529,0.645833,19.2,159.0,9,6.220288,0.0,67.68428902173916,77.0,108.0,127.71428571428571
2006-09-11,Atlanta,9.0,0.042059,0.658333,32.8,95.0,9,8.358512,0.0,72.24166679999999,80.0,78.0,67.57142857142857
2006-09-11,Los Angeles,45.391304,0.037471,0.845833,22.8,77.0,9,6.9978240000000005,0.0,71.87264541304344,151.0,159.0,113.14285714285714
2006-09-12,Atlanta,8.75,0.033118,0.575,25.8,80.0,9,8.941664000000001,0.3700787401574803,67.51123179999999,27.0,95.0,73.14285714285714
2006-09-12,Los Angeles,50.826087,0.052824,0.8875,23.7,151.0,9,6.220288,0.0,74.46350556521736,143.0,77.0,121.85714285714286
2006-09-13,Atlanta,11.375,0.015412,0.541667,6.5,27.0,9,6.220288,1.1496062992125986,65.4,55.0,80.0,68.71428571428571
2006-09-13,Los Angeles,39.086957,0.073294,0.754167,21.6,143.0,9,6.025904000000001,0.0,73.4867552919708,80.0,151.0,120.85714285714286
2006-09-14,Atlanta,18.708333,0.037529,0.6125,13.8,55.0,9,5.4427520000000005,0.0,66.7916666,87.0,27.0,68.0
2006-09-14,Los Angeles,23.130435,0.043294,0.483333,19.3,80.0,9,6.025904000000001,0.0,67.2575927132353,45.0,143.0,116.85714285714286
2006-09-15,Atlanta,28.041667,0.032529,0.85,17.4,87.0,9,3.3045280000000004,0.0,66.95,126.0,55.0,70.28571428571429
2006-09-15,Los Angeles,23.565217,0.044235,0.608696,10.3,45.0,9,7.969744000000001,0.0,61.41715589781024,64.0,80.0,109.0
2006-09-16,Atlanta,26.25,0.044941,1.220833,23.9,126.0,9,2.138224,0.0,68.7083334,78.0,87.0,78.28571428571429
2006-09-16,Los Angeles,31.478261,0.041824,0.870833,11.9,64.0,9,6.80344,0.0,62.63486461313867,93.0,45.0,102.71428571428571
2006-09-17,Atlanta,18.315789,0.035412,1.075,24.8,78.0,9,3.693296,0.0,70.19166659999999,59.0,126.0,78.28571428571429
2006-09-17,Los Angeles,39.0,0.049765,1.179167,24.8,93.0,9,5.053984,0.0,67.73507083941605,112.0,64.0,93.28571428571429
2006-09-18,Atlanta,13.875,0.015118,0.75,16.1,59.0,9,5.83152,0.2598425196850394,71.67500020000001,47.0,78.0,73.14285714285714
2006-09-18,Los Angeles,46.130435,0.049235,1.134783,23.6,112.0,9,5.637136000000001,0.0,69.8421952846715,93.0,93.0,98.28571428571429
2006-09-19,Atlanta,14.875,0.027647,0.579167,11.3,47.0,9,8.358512,0.0,68.58333339999999,47.0,59.0,68.42857142857143
2006-09-19,Los Angeles,47.913043,0.051,1.304167,21.7,93.0,9,6.025904000000001,0.0,67.8871108832117,71.0,112.0,90.0
2006-09-20,Atlanta,21.041667,0.030471,0.583333,11.3,47.0,9,7.969744000000001,0.0,60.1416666,56.0,47.0,71.28571428571429
2006-09-20,Los Angeles,34.826087,0.039647,0.7125,18.2,71.0,9,5.4427520000000005,0.0,65.78089828260867,87.0,93.0,79.71428571428571
2006-09-21,Atlanta,12.666667,0.035941,0.6125,14.5,56.0,9,7.580976,0.0,60.6166664,65.0,47.0,71.42857142857143
2006-09-21,Los Angeles,34.304348,0.058647,0.7625,15.7,87.0,9,5.637136000000001,0.0,66.91635097101448,50.0,71.0,80.71428571428571
2006-09-22,Atlanta,13.625,0.033412,0.675,18.6,65.0,9,7.580976,0.0,67.7333332,57.0,56.0,68.28571428571429
2006-09-22,Los Angeles,19.913043,0.034294,0.3625,10.0,50.0,9,6.80344,0.0,65.01539855072465,48.0,87.0,81.42857142857143
2006-09-23,Atlanta,10.458333,0.020529,0.675,15.0,57.0,9,7.192208000000001,0.0,74.4083332,35.0,65.0,58.42857142857143
2006-09-23,Los Angeles,24.0,0.035118,0.665217,11.4,48.0,9,6.414672,0.0,66.16507779710147,67.0,50.0,79.14285714285714
2006-09-24,Atlanta,5.263158,0.017706,0.6625,8.3,35.0,9,7.77536,0.8818897637795275,70.6666666,39.0,57.0,52.285714285714285
2006-09-24,Los Angeles,25.434783,0.033765,0.95,10.6,67.0,9,7.969744000000001,0.0,66.81537608029195,61.0,48.0,75.42857142857143
2006-09-25,Atlanta,16.958333,0.026176,0.604167,6.8,39.0,9,8.164128,0.0,63.56666680000001,60.0,35.0,49.42857142857143
2006-09-25,Los Angeles,39.73913,0.037412,0.870833,17.0,61.0,9,6.220288,0.0,67.98760494160582,77.0,67.0,68.14285714285714
2006-09-26,Atlanta,19.625,0.036882,0.5875,16.4,60.0,9,5.83152,0.0,61.8,63.0,39.0,51.285714285714285
2006-09-26,Los Angeles,42.434783,0.042706,0.734783,18.7,77.0,9,7.192208000000001,0.0,68.25015755072464,67.0,61.0,65.85714285714286
2006-09-27,Atlanta,19.208333,0.027647,0.7625,17.6,63.0,9,5.637136000000001,0.0,63.7,61.0,60.0,53.57142857142857
2006-09-27,Los Angeles,45.956522,0.034059,0.99,19.9,67.0,9,5.248368,0.0,68.42155571014493,101.0,77.0,65.28571428571429
2006-09-28,Atlanta,12.619048,0.036118,0.725,14.9,61.0,9,10.302352,0.0,63.9416666,71.0,63.0,54.285714285714285
2006-09-28,Los Angeles,56.434783,0.031765,1.165217,20.9,101.0,9,5.637136000000001,0.0,68.60197439855074,101.0,67.0,67.28571428571429
2006-09-29,Atlanta,16.75,0.021308,0.541667,21.8,71.0,9,6.025904000000001,0.0,55.7,60.0,61.0,55.142857142857146
2006-09-29,Los Angeles,60.695652,0.035588,1.345833,24.8,101.0,9,4.665216000000001,0.0,68.15641524637682,94.0,101.0,74.57142857142857
2006-09-30,Atlanta,15.470588,0.024176,0.9,16.5,60.0,9,3.3045280000000004,0.0,59.3833332,65.0,71.0,55.57142857142857
2006-09-30,Los Angeles,47.652174,0.032529,1.191667,32.7,94.0,9,5.83152,0.0,65.74540533333331,75.0,101.0,81.14285714285714
2006-10-01,Atlanta,15.875,0.037941,0.741667,18.8,65.0,10,7.386592,0.0,66.5166666,66.0,60.0,59.857142857142854
2006-10-01,Los Angeles,38.217391,0.030941,1.075,23.3,75.0,10,5.83152,0.0,62.98194781690141,51.0,94.0,82.28571428571429
2006-10-02,Atlanta,15.5,0.041235,0.7625,19.3,66.0,10,6.9978240000000005,0.0,67.4311594,72.0,65.0,63.714285714285715
2006-10-02,Los Angeles,34.217391,0.026176,0.8125,11.0,51.0,10,7.77536,0.0,63.40945884397164,47.0,75.0,80.85714285714286
2006-10-03,Atlanta,14.291667,0.028941,0.8375,22.2,72.0,10,5.053984,0.0,68.9999998,82.0,66.0,65.42857142857143
2006-10-03,Los Angeles,31.26087,0.028667,0.725,11.2,47.0,10,7.580976,0.0,62.313797964788726,45.0,51.0,76.57142857142857
2006-10-04,Atlanta,34.545455,0.030941,1.004167,26.9,82.0,10,3.3045280000000004,0.0,69.1416666,119.0,72.0,68.14285714285714
2006-10-04,Los Angeles,33.565217,0.029529,0.8,9.8,45.0,10,6.414672,0.0,61.27015719014084,35.0,47.0,73.42857142857143
2006-10-05,Atlanta,34.25,0.037059,1.145833,42.7,119.0,10,4.8596,0.0,70.71666660000001,55.0,82.0,76.42857142857143
2006-10-05,Los Angeles,26.45,0.029765,0.629167,6.8,35.0,10,8.74728,0.0,59.45620276760567,46.0,45.0,64.0
2006-10-06,Atlanta,17.458333,0.026647,0.6375,13.9,55.0,10,10.69112,0.0,65.867029,38.0,119.0,74.14285714285714
2006-10-06,Los Angeles,27.227273,0.042176,0.683333,6.2,46.0,10,5.637136000000001,0.0,57.70746154225353,51.0,35.0,56.142857142857146
2006-10-07,Atlanta,14.25,0.027647,0.566667,9.1,38.0,10,6.80344,0.0,58.025,31.0,55.0,71.0
2006-10-07,Los Angeles,28.956522,0.039588,0.630435,12.3,51.0,10,6.609056000000001,0.0,59.49883904225352,71.0,46.0,50.0
2006-10-08,Atlanta,8.291667,0.027059,0.566667,7.2,31.0,10,10.69112,0.0,60.7166664,43.0,38.0,66.14285714285714
2006-10-08,Los Angeles,29.086957,0.043235,0.9125,21.4,71.0,10,5.053984,0.0,62.50958101408451,59.0,51.0,49.42857142857143
2006-10-09,Atlanta,17.473684,0.020706,0.583333,7.1,43.0,10,7.969744000000001,0.0,65.65,57.0,31.0,62.857142857142854
2006-10-09,Los Angeles,27.695652,0.048529,0.529167,15.9,59.0,10,6.414672,0.0,62.91736254929578,59.0,71.0,50.57142857142857
2006-10-10,Atlanta,34.0,0.020765,0.958333,12.0,57.0,10,2.526992,0.0,65.2416666,62.0,43.0,60.714285714285715
2006-10-10,Los Angeles,32.545455,0.036353,0.736364,15.9,59.0,10,6.9978240000000005,0.0,60.364729999999994,68.0,59.0,52.285714285714285
2006-10-11,Atlanta,23.875,0.028235,0.7875,17.5,62.0,10,6.80344,0.3700787401574803,66.5750002,38.0,57.0,57.857142857142854
2006-10-11,Los Angeles,38.73913,0.034176,1.154167,20.1,68.0,10,5.637136000000001,0.0,60.78950248591549,44.0,59.0,55.57142857142857
2006-10-12,Atlanta,21.541667,0.024824,0.483333,9.2,38.0,10,9.524816,0.0,58.758333400000005,37.0,62.0,46.285714285714285
2006-10-12,Los Angeles,31.869565,0.031765,1.0375,9.1,44.0,10,5.637136000000001,0.0,62.09748273943664,38.0,68.0,56.857142857142854
2006-10-13,Atlanta,21.125,0.015294,0.4125,6.6,37.0,10,8.164128,0.0,50.2666668,44.0,38.0,43.714285714285715
2006-10-13,Los Angeles,28.913043,0.031824,0.591304,7.1,38.0,10,5.83152,0.0,60.09295571830987,47.0,44.0,55.714285714285715
2006-10-14,Atlanta,28.041667,0.024353,0.616667,10.5,44.0,10,6.9978240000000005,0.0,51.0083332,45.0,37.0,44.57142857142857
2006-10-14,Los Angeles,23.826087,0.040706,0.758333,9.2,47.0,10,7.580976,0.0,58.35120956338032,47.0,38.0,55.142857142857146
2006-10-15,Atlanta,28.8,0.028647,0.7875,10.9,45.0,10,4.8596,0.0,52.0,55.0,44.0,46.57142857142857
2006-10-15,Los Angeles,20.130435,0.046529,0.526087,7.5,47.0,10,6.80344,0.0,58.39310201408452,49.0,47.0,51.714285714285715
2006-10-16,Atlanta,15.666667,0.029353,0.779167,13.9,55.0,10,9.7192,0.1417322834645669,53.227174,47.0,45.0,48.285714285714285
2006-10-16,Los Angeles,29.913043,0.037941,0.595833,11.7,49.0,10,7.192208000000001,0.0,58.65898816197183,77.0,47.0,50.285714285714285
2006-10-17,Atlanta,14.958333,0.013118,0.729167,11.2,47.0,10,9.136048,0.6614173228346457,62.5583332,67.0,55.0,46.857142857142854
2006-10-17,Los Angeles,29.954545,0.036706,0.854545,8.9,77.0,10,6.609056000000001,0.0,57.314456570422536,53.0,49.0,52.857142857142854
2006-10-18,Atlanta,23.25,0.008765,0.708333,19.7,67.0,10,3.110144,0.0,67.48958325,83.0,47.0,47.57142857142857
2006-10-18,Los Angeles,38.782609,0.030118,1.530435,11.8,53.0,10,4.276448,0.0,59.13744897887324,53.0,77.0,50.714285714285715
2006-10-19,Atlanta,28.333333,0.017353,1.045833,27.2,83.0,10,5.053984,0.1181102362204724,67.47916675,28.0,67.0,54.0
2006-10-19,Los Angeles,41.391304,0.029353,1.458333,9.7,53.0,10,5.83152,0.0,61.49894853900709,80.0,53.0,52.0
2006-10-20,Atlanta,13.083333,0.011353,0.345833,6.8,28.0,10,10.302352,0.0,55.50000025,44.0,83.0,52.714285714285715
2006-10-20,Los Angeles,55.956522,0.022176,1.720833,18.7,80.0,10,5.053984,0.0,64.15846831914891,89.0,53.0,58.0
2006-10-21,Atlanta,14.958333,0.0225,0.591667,10.5,44.0,10,6.414672,0.0,52.04166675,56.0,28.0,52.714285714285715
2006-10-21,Los Angeles,53.391304,0.032412,1.570833,30.3,89.0,10,4.8596,0.0,64.09338065248225,89.0,80.0,64.0
2006-10-22,Atlanta,12.55,0.027059,0.4625,14.4,56.0,10,7.386592,0.3503937007874016,56.90625,43.0,44.0,54.285714285714285
2006-10-22,Los Angeles,44.956522,0.043,1.386957,30.3,89.0,10,5.4427520000000005,0.0,63.7136524751773,83.0,89.0,70.0
2006-10-23,Atlanta,16.583333,0.016529,0.375,10.4,43.0,10,9.913584000000002,0.0,43.666666750000005,47.0,56.0,52.57142857142857
2006-10-23,Los Angeles,46.869565,0.03,1.716667,20.5,83.0,10,5.248368,0.0,63.8783144609929,90.0,89.0,74.85714285714286
2006-10-24,Atlanta,19.541667,0.017647,0.654167,11.3,47.0,10,7.77536,0.0,41.9375,55.0,43.0,52.57142857142857
2006-10-24,Los Angeles,45.826087,0.051706,0.9625,30.5,90.0,10,4.8596,0.0,61.65897860714284,117.0,83.0,76.71428571428571
2006-10-25,Atlanta,29.625,0.01,0.795833,14.0,55.0,10,3.3045280000000004,0.0,43.10416675,67.0,47.0,50.857142857142854
2006-10-25,Los Angeles,41.818182,0.034765,0.973913,42.0,117.0,10,4.082064,0.0,59.159761870503594,75.0,90.0,85.85714285714286
2006-10-26,Atlanta,24.458333,0.029,0.904167,19.5,67.0,10,5.053984,0.0,53.5,40.0,55.0,48.57142857142857
2006-10-26,Los Angeles,52.565217,0.033118,2.1,23.4,75.0,10,3.693296,0.0,59.789278390070905,63.0,117.0,89.0
2006-10-27,Atlanta,16.833333,0.019176,0.629167,9.6,40.0,10,8.164128,1.4015748031496065,58.17708325,31.0,67.0,50.285714285714285
2006-10-27,Los Angeles,50.565217,0.034176,1.904167,12.3,63.0,10,5.248368,0.0,61.00397269503546,71.0,75.0,86.57142857142857
