Date,Nitrogen Dioxide AQI Value,Main Pollutant,Site Name,Site ID,Source
1994-01-15,102,Unknown,Hawthorne,06-037-5001,AQS
1994-01-16,112,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-01-17,120,Unknown,Hawthorne,06-037-5001,AQS
1994-01-18,120,Unknown,Long Beach (North),06-037-4002,AQS
1994-01-19,116,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-01-20,121,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-01-21,129,Unknown,Not Available,06-037-1601,AQS
1994-01-22,117,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1994-01-23,89,Unknown,Pomona,06-037-1701,AQS
1994-01-24,52,Unknown,Lynwood,06-037-1301,AQS
1994-01-25,57,Unknown,La Habra,06-059-5001,AQS
1994-01-26,58,Unknown,Pomona,06-037-1701,AQS
1994-01-27,60,Unknown,Lynwood,06-037-1301,AQS
1994-01-28,84,Unknown,Lynwood,06-037-1301,AQS
1994-01-29,85,Unknown,Lynwood,06-037-1301,AQS
1994-01-30,74,Unknown,Pasadena,06-037-2005,AQS
1994-01-31,64,Unknown,Lynwood,06-037-1301,AQS
1994-02-01,89,Unknown,Lynwood,06-037-1301,AQS
1994-02-02,72,Unknown,Pasadena,06-037-2005,AQS
1994-02-03,102,Unknown,Lynwood,06-037-1301,AQS
1994-02-04,48,Unknown,Not Available,06-037-6002,AQS
1994-02-05,54,Unknown,Lynwood,06-037-1301,AQS
1994-02-06,60,Unknown,Hawthorne,06-037-5001,AQS
1994-02-07,42,Unknown,Hawthorne,06-037-5001,AQS
1994-02-08,49,Unknown,Azusa,06-037-0002,AQS
1994-02-09,73,Unknown,Not Available,06-037-6002,AQS
1994-02-10,95,Unknown,Lynwood,06-037-1301,AQS
1994-02-11,57,Unknown,Costa Mesa,06-059-1003,AQS
1994-02-12,74,Unknown,Lynwood,06-037-1301,AQS
1994-02-13,76,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1994-02-14,104,Unknown,Not Available,06-037-1601,AQS
1994-02-15,115,Unknown,Not Available,06-037-1601,AQS
1994-02-16,112,Unknown,West Los Angeles,06-037-0113,AQS
1994-02-17,70,Unknown,Azusa,06-037-0002,AQS
1994-02-18,55,Unknown,Not Available,06-037-1601,AQS
1994-02-19,42,Unknown,Hawthorne,06-037-5001,AQS
1994-02-20,44,Unknown,Pomona,06-037-1701,AQS
1994-02-21,52,Unknown,Not Available,06-037-6002,AQS
1994-02-22,66,Unknown,Pomona,06-037-1701,AQS
1994-02-23,93,Unknown,La Habra,06-059-5001,AQS
1994-02-24,106,Unknown,Azusa,06-037-0002,AQS
1994-02-25,110,Unknown,West Los Angeles,06-037-0113,AQS
1994-02-26,68,Unknown,Azusa,06-037-0002,AQS
1994-02-27,68,Unknown,Azusa,06-037-0002,AQS
1994-02-28,83,Unknown,Lynwood,06-037-1301,AQS
1994-03-01,102,Unknown,West Los Angeles,06-037-0113,AQS
1994-03-02,106,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1994-03-03,110,Unknown,Burbank,06-037-1002,AQS
1994-03-04,103,Unknown,Burbank,06-037-1002,AQS
1994-03-05,61,Unknown,Lynwood,06-037-1301,AQS
1994-03-06,50,Unknown,Lynwood,06-037-1301,AQS
1994-03-07,58,Unknown,Burbank,06-037-1002,AQS
1994-03-08,58,Unknown,Lynwood,06-037-1301,AQS
1994-03-09,74,Unknown,Pomona,06-037-1701,AQS
1994-03-10,80,Unknown,Glendora,06-037-0016,AQS
1994-03-11,57,Unknown,Hawthorne,06-037-5001,AQS
1994-03-12,81,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1994-03-13,89,Unknown,Lynwood,06-037-1301,AQS
1994-03-14,107,Unknown,Lynwood,06-037-1301,AQS
1994-03-15,98,Unknown,Lynwood,06-037-1301,AQS
1994-03-16,102,Unknown,Azusa,06-037-0002,AQS
1994-03-17,102,Unknown,Not Available,06-037-1601,AQS
1994-03-18,76,Unknown,Not Available,06-037-6002,AQS
1994-03-19,45,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1994-03-20,52,Unknown,Lynwood,06-037-1301,AQS
1994-03-21,71,Unknown,Lynwood,06-037-1301,AQS
1994-03-22,49,Unknown,Lynwood,06-037-1301,AQS
1994-03-23,62,Unknown,Lynwood,06-037-1301,AQS
1994-03-24,49,Unknown,Reseda,06-037-1201,AQS
1994-03-25,51,Unknown,Lynwood,06-037-1301,AQS
1994-03-26,58,Unknown,Lynwood,06-037-1301,AQS
1994-03-27,62,Unknown,Lynwood,06-037-1301,AQS
1994-03-28,104,Unknown,Pomona,06-037-1701,AQS
1994-03-29,102,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-03-30,87,Unknown,Glendora,06-037-0016,AQS
1994-03-31,105,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-04-01,91,Unknown,Glendora,06-037-0016,AQS
1994-04-02,83,Unknown,Lynwood,06-037-1301,AQS
1994-04-03,71,Unknown,Lynwood,06-037-1301,AQS
1994-04-04,63,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-04-05,80,Unknown,Lynwood,06-037-1301,AQS
1994-04-06,68,Unknown,Reseda,06-037-1201,AQS
1994-04-07,51,Unknown,Burbank,06-037-1002,AQS
1994-04-08,42,Unknown,La Habra,06-059-5001,AQS
1994-04-09,46,Unknown,Lynwood,06-037-1301,AQS
1994-04-10,54,Unknown,La Habra,06-059-5001,AQS
1994-04-11,81,Unknown,Burbank,06-037-1002,AQS
1994-04-12,103,Unknown,Long Beach (North),06-037-4002,AQS
1994-04-13,102,Unknown,Burbank,06-037-1002,AQS
1994-04-14,60,Unknown,Lynwood,06-037-1301,AQS
1994-04-15,84,Unknown,Lynwood,06-037-1301,AQS
1994-04-16,102,Unknown,Pomona,06-037-1701,AQS
1994-04-17,94,Unknown,Glendora,06-037-0016,AQS
1994-04-18,107,Unknown,Pomona,06-037-1701,AQS
1994-04-19,114,Unknown,Reseda,06-037-1201,AQS
1994-04-20,107,Unknown,Reseda,06-037-1201,AQS
1994-04-21,82,Unknown,Reseda,06-037-1201,AQS
1994-04-22,62,Unknown,Burbank,06-037-1002,AQS
1994-04-23,52,Unknown,Not Available,06-037-6002,AQS
1994-04-24,48,Unknown,Lynwood,06-037-1301,AQS
1994-04-25,46,Unknown,Burbank,06-037-1002,AQS
1994-04-26,55,Unknown,Lynwood,06-037-1301,AQS
1994-04-27,53,Unknown,Lynwood,06-037-1301,AQS
1994-04-28,68,Unknown,Lynwood,06-037-1301,AQS
1994-04-29,72,Unknown,Burbank,06-037-1002,AQS
1994-04-30,63,Unknown,Lynwood,06-037-1301,AQS
1994-05-01,61,Unknown,Lynwood,06-037-1301,AQS
1994-05-02,86,Unknown,Not Available,06-037-6002,AQS
1994-05-03,80,Unknown,Burbank,06-037-1002,AQS
1994-05-04,82,Unknown,Pomona,06-037-1701,AQS
1994-05-05,57,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-05-06,42,Unknown,Lynwood,06-037-1301,AQS
1994-05-07,43,Unknown,Pasadena,06-037-2005,AQS
1994-05-08,49,Unknown,Not Available,06-037-6002,AQS
1994-05-09,62,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-05-10,81,Unknown,Burbank,06-037-1002,AQS
1994-05-11,69,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-05-12,68,Unknown,Pomona,06-037-1701,AQS
1994-05-13,64,Unknown,Pomona,06-037-1701,AQS
1994-05-14,58,Unknown,La Habra,06-059-5001,AQS
1994-05-15,57,Unknown,Lynwood,06-037-1301,AQS
1994-05-16,50,Unknown,Lynwood,06-037-1301,AQS
1994-05-17,44,Unknown,Lynwood,06-037-1301,AQS
1994-05-18,50,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-05-19,49,Unknown,Lynwood,06-037-1301,AQS
1994-05-20,66,Unknown,Lynwood,06-037-1301,AQS
1994-05-21,101,Unknown,Lynwood,06-037-1301,AQS
1994-05-22,57,Unknown,Pomona,06-037-1701,AQS
1994-05-23,68,Unknown,Pomona,06-037-1701,AQS
1994-05-24,65,Unknown,Reseda,06-037-1201,AQS
1994-05-25,64,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-05-26,60,Unknown,West Los Angeles,06-037-0113,AQS
1994-05-27,84,Unknown,Lynwood,06-037-1301,AQS
1994-05-28,103,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-05-29,98,Unknown,Pomona,06-037-1701,AQS
1994-05-30,93,Unknown,Pomona,06-037-1701,AQS
1994-05-31,53,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-06-01,103,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-06-02,105,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-06-03,105,Unknown,Burbank,06-037-1002,AQS
1994-06-04,90,Unknown,Pomona,06-037-1701,AQS
1994-06-05,54,Unknown,Reseda,06-037-1201,AQS
1994-06-06,51,Unknown,Pomona,06-037-1701,AQS
1994-06-07,76,Unknown,Reseda,06-037-1201,AQS
1994-06-08,102,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-06-09,103,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-06-10,104,Unknown,Burbank,06-037-1002,AQS
1994-06-11,63,Unknown,Not Available,06-037-6002,AQS
1994-06-12,55,Unknown,Lynwood,06-037-1301,AQS
1994-06-13,64,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-06-14,52,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-06-15,54,Unknown,Pasadena,06-037-2005,AQS
1994-06-16,61,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-06-17,102,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-06-18,101,Unknown,Pomona,06-037-1701,AQS
1994-06-19,77,Unknown,Pomona,06-037-1701,AQS
1994-06-20,103,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-06-21,95,Unknown,Pomona,06-037-1701,AQS
1994-06-22,111,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-06-23,113,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-06-24,115,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-06-25,110,Unknown,Lynwood,06-037-1301,AQS
1994-06-26,106,Unknown,Lynwood,06-037-1301,AQS
1994-06-27,102,Unknown,Burbank,06-037-1002,AQS
1994-06-28,86,Unknown,Burbank,06-037-1002,AQS
1994-06-29,105,Unknown,Burbank,06-037-1002,AQS
1994-06-30,83,Unknown,Not Available,06-037-6002,AQS
1994-07-01,90,Unknown,Lynwood,06-037-1301,AQS
1994-07-02,68,Unknown,Pomona,06-037-1701,AQS
1994-07-03,52,Unknown,Not Available,06-037-6002,AQS
1994-07-04,42,Unknown,Pasadena,06-037-2005,AQS
1994-07-05,45,Unknown,Not Available,06-037-6002,AQS
1994-07-06,57,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-07-07,81,Unknown,Pasadena,06-037-2005,AQS
1994-07-08,94,Unknown,Pomona,06-037-1701,AQS
1994-07-09,65,Unknown,Not Available,06-037-6002,AQS
1994-07-10,71,Unknown,Pomona,06-037-1701,AQS
1994-07-11,86,Unknown,Pomona,06-037-1701,AQS
1994-07-12,81,Unknown,Azusa,06-037-0002,AQS
1994-07-13,68,Unknown,Not Available,06-037-6002,AQS
1994-07-14,62,Unknown,Burbank,06-037-1002,AQS
1994-07-15,70,Unknown,Not Available,06-037-1601,AQS
1994-07-16,81,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-07-17,71,Unknown,Pomona,06-037-1701,AQS
1994-07-18,86,Unknown,Burbank,06-037-1002,AQS
1994-07-19,67,Unknown,Burbank,06-037-1002,AQS
1994-07-20,87,Unknown,Burbank,06-037-1002,AQS
1994-07-21,99,Unknown,Burbank,06-037-1002,AQS
1994-07-22,98,Unknown,Not Available,06-037-6002,AQS
1994-07-23,66,Unknown,Lynwood,06-037-1301,AQS
1994-07-24,96,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-07-25,111,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-07-26,110,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-07-27,105,Unknown,Pomona,06-037-1701,AQS
1994-07-28,103,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-07-29,89,Unknown,Burbank,06-037-1002,AQS
1994-07-30,61,Unknown,Not Available,06-037-6002,AQS
1994-07-31,55,Unknown,Pomona,06-037-1701,AQS
1994-08-01,102,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-08-02,104,Unknown,Burbank,06-037-1002,AQS
1994-08-03,110,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-08-04,111,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-08-05,123,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-08-06,107,Unknown,Burbank,06-037-1002,AQS
1994-08-07,58,Unknown,Burbank,06-037-1002,AQS
1994-08-08,106,Unknown,Burbank,06-037-1002,AQS
1994-08-09,108,Unknown,Not Available,06-037-1601,AQS
1994-08-10,113,Unknown,Burbank,06-037-1002,AQS
1994-08-11,119,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-08-12,105,Unknown,Burbank,06-037-1002,AQS
1994-08-13,83,Unknown,Azusa,06-037-0002,AQS
1994-08-14,73,Unknown,Azusa,06-037-0002,AQS
1994-08-15,112,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-08-16,103,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-08-17,76,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-08-18,62,Unknown,Not Available,06-037-6002,AQS
1994-08-19,77,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-08-20,70,Unknown,Burbank,06-037-1002,AQS
1994-08-21,51,Unknown,Not Available,06-037-6002,AQS
1994-08-22,67,Unknown,Burbank,06-037-1002,AQS
1994-08-23,99,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-08-24,107,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-08-25,113,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-08-26,114,Unknown,Burbank,06-037-1002,AQS
1994-08-27,71,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-08-28,100,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-08-29,102,Unknown,Burbank,06-037-1002,AQS
1994-08-30,79,Unknown,Burbank,06-037-1002,AQS
1994-08-31,67,Unknown,Lancaster-Ponderosa St.,06-037-9002,AQS
1994-09-01,64,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-09-02,84,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-09-03,103,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-09-04,76,Unknown,Azusa,06-037-0002,AQS
1994-09-05,101,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-09-06,117,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-09-07,111,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-09-08,115,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-09-09,123,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-09-10,79,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-09-11,55,Unknown,Not Available,06-037-6002,AQS
1994-09-12,45,Unknown,Not Available,06-037-6002,AQS
1994-09-13,51,Unknown,Not Available,06-037-6002,AQS
1994-09-14,103,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-09-15,112,Unknown,Lynwood,06-037-1301,AQS
1994-09-16,118,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-09-17,81,Unknown,Burbank,06-037-1002,AQS
1994-09-18,77,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-09-19,81,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-09-20,103,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-09-21,106,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-09-22,108,Unknown,Glendora,06-037-0016,AQS
1994-09-23,103,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-09-24,78,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-09-25,100,Unknown,Lynwood,06-037-1301,AQS
1994-09-26,119,Unknown,Glendora,06-037-0016,AQS
1994-09-27,115,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-09-28,116,Unknown,Lynwood,06-037-1301,AQS
1994-09-29,103,Unknown,Azusa,06-037-0002,AQS
1994-09-30,102,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-10-01,61,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-10-02,63,Unknown,Lancaster-Ponderosa St.,06-037-9002,AQS
1994-10-03,52,Unknown,Burbank,06-037-1002,AQS
1994-10-04,49,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-10-05,48,Unknown,Azusa,06-037-0002,AQS
1994-10-06,82,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-10-07,105,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-10-08,103,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1994-10-09,89,Unknown,Hawthorne,06-037-5001,AQS
1994-10-10,107,Unknown,Burbank,06-037-1002,AQS
1994-10-11,109,Unknown,West Los Angeles,06-037-0113,AQS
1994-10-12,107,Unknown,Not Available,06-037-1601,AQS
1994-10-13,57,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-10-14,58,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-10-15,46,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-10-16,58,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-10-17,88,Unknown,Burbank,06-037-1002,AQS
1994-10-18,104,Unknown,Long Beach (North),06-037-4002,AQS
1994-10-19,104,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-10-20,106,Unknown,Lynwood,06-037-1301,AQS
1994-10-21,111,Unknown,Lynwood,06-037-1301,AQS
1994-10-22,114,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-10-23,118,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-10-24,105,Unknown,Burbank,06-037-1002,AQS
1994-10-25,78,Unknown,Burbank,06-037-1002,AQS
1994-10-26,104,Unknown,Glendora,06-037-0016,AQS
1994-10-27,120,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-10-28,106,Unknown,Glendora,06-037-0016,AQS
1994-10-29,89,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-10-30,106,Unknown,Pomona,06-037-1701,AQS
1994-10-31,118,Unknown,Hawthorne,06-037-5001,AQS
1994-11-01,108,Unknown,Burbank,06-037-1002,AQS
1994-11-02,55,Unknown,Hawthorne,06-037-5001,AQS
1994-11-03,57,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-11-04,74,Unknown,Costa Mesa,06-059-1003,AQS
1994-11-05,94,Unknown,Hawthorne,06-037-5001,AQS
1994-11-06,96,Unknown,Hawthorne,06-037-5001,AQS
1994-11-07,105,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-11-08,52,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-11-09,102,Unknown,Hawthorne,06-037-5001,AQS
1994-11-10,51,Unknown,Hawthorne,06-037-5001,AQS
1994-11-11,73,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-11-12,66,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-11-13,77,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-11-14,70,Unknown,Lynwood,06-037-1301,AQS
1994-11-15,89,Unknown,Pomona,06-037-1701,AQS
1994-11-16,61,Unknown,La Habra,06-059-5001,AQS
1994-11-17,68,Unknown,Hawthorne,06-037-5001,AQS
1994-11-18,47,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1994-11-19,83,Unknown,Long Beach (North),06-037-4002,AQS
1994-11-20,73,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-11-21,103,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-11-22,107,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-11-23,87,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1994-11-24,105,Unknown,Long Beach (North),06-037-4002,AQS
1994-11-25,67,Unknown,Not Available,06-037-1601,AQS
1994-11-26,47,Unknown,Lynwood,06-037-1301,AQS
1994-11-27,57,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-11-28,102,Unknown,Lynwood,06-037-1301,AQS
1994-11-29,99,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1994-11-30,106,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1994-12-01,102,Unknown,West Los Angeles,06-037-0113,AQS
1994-12-02,106,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-12-03,106,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-12-04,94,Unknown,Burbank,06-037-1002,AQS
1994-12-05,95,Unknown,Lynwood,06-037-1301,AQS
1994-12-06,61,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-12-07,56,Unknown,Lynwood,06-037-1301,AQS
1994-12-08,86,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-12-09,101,Unknown,La Habra,06-059-5001,AQS
1994-12-10,80,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-12-11,80,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-12-12,87,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-12-13,52,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-12-14,64,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-12-15,70,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-12-16,100,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1994-12-17,105,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-12-18,101,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-12-19,120,Unknown,Lynwood,06-037-1301,AQS
1994-12-20,106,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-12-21,112,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-12-22,110,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-12-23,69,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-12-24,53,Unknown,Burbank,06-037-1002,AQS
1994-12-25,52,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1994-12-26,80,Unknown,Lynwood,06-037-1301,AQS
1994-12-27,70,Unknown,Burbank,06-037-1002,AQS
1994-12-28,47,Unknown,Burbank,06-037-1002,AQS
1994-12-29,62,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1994-12-30,65,Unknown,Lynwood,06-037-1301,AQS
1994-12-31,68,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1995-01-01,68,Unknown,La Habra,06-059-5001,AQS
1995-01-02,62,Unknown,Burbank,06-037-1002,AQS
1995-01-03,57,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1995-01-04,40,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1995-01-05,70,Unknown,Not Available,06-037-6002,AQS
1995-01-06,48,Unknown,Burbank,06-037-1002,AQS
1995-01-07,48,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1995-01-08,32,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1995-01-09,40,Unknown,Hawthorne,06-037-5001,AQS
1995-01-10,38,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1995-01-11,47,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1995-01-12,50,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1995-01-13,55,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1995-01-14,42,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1995-01-15,44,Unknown,La Habra,06-059-5001,AQS
1995-01-16,46,Unknown,Hawthorne,06-037-5001,AQS
1995-01-17,61,Unknown,Pomona,06-037-1701,AQS
1995-01-18,86,Unknown,La Habra,06-059-5001,AQS
1995-01-19,85,Unknown,SITE IS LOCATED ONE HALF MILE EAST OF THE I-57/I-60 INTERCHANGE,06-037-0206,AQS
1995-01-20,68,Unknown,Lynwood,06-037-1301,AQS
1995-01-21,54,Unknown,Lynwood,06-037-1301,AQS
