STATION,NAME,DATE,TMAX,TMIN,TAVG,PRCP
USC00042941,"FAIRMONT, CA US",2025-10-26,,82.0,55.0,74.0
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2025-10-26,,72.0,55.0,
USR0000CLTU,"LITTLE TUJUNGA CALIFORNIA, CA US",2025-10-26,59.0,71.0,50.0,
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2025-10-26,,,,
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2025-10-26,56.0,66.0,51.0,
US1CALA0043,"PASADENA 1.8 E, CA US",2025-10-26,,,,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2025-10-26,,74.0,54.0,56.0
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2025-10-26,60.0,70.0,55.0,
USC00046663,"PALOS VERDES ES FC43D, CA US",2025-10-26,,,,
US1CALA0129,"SAN DIMAS 2.1 WSW, CA US",2025-10-26,,,,
USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",2025-10-26,59.0,68.0,54.0,
US1CALA0089,"SOUTH PASADENA 0.9 SSW, CA US",2025-10-26,,,,
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2025-10-26,61.0,77.0,47.0,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2025-10-26,,,,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2025-10-26,,,,
USW00003159,"LANCASTER, CA US",2025-10-26,,77.0,55.0,
USC00047326,"REDONDO BEACH, CA US",2025-10-26,,67.0,59.0,65.0
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2025-10-26,,67.0,59.0,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2025-10-26,,,,
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2025-10-26,61.0,72.0,55.0,
US1CALA0083,"LA CRESCENTA MONTROSE 0.3 NE, CA US",2025-10-26,,,,
USC00042214,"CULVER CITY, CA US",2025-10-26,,67.0,58.0,66.0
USW00023191,"AVALON CATALINA AIRPORT, CA US",2025-10-26,,,,
USR0000CACT,"ACTON CALIFORNIA, CA US",2025-10-26,60.0,79.0,45.0,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2025-10-26,,77.0,52.0,72.0
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2025-10-26,60.0,73.0,55.0,
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2025-10-26,64.0,73.0,58.0,
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2025-10-26,59.0,70.0,51.0,
US1CALA0138,"AGOURA HILLS 1.2 NNE, CA US",2025-10-26,,,,
USW00023182,"PALMDALE AIRPORT, CA US",2025-10-26,,80.0,48.0,
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2025-10-26,60.0,69.0,52.0,
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2025-10-26,,,,
US1CALA0081,"GLENDORA 1.4 ESE, CA US",2025-10-26,,,,
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2025-10-26,63.0,80.0,46.0,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2025-10-26,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2025-10-26,,72.0,56.0,
USW00023130,"VAN NUYS AIRPORT, CA US",2025-10-26,,72.0,56.0,
USW00003167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2025-10-26,,69.0,60.0,
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2025-10-26,62.0,77.0,53.0,
US1CALA0090,"GLENDALE 3.0 ESE, CA US",2025-10-26,,,,
USC00046773,"PEARBLOSSOM, CA US",2025-10-26,,80.0,51.0,74.0
USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",2025-10-26,62.0,73.0,55.0,
USC00042090,"COVINA CITY YARD FC387B, CA US",2025-10-26,,,,
USC00047779,"SAN GABRIEL DAM FC425B E, CA US",2025-10-26,,,,
USC00049152,"U C L A, CA US",2025-10-26,,67.0,57.0,63.0
USC00046602,"PACOIMA DAM FC33A E, CA US",2025-10-26,,72.0,52.0,62.0
USC00040144,"ALTADENA, CA US",2025-10-26,,,,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2025-10-26,,,,
US1CALA0090,"GLENDALE 3.0 ESE, CA US",2025-10-27,,,,
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2025-10-27,60.0,73.0,50.0,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2025-10-27,,70.0,58.0,
US1CALA0113,"HIDDEN HILLS 6.0 ENE, CA US",2025-10-27,,,,
USC00046624,"PALMDALE, CA US",2025-10-27,,78.0,51.0,76.0
USR0000CSAU,"SAUGUS CALIFORNIA, CA US",2025-10-27,69.0,84.0,56.0,
USW00023182,"PALMDALE AIRPORT, CA US",2025-10-27,,79.0,49.0,
USW00023187,"SANDBERG, CA US",2025-10-27,,62.0,47.0,
USC00047779,"SAN GABRIEL DAM FC425B E, CA US",2025-10-27,,,,
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2025-10-27,63.0,81.0,45.0,
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2025-10-27,63.0,72.0,53.0,
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2025-10-27,69.0,85.0,53.0,
US1CALA0043,"PASADENA 1.8 E, CA US",2025-10-27,,,,
USR0000CWAR,"WARM SPRINGS CALIFORNIA, CA US",2025-10-27,62.0,74.0,50.0,
USC00046719,"PASADENA, CA US",2025-10-27,,79.0,56.0,59.0
USC00046602,"PACOIMA DAM FC33A E, CA US",2025-10-27,,80.0,56.0,60.0
US1CALA0089,"SOUTH PASADENA 0.9 SSW, CA US",2025-10-27,,,,
USW00093117,"SAN CLEMENTE ISLAND NAAS, CA US",2025-10-27,63.0,68.0,56.0,
USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",2025-10-27,60.0,69.0,50.0,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2025-10-27,,,,
USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",2025-10-27,63.0,76.0,55.0,
USR0000CACT,"ACTON CALIFORNIA, CA US",2025-10-27,63.0,78.0,44.0,
USC00049152,"U C L A, CA US",2025-10-27,,70.0,57.0,67.0
USR0000CLTU,"LITTLE TUJUNGA CALIFORNIA, CA US",2025-10-27,61.0,74.0,50.0,
USC00040798,"BIG TUJUNGA DAM FC46, CA US",2025-10-27,,81.0,52.0,52.0
US1CALA0139,"REDONDO BEACH 1.7 SSW, CA US",2025-10-27,,,,
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2025-10-27,61.0,69.0,51.0,
USC00047326,"REDONDO BEACH, CA US",2025-10-27,,69.0,58.0,68.0
US1CALA0124,"PASADENA 1.9 S, CA US",2025-10-27,,,,
USC00042214,"CULVER CITY, CA US",2025-10-27,,71.0,60.0,68.0
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2025-10-27,,76.0,56.0,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2025-10-27,,,,
USW00003167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2025-10-27,,72.0,61.0,
USC00046773,"PEARBLOSSOM, CA US",2025-10-27,,75.0,52.0,73.0
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2025-10-27,,,,
USC00040144,"ALTADENA, CA US",2025-10-27,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2025-10-27,,71.0,60.0,
US1CALA0081,"GLENDORA 1.4 ESE, CA US",2025-10-27,,,,
USW00023130,"VAN NUYS AIRPORT, CA US",2025-10-27,,76.0,55.0,
USW00003159,"LANCASTER, CA US",2025-10-27,,79.0,48.0,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2025-10-27,,,,
US1CALA0083,"LA CRESCENTA MONTROSE 0.3 NE, CA US",2025-10-27,,,,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2025-10-27,,76.0,53.0,53.0
USC00042090,"COVINA CITY YARD FC387B, CA US",2025-10-27,,,,
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2025-10-27,62.0,76.0,57.0,
US1CALA0138,"AGOURA HILLS 1.2 NNE, CA US",2025-10-27,,,,
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2025-10-27,59.0,69.0,50.0,
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2025-10-27,62.0,76.0,50.0,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2025-10-27,,,,
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",2025-10-27,,73.0,59.0,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2025-10-27,,,,
USW00003122,"TORRANCE AIRPORT, CA US",2025-10-27,,72.0,57.0,68.0
US1CALA0036,"PASADENA 2.0 SE, CA US",2025-10-27,,,,
US1CALA0132,"CHATSWORTH 0.7 SE, CA US",2025-10-27,,,,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2025-10-27,,75.0,56.0,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2025-10-27,,81.0,52.0,77.0
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2025-10-27,62.0,69.0,57.0,
US1CALA0068,"ARTESIA 0.5 W, CA US",2025-10-27,,,,
USC00042941,"FAIRMONT, CA US",2025-10-27,,76.0,58.0,65.0
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2025-10-27,65.0,72.0,54.0,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2025-10-27,,,,
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2025-10-27,60.0,75.0,44.0,
USC00046663,"PALOS VERDES ES FC43D, CA US",2025-10-27,,,,
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2025-10-27,57.0,68.0,51.0,
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2025-10-27,62.0,74.0,52.0,
US1CALA0129,"SAN DIMAS 2.1 WSW, CA US",2025-10-27,,,,
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2025-10-27,64.0,75.0,55.0,
USR0000CMAL,"MALIBU HILLS CALIFORNIA, CA US",2025-10-27,62.0,71.0,55.0,
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2025-10-27,,,,
USW00023182,"PALMDALE AIRPORT, CA US",2025-10-28,,83.0,44.0,
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",2025-10-28,,93.0,57.0,
US1CALA0113,"HIDDEN HILLS 6.0 ENE, CA US",2025-10-28,,,,
USC00040798,"BIG TUJUNGA DAM FC46, CA US",2025-10-28,,78.0,52.0,63.0
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2025-10-28,68.0,77.0,64.0,
US1CALA0089,"SOUTH PASADENA 0.9 SSW, CA US",2025-10-28,,,,
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2025-10-28,62.0,83.0,38.0,
US1CALA0139,"REDONDO BEACH 1.7 SSW, CA US",2025-10-28,,,,
USC00046719,"PASADENA, CA US",2025-10-28,,98.0,59.0,61.0
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2025-10-28,,,,
USC00042941,"FAIRMONT, CA US",2025-10-28,,75.0,56.0,65.0
USW00023130,"VAN NUYS AIRPORT, CA US",2025-10-28,,93.0,56.0,
US1CALA0068,"ARTESIA 0.5 W, CA US",2025-10-28,,,,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2025-10-28,,81.0,53.0,55.0
USR0000CSAU,"SAUGUS CALIFORNIA, CA US",2025-10-28,78.0,87.0,69.0,
USC00042090,"COVINA CITY YARD FC387B, CA US",2025-10-28,,,,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2025-10-28,,95.0,50.0,91.0
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2025-10-28,62.0,78.0,48.0,
USC00046663,"PALOS VERDES ES FC43D, CA US",2025-10-28,,,,
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2025-10-28,56.0,65.0,50.0,
USC00047779,"SAN GABRIEL DAM FC425B E, CA US",2025-10-28,,,,
USR0000CMAL,"MALIBU HILLS CALIFORNIA, CA US",2025-10-28,80.0,89.0,68.0,
US1CALA0129,"SAN DIMAS 2.1 WSW, CA US",2025-10-28,,,,
USR0000CLTU,"LITTLE TUJUNGA CALIFORNIA, CA US",2025-10-28,78.0,91.0,57.0,
USW00003122,"TORRANCE AIRPORT, CA US",2025-10-28,,82.0,57.0,76.0
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2025-10-28,,,,
USC00047326,"REDONDO BEACH, CA US",2025-10-28,,71.0,57.0,71.0
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2025-10-28,,,,
US1CALA0124,"PASADENA 1.9 S, CA US",2025-10-28,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2025-10-28,,97.0,57.0,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2025-10-28,,,,
USC00046773,"PEARBLOSSOM, CA US",2025-10-28,,79.0,51.0,75.0
USC00040144,"ALTADENA, CA US",2025-10-28,,,,
US1CALA0081,"GLENDORA 1.4 ESE, CA US",2025-10-28,,,,
USW00003159,"LANCASTER, CA US",2025-10-28,,83.0,40.0,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2025-10-28,,,,
US1CALA0083,"LA CRESCENTA MONTROSE 0.3 NE, CA US",2025-10-28,,,,
USC00042214,"CULVER CITY, CA US",2025-10-28,,83.0,58.0,76.0
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2025-10-28,79.0,96.0,62.0,
US1CALA0138,"AGOURA HILLS 1.2 NNE, CA US",2025-10-28,,,,
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2025-10-28,63.0,81.0,49.0,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2025-10-28,,,,
USW00003167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2025-10-28,,89.0,59.0,
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2025-10-28,,,,
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2025-10-28,68.0,81.0,58.0,
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2025-10-28,74.0,83.0,68.0,
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2025-10-28,78.0,87.0,67.0,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2025-10-28,,,,
USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",2025-10-28,77.0,98.0,56.0,
USC00046602,"PACOIMA DAM FC33A E, CA US",2025-10-28,,75.0,60.0,71.0
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2025-10-28,66.0,72.0,61.0,
US1CALA0090,"GLENDALE 3.0 ESE, CA US",2025-10-28,,,,
USW00093117,"SAN CLEMENTE ISLAND NAAS, CA US",2025-10-28,63.0,70.0,57.0,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2025-10-28,,94.0,56.0,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2025-10-28,,83.0,56.0,
USR0000CWAR,"WARM SPRINGS CALIFORNIA, CA US",2025-10-28,66.0,72.0,60.0,
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2025-10-28,79.0,88.0,64.0,
USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",2025-10-28,70.0,73.0,66.0,
US1CALA0043,"PASADENA 1.8 E, CA US",2025-10-28,,,,
USC00046624,"PALMDALE, CA US",2025-10-28,,77.0,46.0,77.0
USC00049152,"U C L A, CA US",2025-10-28,,92.0,60.0,84.0
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2025-10-28,79.0,93.0,62.0,
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2025-10-28,65.0,72.0,61.0,
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2025-10-28,73.0,94.0,56.0,
USW00023187,"SANDBERG, CA US",2025-10-28,,71.0,58.0,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2025-10-28,,81.0,59.0,
US1CALA0132,"CHATSWORTH 0.7 SE, CA US",2025-10-28,,,,
US1CALA0036,"PASADENA 2.0 SE, CA US",2025-10-28,,,,
USR0000CACT,"ACTON CALIFORNIA, CA US",2025-10-28,70.0,81.0,62.0,
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2025-10-29,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2025-10-29,,91.0,60.0,
USC00040798,"BIG TUJUNGA DAM FC46, CA US",2025-10-29,,86.0,63.0,64.0
US1CALA0090,"GLENDALE 3.0 ESE, CA US",2025-10-29,,,,
USR0000CWAR,"WARM SPRINGS CALIFORNIA, CA US",2025-10-29,68.0,76.0,62.0,
USR0000CLTU,"LITTLE TUJUNGA CALIFORNIA, CA US",2025-10-29,80.0,93.0,70.0,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2025-10-29,,91.0,61.0,
US1CALA0129,"SAN DIMAS 2.1 WSW, CA US",2025-10-29,,,,
USC00042214,"CULVER CITY, CA US",2025-10-29,,90.0,59.0,82.0
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2025-10-29,74.0,93.0,60.0,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2025-10-29,,,,
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2025-10-29,63.0,81.0,48.0,
USR0000CSAU,"SAUGUS CALIFORNIA, CA US",2025-10-29,78.0,89.0,69.0,
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2025-10-29,60.0,84.0,37.0,
USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",2025-10-29,82.0,97.0,71.0,
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2025-10-29,67.0,75.0,60.0,
US1CALA0113,"HIDDEN HILLS 6.0 ENE, CA US",2025-10-29,,,,
US1CALA0089,"SOUTH PASADENA 0.9 SSW, CA US",2025-10-29,,,,
USR0000CACT,"ACTON CALIFORNIA, CA US",2025-10-29,69.0,81.0,59.0,
US1CALA0043,"PASADENA 1.8 E, CA US",2025-10-29,,,,
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2025-10-29,,,,
USC00049152,"U C L A, CA US",2025-10-29,,94.0,68.0,86.0
US1CALA0036,"PASADENA 2.0 SE, CA US",2025-10-29,,,,
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2025-10-29,73.0,82.0,63.0,
US1CALA0068,"ARTESIA 0.5 W, CA US",2025-10-29,,,,
USR0000CMAL,"MALIBU HILLS CALIFORNIA, CA US",2025-10-29,83.0,91.0,77.0,
USW00003122,"TORRANCE AIRPORT, CA US",2025-10-29,,86.0,58.0,84.0
USC00046773,"PEARBLOSSOM, CA US",2025-10-29,,79.0,50.0,72.0
US1CALA0083,"LA CRESCENTA MONTROSE 0.3 NE, CA US",2025-10-29,,,,
USW00003159,"LANCASTER, CA US",2025-10-29,,81.0,41.0,
USW00023187,"SANDBERG, CA US",2025-10-29,,72.0,60.0,
USC00047779,"SAN GABRIEL DAM FC425B E, CA US",2025-10-29,,,,
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2025-10-29,70.0,80.0,64.0,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2025-10-29,,,,
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2025-10-29,78.0,89.0,66.0,
USC00046719,"PASADENA, CA US",2025-10-29,,96.0,61.0,66.0
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2025-10-29,,,,
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",2025-10-29,,94.0,57.0,
USC00046624,"PALMDALE, CA US",2025-10-29,,79.0,46.0,78.0
US1CALA0139,"REDONDO BEACH 1.7 SSW, CA US",2025-10-29,,,,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2025-10-29,,,,
US1CALA0138,"AGOURA HILLS 1.2 NNE, CA US",2025-10-29,,,,
USW00003167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2025-10-29,,92.0,60.0,
USW00023130,"VAN NUYS AIRPORT, CA US",2025-10-29,,93.0,63.0,
USW00023182,"PALMDALE AIRPORT, CA US",2025-10-29,,82.0,43.0,
USC00046602,"PACOIMA DAM FC33A E, CA US",2025-10-29,,88.0,53.0,77.0
US1CALA0081,"GLENDORA 1.4 ESE, CA US",2025-10-29,,,,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2025-10-29,,,,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2025-10-29,,94.0,62.0,
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2025-10-29,81.0,94.0,74.0,
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2025-10-29,69.0,81.0,63.0,
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2025-10-29,76.0,85.0,70.0,
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2025-10-29,79.0,87.0,72.0,
USC00042941,"FAIRMONT, CA US",2025-10-29,,78.0,55.0,71.0
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2025-10-29,,98.0,47.0,56.0
US1CALA0132,"CHATSWORTH 0.7 SE, CA US",2025-10-29,,,,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2025-10-29,,,,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2025-10-29,,97.0,57.0,92.0
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2025-10-29,83.0,96.0,74.0,
USC00040144,"ALTADENA, CA US",2025-10-29,,,,
USC00046663,"PALOS VERDES ES FC43D, CA US",2025-10-29,,,,
USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",2025-10-29,72.0,77.0,68.0,
USC00047326,"REDONDO BEACH, CA US",2025-10-29,,80.0,57.0,76.0
USW00093117,"SAN CLEMENTE ISLAND NAAS, CA US",2025-10-29,68.0,78.0,60.0,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2025-10-29,,97.0,61.0,
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2025-10-29,62.0,79.0,48.0,
USC00042090,"COVINA CITY YARD FC387B, CA US",2025-10-29,,,,
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2025-10-29,58.0,70.0,52.0,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2025-10-30,,81.0,60.0,
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2025-10-30,,,,
USW00023187,"SANDBERG, CA US",2025-10-30,,76.0,61.0,
USR0000CMAL,"MALIBU HILLS CALIFORNIA, CA US",2025-10-30,80.0,85.0,70.0,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2025-10-30,,84.0,68.0,
USC00046719,"PASADENA, CA US",2025-10-30,,93.0,64.0,69.0
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2025-10-30,,90.0,60.0,
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2025-10-30,,,,
USW00023182,"PALMDALE AIRPORT, CA US",2025-10-30,,83.0,44.0,
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2025-10-30,68.0,80.0,62.0,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2025-10-30,,98.0,55.0,55.0
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2025-10-30,67.0,84.0,49.0,
USR0000CACT,"ACTON CALIFORNIA, CA US",2025-10-30,67.0,85.0,54.0,
USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",2025-10-30,77.0,91.0,62.0,
USC00040144,"ALTADENA, CA US",2025-10-30,,,,
USR0000CWAR,"WARM SPRINGS CALIFORNIA, CA US",2025-10-30,72.0,82.0,66.0,
USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",2025-10-30,74.0,82.0,69.0,
US1CALA0043,"PASADENA 1.8 E, CA US",2025-10-30,,,,
USC00046663,"PALOS VERDES ES FC43D, CA US",2025-10-30,,,,
US1CALA0124,"PASADENA 1.9 S, CA US",2025-10-30,,,,
USC00049152,"U C L A, CA US",2025-10-30,,86.0,67.0,78.0
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2025-10-30,,89.0,61.0,
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",2025-10-30,,84.0,58.0,
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2025-10-30,75.0,85.0,66.0,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2025-10-30,,,,
USC00040798,"BIG TUJUNGA DAM FC46, CA US",2025-10-30,,92.0,61.0,63.0
USR0000CSAU,"SAUGUS CALIFORNIA, CA US",2025-10-30,75.0,92.0,63.0,
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2025-10-30,72.0,86.0,66.0,
USR0000CLTU,"LITTLE TUJUNGA CALIFORNIA, CA US",2025-10-30,74.0,88.0,61.0,
USC00046773,"PEARBLOSSOM, CA US",2025-10-30,,82.0,56.0,80.0
US1CALA0036,"PASADENA 2.0 SE, CA US",2025-10-30,,,,
USC00042214,"CULVER CITY, CA US",2025-10-30,,82.0,60.0,74.0
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2025-10-30,73.0,94.0,60.0,
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2025-10-30,61.0,86.0,39.0,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2025-10-30,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2025-10-30,,84.0,59.0,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2025-10-30,,94.0,52.0,88.0
US1CALA0139,"REDONDO BEACH 1.7 SSW, CA US",2025-10-30,,,,
US1CALA0129,"SAN DIMAS 2.1 WSW, CA US",2025-10-30,,,,
US1CALA0083,"LA CRESCENTA MONTROSE 0.3 NE, CA US",2025-10-30,,,,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2025-10-30,,,,
USC00046624,"PALMDALE, CA US",2025-10-30,,85.0,47.0,84.0
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2025-10-30,69.0,77.0,60.0,
USW00023130,"VAN NUYS AIRPORT, CA US",2025-10-30,,90.0,58.0,
USC00042941,"FAIRMONT, CA US",2025-10-30,,75.0,51.0,66.0
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2025-10-30,65.0,82.0,49.0,
USC00042090,"COVINA CITY YARD FC387B, CA US",2025-10-30,,,,
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2025-10-30,60.0,72.0,53.0,
USC00047326,"REDONDO BEACH, CA US",2025-10-30,,76.0,59.0,70.0
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2025-10-30,77.0,88.0,64.0,
USW00093117,"SAN CLEMENTE ISLAND NAAS, CA US",2025-10-30,65.0,72.0,57.0,
USC00047779,"SAN GABRIEL DAM FC425B E, CA US",2025-10-30,,,,
US1CALA0090,"GLENDALE 3.0 ESE, CA US",2025-10-30,,,,
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2025-10-30,74.0,83.0,68.0,
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2025-10-30,72.0,89.0,60.0,
USW00003159,"LANCASTER, CA US",2025-10-30,,84.0,39.0,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2025-10-30,,,,
US1CALA0138,"AGOURA HILLS 1.2 NNE, CA US",2025-10-30,,,,
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2025-10-30,69.0,78.0,62.0,
