STATION,NAME,DATE,TMAX,TMIN,TAVG,PRCP
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2022-07-10,77.0,88.0,66.0,
USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",2022-07-10,76.0,87.0,68.0,
US1CALA0091,"PASADENA 0.8 ENE, CA US",2022-07-10,,,,
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2022-07-10,65.0,71.0,60.0,
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2022-07-10,78.0,88.0,70.0,
USC00047326,"REDONDO BEACH, CA US",2022-07-10,,71.0,60.0,67.0
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2022-07-10,76.0,88.0,66.0,
US1CALA0113,"HIDDEN HILLS 6.0 ENE, CA US",2022-07-10,,,,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2022-07-10,,,,
USR0000CWAR,"WARM SPRINGS CALIFORNIA, CA US",2022-07-10,78.0,91.0,67.0,
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2022-07-10,80.0,96.0,59.0,
USW00003122,"TORRANCE AIRPORT, CA US",2022-07-10,,75.0,60.0,72.0
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2022-07-10,,90.0,62.0,62.0
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2022-07-10,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2022-07-10,,84.0,62.0,
USR0000CMAL,"MALIBU HILLS CALIFORNIA, CA US",2022-07-10,78.0,88.0,67.0,
USC00042941,"FAIRMONT, CA US",2022-07-10,,88.0,66.0,78.0
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2022-07-10,74.0,84.0,65.0,
US1CALA0048,"SANTA MONICA 1.3 NNE, CA US",2022-07-10,,,,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2022-07-10,,101.0,59.0,96.0
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2022-07-10,,72.0,62.0,
USC00042090,"COVINA CITY YARD FC387B, CA US",2022-07-10,,,,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2022-07-10,,92.0,67.0,
USC00046624,"PALMDALE, CA US",2022-07-10,,99.0,63.0,83.0
US1CALA0081,"GLENDORA 1.4 ESE, CA US",2022-07-10,,,,
USC00040144,"ALTADENA, CA US",2022-07-10,,,,
USW00023130,"VAN NUYS AIRPORT, CA US",2022-07-10,,98.0,67.0,
US1CALA0108,"AGOURA HILLS 1.3 NNE, CA US",2022-07-10,,,,
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2022-07-10,,,,
US1CALA0001,"GLENDALE 2.4 WSW, CA US",2022-07-10,,,,
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",2022-07-10,,85.0,62.0,
USW00023182,"PALMDALE AIRPORT, CA US",2022-07-10,,100.0,63.0,
USW00003159,"LANCASTER, CA US",2022-07-10,,100.0,71.0,
USC00040798,"BIG TUJUNGA DAM FC46, CA US",2022-07-10,,,,
USC00049152,"U C L A, CA US",2022-07-10,,76.0,62.0,74.0
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2022-07-10,,,,
US1CALA0096,"CLAREMONT 0.6 SSE, CA US",2022-07-10,,,,
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2022-07-10,75.0,93.0,61.0,
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2022-07-10,81.0,96.0,67.0,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2022-07-10,,,,
US1CALA0089,"SOUTH PASADENA 0.9 SSW, CA US",2022-07-10,,,,
US1CALA0036,"PASADENA 2.0 SE, CA US",2022-07-10,,,,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2022-07-10,,,,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2022-07-10,,82.0,70.0,
USW00003167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2022-07-10,,78.0,65.0,
US1CALA0043,"PASADENA 1.8 E, CA US",2022-07-10,,,,
USC00042214,"CULVER CITY, CA US",2022-07-10,,75.0,62.0,75.0
USC00046602,"PACOIMA DAM FC33A E, CA US",2022-07-10,,,,
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2022-07-10,74.0,84.0,61.0,
US1CALA0090,"GLENDALE 3.0 ESE, CA US",2022-07-10,,,,
US1CALA0068,"ARTESIA 0.5 W, CA US",2022-07-10,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2022-07-10,,73.0,65.0,
USR0000CACT,"ACTON CALIFORNIA, CA US",2022-07-10,79.0,99.0,57.0,
US1CALA0081,"GLENDORA 1.4 ESE, CA US",2022-07-11,,,,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2022-07-11,,,,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2022-07-11,,100.0,57.0,95.0
USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",2022-07-11,74.0,91.0,61.0,
USC00042214,"CULVER CITY, CA US",2022-07-11,,76.0,65.0,71.0
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2022-07-11,84.0,101.0,61.0,
USW00003159,"LANCASTER, CA US",2022-07-11,,106.0,60.0,
USW00003167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2022-07-11,,74.0,63.0,
USC00042941,"FAIRMONT, CA US",2022-07-11,,94.0,64.0,91.0
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2022-07-11,,,,
USC00046602,"PACOIMA DAM FC33A E, CA US",2022-07-11,,,,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2022-07-11,,85.0,60.0,61.0
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2022-07-11,,78.0,61.0,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2022-07-11,,88.0,65.0,
US1CALA0048,"SANTA MONICA 1.3 NNE, CA US",2022-07-11,,,,
USC00040144,"ALTADENA, CA US",2022-07-11,,,,
USR0000CMAL,"MALIBU HILLS CALIFORNIA, CA US",2022-07-11,69.0,77.0,57.0,
US1CALA0096,"CLAREMONT 0.6 SSE, CA US",2022-07-11,,,,
US1CALA0068,"ARTESIA 0.5 W, CA US",2022-07-11,,,,
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2022-07-11,75.0,85.0,68.0,
USW00023182,"PALMDALE AIRPORT, CA US",2022-07-11,,104.0,65.0,
USC00047326,"REDONDO BEACH, CA US",2022-07-11,,69.0,61.0,67.0
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2022-07-11,85.0,107.0,58.0,
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2022-07-11,70.0,85.0,57.0,
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2022-07-11,62.0,67.0,60.0,
US1CALA0092,"REDONDO BEACH 2.1 SSW, CA US",2022-07-11,,,,
USC00046773,"PEARBLOSSOM, CA US",2022-07-11,,103.0,69.0,100.0
US1CALA0113,"HIDDEN HILLS 6.0 ENE, CA US",2022-07-11,,,,
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2022-07-11,,,,
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2022-07-11,80.0,89.0,73.0,
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2022-07-11,78.0,95.0,59.0,
US1CALA0085,"SOUTH PASADENA 3.7 WSW, CA US",2022-07-11,,,,
US1CALA0001,"GLENDALE 2.4 WSW, CA US",2022-07-11,,,,
US1CALA0108,"AGOURA HILLS 1.3 NNE, CA US",2022-07-11,,,,
USW00003122,"TORRANCE AIRPORT, CA US",2022-07-11,,73.0,60.0,70.0
USW00023187,"SANDBERG, CA US",2022-07-11,,92.0,68.0,
USR0000CWAR,"WARM SPRINGS CALIFORNIA, CA US",2022-07-11,79.0,93.0,68.0,
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2022-07-11,78.0,90.0,66.0,
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2022-07-11,74.0,89.0,60.0,
USR0000CSAU,"SAUGUS CALIFORNIA, CA US",2022-07-11,79.0,94.0,65.0,
USC00047779,"SAN GABRIEL DAM FC425B E, CA US",2022-07-11,,,,
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2022-07-11,79.0,91.0,68.0,
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2022-07-11,85.0,102.0,68.0,
US1CALA0036,"PASADENA 2.0 SE, CA US",2022-07-11,,,,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2022-07-11,,74.0,55.0,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2022-07-11,,72.0,62.0,
USR0000CACT,"ACTON CALIFORNIA, CA US",2022-07-11,80.0,101.0,58.0,
USC00049152,"U C L A, CA US",2022-07-11,,75.0,62.0,68.0
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2022-07-11,78.0,90.0,68.0,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2022-07-11,,71.0,61.0,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2022-07-11,,,,
USR0000CLTU,"LITTLE TUJUNGA CALIFORNIA, CA US",2022-07-11,73.0,88.0,60.0,
USC00046624,"PALMDALE, CA US",2022-07-11,,105.0,66.0,86.0
USC00046663,"PALOS VERDES ES FC43D, CA US",2022-07-11,,,,
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2022-07-11,69.0,86.0,58.0,
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",2022-07-11,,82.0,63.0,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2022-07-11,,,,
USC00046719,"PASADENA, CA US",2022-07-11,,93.0,64.0,72.0
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2022-07-11,79.0,90.0,70.0,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2022-07-11,,,,
US1CALA0091,"PASADENA 0.8 ENE, CA US",2022-07-11,,,,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2022-07-11,,,,
USC00042090,"COVINA CITY YARD FC387B, CA US",2022-07-11,,,,
US1CALA0090,"GLENDALE 3.0 ESE, CA US",2022-07-11,,,,
US1CALA0043,"PASADENA 1.8 E, CA US",2022-07-11,,,,
USC00040798,"BIG TUJUNGA DAM FC46, CA US",2022-07-11,,,,
USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",2022-07-11,78.0,87.0,70.0,
USW00023130,"VAN NUYS AIRPORT, CA US",2022-07-11,,92.0,64.0,
US1CALA0089,"SOUTH PASADENA 0.9 SSW, CA US",2022-07-11,,,,
US1CALA0089,"SOUTH PASADENA 0.9 SSW, CA US",2022-07-12,,,,
USC00042090,"COVINA CITY YARD FC387B, CA US",2022-07-12,,,,
US1CALA0043,"PASADENA 1.8 E, CA US",2022-07-12,,,,
USC00047779,"SAN GABRIEL DAM FC425B E, CA US",2022-07-12,,,,
USW00003122,"TORRANCE AIRPORT, CA US",2022-07-12,,73.0,60.0,71.0
US1CALA0091,"PASADENA 0.8 ENE, CA US",2022-07-12,,,,
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2022-07-12,67.0,83.0,57.0,
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2022-07-12,78.0,87.0,69.0,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2022-07-12,,85.0,63.0,
US1CALA0036,"PASADENA 2.0 SE, CA US",2022-07-12,,,,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2022-07-12,,,,
US1CALA0108,"AGOURA HILLS 1.3 NNE, CA US",2022-07-12,,,,
USW00023130,"VAN NUYS AIRPORT, CA US",2022-07-12,,89.0,61.0,
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2022-07-12,84.0,100.0,66.0,
USC00049152,"U C L A, CA US",2022-07-12,,71.0,61.0,68.0
USC00048014,"SAUGUS POWER PLANT 1, CA US",2022-07-12,,,,
USW00023182,"PALMDALE AIRPORT, CA US",2022-07-12,,100.0,71.0,
USW00003159,"LANCASTER, CA US",2022-07-12,,101.0,71.0,
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2022-07-12,87.0,104.0,71.0,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2022-07-12,,,,
US1CALA0001,"GLENDALE 2.4 WSW, CA US",2022-07-12,,,,
USC00046773,"PEARBLOSSOM, CA US",2022-07-12,,100.0,66.0,98.0
USR0000CACT,"ACTON CALIFORNIA, CA US",2022-07-12,77.0,96.0,58.0,
USC00046602,"PACOIMA DAM FC33A E, CA US",2022-07-12,,,,
USC00046624,"PALMDALE, CA US",2022-07-12,,100.0,71.0,87.0
US1CALA0048,"SANTA MONICA 1.3 NNE, CA US",2022-07-12,,,,
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2022-07-12,68.0,82.0,58.0,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2022-07-12,,,,
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",2022-07-12,,78.0,63.0,
USC00040798,"BIG TUJUNGA DAM FC46, CA US",2022-07-12,,,,
USR0000CLTU,"LITTLE TUJUNGA CALIFORNIA, CA US",2022-07-12,69.0,84.0,55.0,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2022-07-12,,85.0,59.0,59.0
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2022-07-12,,71.0,62.0,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2022-07-12,,70.0,61.0,
USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",2022-07-12,73.0,82.0,66.0,
USW00023187,"SANDBERG, CA US",2022-07-12,,89.0,65.0,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2022-07-12,,77.0,61.0,
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2022-07-12,76.0,86.0,65.0,
USC00046663,"PALOS VERDES ES FC43D, CA US",2022-07-12,,,,
USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",2022-07-12,71.0,87.0,59.0,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2022-07-12,,95.0,56.0,90.0
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2022-07-12,,,,
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2022-07-12,74.0,85.0,66.0,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2022-07-12,,69.0,55.0,
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2022-07-12,63.0,70.0,60.0,
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2022-07-12,84.0,97.0,72.0,
USC00042214,"CULVER CITY, CA US",2022-07-12,,74.0,62.0,72.0
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2022-07-12,,,,
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2022-07-12,71.0,90.0,54.0,
USC00040144,"ALTADENA, CA US",2022-07-12,,,,
USC00042941,"FAIRMONT, CA US",2022-07-12,,95.0,68.0,79.0
USR0000CSAU,"SAUGUS CALIFORNIA, CA US",2022-07-12,74.0,90.0,59.0,
US1CALA0113,"HIDDEN HILLS 6.0 ENE, CA US",2022-07-12,,,,
USR0000CWAR,"WARM SPRINGS CALIFORNIA, CA US",2022-07-12,76.0,89.0,64.0,
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2022-07-12,75.0,86.0,65.0,
US1CALA0090,"GLENDALE 3.0 ESE, CA US",2022-07-12,,,,
US1CALA0081,"GLENDORA 1.4 ESE, CA US",2022-07-12,,,,
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2022-07-12,76.0,86.0,65.0,
US1CALA0068,"ARTESIA 0.5 W, CA US",2022-07-12,,,,
USC00047326,"REDONDO BEACH, CA US",2022-07-12,,71.0,61.0,68.0
US1CALA0092,"REDONDO BEACH 2.1 SSW, CA US",2022-07-12,,,,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2022-07-12,,,,
USR0000CMAL,"MALIBU HILLS CALIFORNIA, CA US",2022-07-12,61.0,71.0,55.0,
US1CALA0096,"CLAREMONT 0.6 SSE, CA US",2022-07-12,,,,
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2022-07-12,77.0,87.0,70.0,
USC00046719,"PASADENA, CA US",2022-07-12,,88.0,61.0,63.0
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2022-07-12,70.0,86.0,57.0,
USW00003167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2022-07-12,,73.0,64.0,
USR0000CWAR,"WARM SPRINGS CALIFORNIA, CA US",2022-07-13,80.0,93.0,65.0,
US1CALA0036,"PASADENA 2.0 SE, CA US",2022-07-13,,,,
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",2022-07-13,,79.0,63.0,
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2022-07-13,80.0,90.0,68.0,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2022-07-13,,71.0,62.0,
USC00049152,"U C L A, CA US",2022-07-13,,70.0,59.0,68.0
USC00046719,"PASADENA, CA US",2022-07-13,,88.0,60.0,65.0
USR0000CACT,"ACTON CALIFORNIA, CA US",2022-07-13,79.0,101.0,57.0,
USC00047326,"REDONDO BEACH, CA US",2022-07-13,,71.0,61.0,69.0
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2022-07-13,,,,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2022-07-13,,97.0,54.0,93.0
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2022-07-13,79.0,87.0,68.0,
USC00046602,"PACOIMA DAM FC33A E, CA US",2022-07-13,,,,
USC00042941,"FAIRMONT, CA US",2022-07-13,,98.0,69.0,82.0
US1CALA0090,"GLENDALE 3.0 ESE, CA US",2022-07-13,,,,
US1CALA0048,"SANTA MONICA 1.3 NNE, CA US",2022-07-13,,,,
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2022-07-13,80.0,91.0,72.0,
US1CALA0096,"CLAREMONT 0.6 SSE, CA US",2022-07-13,,,,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2022-07-13,,,,
USR0000CMAL,"MALIBU HILLS CALIFORNIA, CA US",2022-07-13,66.0,78.0,55.0,
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2022-07-13,71.0,87.0,58.0,
US1CALA0092,"REDONDO BEACH 2.1 SSW, CA US",2022-07-13,,,,
USR0000CSAU,"SAUGUS CALIFORNIA, CA US",2022-07-13,76.0,96.0,59.0,
US1CALA0113,"HIDDEN HILLS 6.0 ENE, CA US",2022-07-13,,,,
US1CALA0068,"ARTESIA 0.5 W, CA US",2022-07-13,,,,
USW00023187,"SANDBERG, CA US",2022-07-13,,92.0,65.0,
USC00046663,"PALOS VERDES ES FC43D, CA US",2022-07-13,,,,
USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",2022-07-13,72.0,88.0,60.0,
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2022-07-13,,,,
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2022-07-13,76.0,84.0,69.0,
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2022-07-13,63.0,68.0,59.0,
USC00042214,"CULVER CITY, CA US",2022-07-13,,73.0,61.0,69.0
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2022-07-13,73.0,93.0,55.0,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2022-07-13,,75.0,60.0,
USR0000CMIL,"MILL CREEK ANF CALIFORNIA, CA US",2022-07-13,78.0,89.0,67.0,
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2022-07-13,78.0,91.0,66.0,
USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",2022-07-13,78.0,87.0,70.0,
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2022-07-13,84.0,98.0,64.0,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2022-07-13,,,,
USW00023182,"PALMDALE AIRPORT, CA US",2022-07-13,,102.0,66.0,
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2022-07-13,87.0,106.0,66.0,
US1CALA0001,"GLENDALE 2.4 WSW, CA US",2022-07-13,,,,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2022-07-13,,84.0,59.0,61.0
USC00046624,"PALMDALE, CA US",2022-07-13,,103.0,71.0,85.0
USR0000CWHH,"WHITTIER HILLS CALIFORNIA, CA US",2022-07-13,68.0,82.0,59.0,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2022-07-13,,,,
US1CALA0108,"AGOURA HILLS 1.3 NNE, CA US",2022-07-13,,,,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2022-07-13,,,,
US1CALA0043,"PASADENA 1.8 E, CA US",2022-07-13,,,,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2022-07-13,,86.0,62.0,
US1CALA0091,"PASADENA 0.8 ENE, CA US",2022-07-13,,,,
US1CALA0089,"SOUTH PASADENA 0.9 SSW, CA US",2022-07-13,,,,
USC00047779,"SAN GABRIEL DAM FC425B E, CA US",2022-07-13,,,,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2022-07-13,,69.0,61.0,
USW00023130,"VAN NUYS AIRPORT, CA US",2022-07-13,,91.0,61.0,
USC00046773,"PEARBLOSSOM, CA US",2022-07-13,,100.0,67.0,95.0
USC00040144,"ALTADENA, CA US",2022-07-13,,,,
USW00023191,"AVALON CATALINA AIRPORT, CA US",2022-07-13,,69.0,54.0,
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2022-07-13,67.0,85.0,56.0,
USW00003159,"LANCASTER, CA US",2022-07-13,,104.0,67.0,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2022-07-13,,,,
USW00003122,"TORRANCE AIRPORT, CA US",2022-07-13,,72.0,61.0,67.0
US1CALA0081,"GLENDORA 1.4 ESE, CA US",2022-07-13,,,,
USW00003167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2022-07-13,,73.0,63.0,
USC00042090,"COVINA CITY YARD FC387B, CA US",2022-07-13,,,,
USC00040798,"BIG TUJUNGA DAM FC46, CA US",2022-07-13,,,,
USR0000CPOP,"POPPY PARK CALIFORNIA, CA US",2022-07-13,87.0,101.0,73.0,
USR0000CLTU,"LITTLE TUJUNGA CALIFORNIA, CA US",2022-07-13,70.0,89.0,56.0,
USC00040798,"BIG TUJUNGA DAM FC46, CA US",2022-07-14,,,,
USR0000CBIP,"BIG PINES CALIFORNIA, CA US",2022-07-14,74.0,85.0,66.0,
USC00040144,"ALTADENA, CA US",2022-07-14,,,,
USW00023152,"BURBANK GLENDALE PASADENA AIRPORT, CA US",2022-07-14,,85.0,64.0,
USW00023182,"PALMDALE AIRPORT, CA US",2022-07-14,,106.0,73.0,
USC00049785,"WOODLAND HILLS PIERCE COLLEGE, CA US",2022-07-14,,94.0,59.0,88.0
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2022-07-14,,72.0,64.0,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",2022-07-14,,77.0,62.0,
US1CALA0092,"REDONDO BEACH 2.1 SSW, CA US",2022-07-14,,,,
US1CALA0001,"GLENDALE 2.4 WSW, CA US",2022-07-14,,,,
USC00046719,"PASADENA, CA US",2022-07-14,,87.0,63.0,69.0
USW00023129,"LONG BEACH DAUGHERTY AIRPORT, CA US",2022-07-14,,74.0,64.0,
USR0000CLEO,"LEO CARRILLO CALIFORNIA, CA US",2022-07-14,64.0,69.0,61.0,
USR0000CCLE,"CLEAR CREEK CALIFORNIA, CA US",2022-07-14,83.0,93.0,73.0,
USR0000CSAU,"SAUGUS CALIFORNIA, CA US",2022-07-14,77.0,95.0,63.0,
USW00003167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2022-07-14,,74.0,65.0,
USR0000CSAD,"SADDLEBACK BUTTE CALIFORNIA, CA US",2022-07-14,89.0,106.0,68.0,
USC00047326,"REDONDO BEACH, CA US",2022-07-14,,72.0,62.0,68.0
USC00042941,"FAIRMONT, CA US",2022-07-14,,101.0,68.0,84.0
USR0000CVAY,"VALYERMO CALIFORNIA, CA US",2022-07-14,87.0,101.0,71.0,
USW00023187,"SANDBERG, CA US",2022-07-14,,95.0,69.0,
USW00003159,"LANCASTER, CA US",2022-07-14,,107.0,72.0,
USW00093197,"SANTA MONICA MUNICIPAL AIRPORT, CA US",2022-07-14,,71.0,62.0,
USR0000CBEV,"BEVERLY HILLS CALIFORNIA, CA US",2022-07-14,69.0,82.0,57.0,
USC00048014,"SAUGUS POWER PLANT 1, CA US",2022-07-14,,,,
USC00047779,"SAN GABRIEL DAM FC425B E, CA US",2022-07-14,,,,
US1CALA0021,"ARCADIA 2.1 NNE, CA US",2022-07-14,,,,
US1CALA0113,"HIDDEN HILLS 6.0 ENE, CA US",2022-07-14,,,,
US1CALA0010,"WHITTIER 2.9 WNW, CA US",2022-07-14,,,,
US1CALA0048,"SANTA MONICA 1.3 NNE, CA US",2022-07-14,,,,
USC00046663,"PALOS VERDES ES FC43D, CA US",2022-07-14,,,,
US1CALA0043,"PASADENA 1.8 E, CA US",2022-07-14,,,,
USC00047776,"SAN GABRIEL CANYON PH, CA US",2022-07-14,,,,
US1CALA0096,"CLAREMONT 0.6 SSE, CA US",2022-07-14,,,,
USW00003122,"TORRANCE AIRPORT, CA US",2022-07-14,,75.0,61.0,72.0
US1CALA0090,"GLENDALE 3.0 ESE, CA US",2022-07-14,,,,
USR0000CLTU,"LITTLE TUJUNGA CALIFORNIA, CA US",2022-07-14,72.0,85.0,59.0,
USC00046624,"PALMDALE, CA US",2022-07-14,,105.0,75.0,88.0
USR0000CWAR,"WARM SPRINGS CALIFORNIA, CA US",2022-07-14,83.0,97.0,72.0,
US1CALA0091,"PASADENA 0.8 ENE, CA US",2022-07-14,,,,
USR0000CCLA,"CLAREMONT CALIFORNIA, CA US",2022-07-14,73.0,86.0,59.0,
USC00041194,"BURBANK VALLEY PUMP PLANT, CA US",2022-07-14,,82.0,61.0,65.0
US1CALA0108,"AGOURA HILLS 1.3 NNE, CA US",2022-07-14,,,,
USR0000CCHI,"CHILAO CALIFORNIA, CA US",2022-07-14,79.0,89.0,72.0,
USC00046773,"PEARBLOSSOM, CA US",2022-07-14,,103.0,66.0,99.0
USC00042090,"COVINA CITY YARD FC387B, CA US",2022-07-14,,,,
USR0000CDVA,"DEL VALLE CALIFORNIA, CA US",2022-07-14,76.0,95.0,59.0,
USR0000CACT,"ACTON CALIFORNIA, CA US",2022-07-14,83.0,103.0,64.0,
US1CALA0014,"CANYON COUNTRY 2.6 E, CA US",2022-07-14,,,,
US1CALA0064,"LOS ANGELES 2.6 NW, CA US",2022-07-14,,,,
US1CALA0068,"ARTESIA 0.5 W, CA US",2022-07-14,,,,
US1CALA0081,"GLENDORA 1.4 ESE, CA US",2022-07-14,,,,
USR0000CTAN,"TANBARK CALIFORNIA, CA US",2022-07-14,79.0,92.0,67.0,
USC00047785,"SAN GABRIEL FIRE DEPARTMENT, CA US",2022-07-14,,,,
USW00023130,"VAN NUYS AIRPORT, CA US",2022-07-14,,88.0,63.0,
USR0000CSFD,"SANTA FE DAM CALIFORNIA, CA US",2022-07-14,74.0,87.0,61.0,
USR0000CWPK,"WHITAKER PEAK CALIFORNIA, CA US",2022-07-14,83.0,96.0,74.0,
USR0000CCP9,"CAMP 9 CALIFORNIA, CA US",2022-07-14,80.0,93.0,73.0,
