Date,Ozone AQI Value,Main Pollutant,Site Name,Site ID,Source
2005-09-22,41,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2005-09-23,43,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2005-09-24,46,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2005-09-25,29,Unknown,Kennesaw,13-067-0003,AQS
2005-09-26,22,Unknown,Georgia Station,13-231-9991,AQS
2005-09-27,48,Unknown,Douglasville,13-097-0004,AQS
2005-09-28,41,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2005-09-29,42,Unknown,Conyers,13-247-0001,AQS
2005-09-30,84,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2005-10-01,58,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2005-10-02,44,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2005-10-03,101,Unknown,Douglasville,13-097-0004,AQS
2005-10-04,47,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2005-10-05,34,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2005-10-06,20,Unknown,Dawsonville,13-085-0001,AQS
2005-10-07,15,Unknown,Dawsonville,13-085-0001,AQS
2005-10-08,24,Unknown,Dawsonville,13-085-0001,AQS
