Date,Ozone AQI Value,Main Pollutant,Site Name,Site ID,Source
2000-01-01,35,Unknown,Georgia Station,13-231-9991,AQS
2000-01-02,31,Unknown,Georgia Station,13-231-9991,AQS
2000-01-03,39,Unknown,Georgia Station,13-231-9991,AQS
2000-01-04,38,Unknown,Georgia Station,13-231-9991,AQS
2000-01-05,21,Unknown,Georgia Station,13-231-9991,AQS
2000-01-06,25,Unknown,Georgia Station,13-231-9991,AQS
2000-01-07,31,Unknown,Georgia Station,13-231-9991,AQS
2000-01-08,24,Unknown,Georgia Station,13-231-9991,AQS
2000-01-09,26,Unknown,Georgia Station,13-231-9991,AQS
2000-01-10,39,Unknown,Georgia Station,13-231-9991,AQS
2000-01-11,39,Unknown,Georgia Station,13-231-9991,AQS
2000-01-12,43,Unknown,Georgia Station,13-231-9991,AQS
2000-01-13,34,Unknown,Georgia Station,13-231-9991,AQS
2000-01-14,21,Unknown,Georgia Station,13-231-9991,AQS
2000-01-15,36,Unknown,Georgia Station,13-231-9991,AQS
2000-01-16,39,Unknown,Georgia Station,13-231-9991,AQS
2000-01-17,22,Unknown,Georgia Station,13-231-9991,AQS
2000-01-18,26,Unknown,Georgia Station,13-231-9991,AQS
2000-01-19,21,Unknown,Georgia Station,13-231-9991,AQS
2000-01-20,29,Unknown,Georgia Station,13-231-9991,AQS
2000-01-21,31,Unknown,Georgia Station,13-231-9991,AQS
2000-01-22,17,Unknown,Georgia Station,13-231-9991,AQS
2000-01-23,13,Unknown,Georgia Station,13-231-9991,AQS
2000-01-24,17,Unknown,Georgia Station,13-231-9991,AQS
2000-01-25,28,Unknown,Georgia Station,13-231-9991,AQS
2000-01-26,29,Unknown,Georgia Station,13-231-9991,AQS
2000-01-27,25,Unknown,Georgia Station,13-231-9991,AQS
2000-01-28,26,Unknown,Georgia Station,13-231-9991,AQS
2000-01-29,30,Unknown,Georgia Station,13-231-9991,AQS
2000-01-31,33,Unknown,Georgia Station,13-231-9991,AQS
2000-02-01,44,Unknown,Georgia Station,13-231-9991,AQS
2000-02-02,31,Unknown,Georgia Station,13-231-9991,AQS
2000-02-03,41,Unknown,Georgia Station,13-231-9991,AQS
2000-02-04,36,Unknown,Georgia Station,13-231-9991,AQS
2000-02-05,29,Unknown,Georgia Station,13-231-9991,AQS
2000-02-06,37,Unknown,Georgia Station,13-231-9991,AQS
2000-02-07,43,Unknown,Georgia Station,13-231-9991,AQS
2000-02-08,44,Unknown,Georgia Station,13-231-9991,AQS
2000-02-09,77,Unknown,Georgia Station,13-231-9991,AQS
2000-02-10,101,Unknown,Georgia Station,13-231-9991,AQS
2000-02-11,50,Unknown,Georgia Station,13-231-9991,AQS
2000-02-12,43,Unknown,Georgia Station,13-231-9991,AQS
2000-02-13,28,Unknown,Georgia Station,13-231-9991,AQS
2000-02-14,46,Unknown,Georgia Station,13-231-9991,AQS
2000-02-15,40,Unknown,Georgia Station,13-231-9991,AQS
2000-02-16,40,Unknown,Georgia Station,13-231-9991,AQS
2000-02-17,33,Unknown,Georgia Station,13-231-9991,AQS
2000-02-18,44,Unknown,Georgia Station,13-231-9991,AQS
2000-02-19,43,Unknown,Georgia Station,13-231-9991,AQS
2000-02-20,39,Unknown,Georgia Station,13-231-9991,AQS
2000-02-21,43,Unknown,Georgia Station,13-231-9991,AQS
2000-02-22,42,Unknown,Georgia Station,13-231-9991,AQS
2000-02-23,50,Unknown,Georgia Station,13-231-9991,AQS
2000-02-24,44,Unknown,Georgia Station,13-231-9991,AQS
2000-02-25,46,Unknown,Georgia Station,13-231-9991,AQS
2000-02-27,39,Unknown,Georgia Station,13-231-9991,AQS
2000-02-28,31,Unknown,Georgia Station,13-231-9991,AQS
2000-02-29,77,Unknown,Georgia Station,13-231-9991,AQS
2000-03-01,44,Unknown,Dawsonville,13-085-0001,AQS
2000-03-02,44,Unknown,Dawsonville,13-085-0001,AQS
2000-03-03,61,Unknown,Georgia Station,13-231-9991,AQS
2000-03-04,44,Unknown,Dawsonville,13-085-0001,AQS
2000-03-05,54,Unknown,Dawsonville,13-085-0001,AQS
2000-03-06,71,Unknown,Georgia Station,13-231-9991,AQS
2000-03-07,105,Unknown,DOT STORAGE FACILITY,13-113-0001,AQS
2000-03-08,150,Unknown,Dawsonville,13-085-0001,AQS
2000-03-09,44,Unknown,Georgia Station,13-231-9991,AQS
2000-03-10,31,Unknown,DOT STORAGE FACILITY,13-113-0001,AQS
2000-03-11,35,Unknown,Georgia Station,13-231-9991,AQS
2000-03-12,40,Unknown,Douglasville,13-097-0004,AQS
2000-03-13,41,Unknown,McDonough,13-151-0002,AQS
2000-03-14,51,Unknown,Georgia Station,13-231-9991,AQS
2000-03-15,64,Unknown,DOT STORAGE FACILITY,13-113-0001,AQS
2000-03-16,38,Unknown,Dawsonville,13-085-0001,AQS
2000-03-17,38,Unknown,Georgia Station,13-231-9991,AQS
2000-03-18,36,Unknown,Dawsonville,13-085-0001,AQS
2000-03-19,40,Unknown,Georgia Station,13-231-9991,AQS
2000-03-20,44,Unknown,Georgia Station,13-231-9991,AQS
2000-03-21,47,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-03-22,67,Unknown,Georgia Station,13-231-9991,AQS
2000-03-23,46,Unknown,"REINHARDT COLLEGE, SAMUEL C. DOBBS BUILDING",13-057-0001,AQS
2000-03-24,51,Unknown,Dawsonville,13-085-0001,AQS
2000-03-25,67,Unknown,Georgia Station,13-231-9991,AQS
2000-03-26,67,Unknown,Georgia Station,13-231-9991,AQS
2000-03-27,44,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-03-28,71,Unknown,Douglasville,13-097-0004,AQS
2000-03-29,49,Unknown,Georgia Station,13-231-9991,AQS
2000-03-30,41,Unknown,Georgia Station,13-231-9991,AQS
2000-03-31,54,Unknown,DOT STORAGE FACILITY,13-113-0001,AQS
2000-04-01,90,Unknown,DOT STORAGE FACILITY,13-113-0001,AQS
2000-04-02,38,Unknown,Georgia Station,13-231-9991,AQS
2000-04-03,36,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-04-04,45,Unknown,Douglasville,13-097-0004,AQS
2000-04-05,61,Unknown,Douglasville,13-097-0004,AQS
2000-04-06,112,Unknown,Dawsonville,13-085-0001,AQS
2000-04-07,49,Unknown,Dawsonville,13-085-0001,AQS
2000-04-08,37,Unknown,Georgia Station,13-231-9991,AQS
2000-04-09,46,Unknown,Douglasville,13-097-0004,AQS
2000-04-10,54,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-04-11,80,Unknown,Georgia Station,13-231-9991,AQS
2000-04-12,49,Unknown,Georgia Station,13-231-9991,AQS
2000-04-13,33,Unknown,Dawsonville,13-085-0001,AQS
2000-04-14,31,Unknown,Dawsonville,13-085-0001,AQS
2000-04-15,35,Unknown,Dawsonville,13-085-0001,AQS
2000-04-16,51,Unknown,Dawsonville,13-085-0001,AQS
2000-04-17,48,Unknown,DOT STORAGE FACILITY,13-113-0001,AQS
2000-04-18,49,Unknown,Georgia Station,13-231-9991,AQS
2000-04-19,80,Unknown,Dawsonville,13-085-0001,AQS
2000-04-20,93,Unknown,Dawsonville,13-085-0001,AQS
2000-04-21,44,Unknown,Georgia Station,13-231-9991,AQS
2000-04-22,61,Unknown,Douglasville,13-097-0004,AQS
2000-04-23,49,Unknown,Dawsonville,13-085-0001,AQS
2000-04-24,42,Unknown,Georgia Station,13-231-9991,AQS
2000-04-25,40,Unknown,Douglasville,13-097-0004,AQS
2000-04-26,93,Unknown,Douglasville,13-097-0004,AQS
2000-04-27,119,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-04-28,64,Unknown,Dawsonville,13-085-0001,AQS
2000-04-29,115,Unknown,Douglasville,13-097-0004,AQS
2000-04-30,147,Unknown,Tucker-Idlewood Road,13-089-3001,AQS
2000-05-01,122,Unknown,Dawsonville,13-085-0001,AQS
2000-05-02,126,Unknown,McDonough,13-151-0002,AQS
2000-05-03,97,Unknown,Dawsonville,13-085-0001,AQS
2000-05-04,77,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-05-05,108,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-05-06,100,Unknown,Dawsonville,13-085-0001,AQS
2000-05-07,105,Unknown,Gwinnett,13-135-0002,AQS
2000-05-08,108,Unknown,Dawsonville,13-085-0001,AQS
2000-05-09,90,Unknown,Dawsonville,13-085-0001,AQS
2000-05-10,54,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-05-11,100,Unknown,Dawsonville,13-085-0001,AQS
2000-05-12,58,Unknown,Dawsonville,13-085-0001,AQS
2000-05-13,84,Unknown,Gwinnett,13-135-0002,AQS
2000-05-14,133,Unknown,McDonough,13-151-0002,AQS
2000-05-15,122,Unknown,Newnan,13-077-0002,AQS
2000-05-16,136,Unknown,Dawsonville,13-085-0001,AQS
2000-05-17,119,Unknown,Tucker-Idlewood Road,13-089-3001,AQS
2000-05-18,133,Unknown,Dawsonville,13-085-0001,AQS
2000-05-19,77,Unknown,Dawsonville,13-085-0001,AQS
2000-05-20,74,Unknown,Gwinnett,13-135-0002,AQS
2000-05-21,46,Unknown,Gwinnett,13-135-0002,AQS
2000-05-22,80,Unknown,Gwinnett,13-135-0002,AQS
2000-05-23,84,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-05-24,74,Unknown,Dawsonville,13-085-0001,AQS
2000-05-25,45,Unknown,Douglasville,13-097-0004,AQS
2000-05-26,97,Unknown,Gwinnett,13-135-0002,AQS
2000-05-27,44,Unknown,Tucker-Idlewood Road,13-089-3001,AQS
2000-05-28,61,Unknown,McDonough,13-151-0002,AQS
2000-05-29,58,Unknown,McDonough,13-151-0002,AQS
2000-05-30,115,Unknown,Douglasville,13-097-0004,AQS
2000-05-31,174,Unknown,Douglasville,13-097-0004,AQS
2000-06-01,217,Unknown,Tucker-Idlewood Road,13-089-3001,AQS
2000-06-02,192,Unknown,Tucker-Idlewood Road,13-089-3001,AQS
2000-06-03,161,Unknown,McDonough,13-151-0002,AQS
2000-06-04,51,Unknown,McDonough,13-151-0002,AQS
2000-06-05,38,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-06-06,67,Unknown,Georgia Station,13-231-9991,AQS
2000-06-07,126,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-06-08,169,Unknown,Kennesaw,13-067-0003,AQS
2000-06-09,203,Unknown,Kennesaw,13-067-0003,AQS
2000-06-10,202,Unknown,Kennesaw,13-067-0003,AQS
2000-06-11,200,Unknown,Kennesaw,13-067-0003,AQS
2000-06-12,156,Unknown,Kennesaw,13-067-0003,AQS
2000-06-13,101,Unknown,Dawsonville,13-085-0001,AQS
2000-06-14,115,Unknown,Gwinnett,13-135-0002,AQS
2000-06-15,67,Unknown,Dawsonville,13-085-0001,AQS
2000-06-16,32,Unknown,Dawsonville,13-085-0001,AQS
2000-06-17,44,Unknown,Dawsonville,13-085-0001,AQS
2000-06-18,54,Unknown,Gwinnett,13-135-0002,AQS
2000-06-19,44,Unknown,DOT STORAGE FACILITY,13-113-0001,AQS
2000-06-20,51,Unknown,DOT STORAGE FACILITY,13-113-0001,AQS
2000-06-21,93,Unknown,Tucker-Idlewood Road,13-089-3001,AQS
2000-06-22,47,Unknown,Tucker-Idlewood Road,13-089-3001,AQS
2000-06-23,174,Unknown,Newnan,13-077-0002,AQS
2000-06-24,179,Unknown,Kennesaw,13-067-0003,AQS
2000-06-25,71,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-06-26,143,Unknown,Gwinnett,13-135-0002,AQS
2000-06-27,90,Unknown,Dawsonville,13-085-0001,AQS
2000-06-28,35,Unknown,Douglasville,13-097-0004,AQS
2000-06-29,43,Unknown,Douglasville,13-097-0004,AQS
2000-06-30,187,Unknown,DOT STORAGE FACILITY,13-113-0001,AQS
2000-07-01,206,Unknown,McDonough,13-151-0002,AQS
2000-07-02,185,Unknown,Kennesaw,13-067-0003,AQS
2000-07-03,195,Unknown,Tucker-Idlewood Road,13-089-3001,AQS
2000-07-04,154,Unknown,McDonough,13-151-0002,AQS
2000-07-05,101,Unknown,McDonough,13-151-0002,AQS
2000-07-06,161,Unknown,McDonough,13-151-0002,AQS
2000-07-07,182,Unknown,DOT STORAGE FACILITY,13-113-0001,AQS
2000-07-08,150,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-07-09,115,Unknown,Tucker-Idlewood Road,13-089-3001,AQS
2000-07-10,119,Unknown,United Avenue,13-121-0055,AQS
2000-07-11,136,Unknown,Tucker-Idlewood Road,13-089-3001,AQS
2000-07-12,122,Unknown,Kennesaw,13-067-0003,AQS
2000-07-13,206,Unknown,McDonough,13-151-0002,AQS
2000-07-14,169,Unknown,McDonough,13-151-0002,AQS
2000-07-15,119,Unknown,McDonough,13-151-0002,AQS
2000-07-16,151,Unknown,McDonough,13-151-0002,AQS
2000-07-17,169,Unknown,McDonough,13-151-0002,AQS
2000-07-18,218,Unknown,McDonough,13-151-0002,AQS
2000-07-19,151,Unknown,DOT STORAGE FACILITY,13-113-0001,AQS
2000-07-20,143,Unknown,McDonough,13-151-0002,AQS
2000-07-21,166,Unknown,McDonough,13-151-0002,AQS
2000-07-22,164,Unknown,South DeKalb,13-089-0002,AQS
2000-07-23,97,Unknown,Douglasville,13-097-0004,AQS
2000-07-24,126,Unknown,Douglasville,13-097-0004,AQS
2000-07-25,44,Unknown,Georgia Station,13-231-9991,AQS
2000-07-26,140,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-07-27,205,Unknown,Kennesaw,13-067-0003,AQS
2000-07-28,208,Unknown,United Avenue,13-121-0055,AQS
2000-07-29,105,Unknown,Dawsonville,13-085-0001,AQS
2000-07-30,87,Unknown,Gwinnett,13-135-0002,AQS
2000-07-31,40,Unknown,Gwinnett,13-135-0002,AQS
2000-08-01,41,Unknown,Gwinnett,13-135-0002,AQS
2000-08-02,35,Unknown,Gwinnett,13-135-0002,AQS
2000-08-03,58,Unknown,Kennesaw,13-067-0003,AQS
2000-08-04,93,Unknown,Douglasville,13-097-0004,AQS
2000-08-05,161,Unknown,United Avenue,13-121-0055,AQS
2000-08-06,164,Unknown,Gwinnett,13-135-0002,AQS
2000-08-07,108,Unknown,Dawsonville,13-085-0001,AQS
2000-08-08,90,Unknown,Gwinnett,13-135-0002,AQS
2000-08-09,133,Unknown,McDonough,13-151-0002,AQS
2000-08-10,216,Unknown,United Avenue,13-121-0055,AQS
2000-08-11,129,Unknown,Conyers,13-247-0001,AQS
2000-08-12,140,Unknown,Georgia Station,13-231-9991,AQS
2000-08-13,150,Unknown,Newnan,13-077-0002,AQS
2000-08-14,192,Unknown,Conyers,13-247-0001,AQS
2000-08-15,206,Unknown,Georgia Station,13-231-9991,AQS
2000-08-16,234,Unknown,DOT STORAGE FACILITY,13-113-0001,AQS
2000-08-17,235,Unknown,McDonough,13-151-0002,AQS
2000-08-18,177,Unknown,Conyers,13-247-0001,AQS
2000-08-19,210,Unknown,United Avenue,13-121-0055,AQS
2000-08-20,112,Unknown,Douglasville,13-097-0004,AQS
2000-08-21,45,Unknown,Gwinnett,13-135-0002,AQS
2000-08-22,159,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-08-23,161,Unknown,United Avenue,13-121-0055,AQS
2000-08-24,174,Unknown,Conyers,13-247-0001,AQS
2000-08-25,140,Unknown,Conyers,13-247-0001,AQS
2000-08-26,185,Unknown,Conyers,13-247-0001,AQS
2000-08-27,50,Unknown,Georgia Station,13-231-9991,AQS
2000-08-28,166,Unknown,Conyers,13-247-0001,AQS
2000-08-29,174,Unknown,Newnan,13-077-0002,AQS
2000-08-30,101,Unknown,Newnan,13-077-0002,AQS
2000-08-31,38,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-09-01,43,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-09-02,49,Unknown,Douglasville,13-097-0004,AQS
2000-09-03,45,Unknown,Douglasville,13-097-0004,AQS
2000-09-04,71,Unknown,DOT STORAGE FACILITY,13-113-0001,AQS
2000-09-05,50,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-09-06,28,Unknown,Dawsonville,13-085-0001,AQS
2000-09-07,24,Unknown,Tucker-Idlewood Road,13-089-3001,AQS
2000-09-08,35,Unknown,Gwinnett,13-135-0002,AQS
2000-09-09,44,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-09-10,74,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-09-11,49,Unknown,DOT STORAGE FACILITY,13-113-0001,AQS
2000-09-12,108,Unknown,Tucker-Idlewood Road,13-089-3001,AQS
2000-09-13,80,Unknown,Conyers,13-247-0001,AQS
2000-09-14,84,Unknown,Gwinnett,13-135-0002,AQS
2000-09-15,90,Unknown,Georgia Station,13-231-9991,AQS
2000-09-16,67,Unknown,Georgia Station,13-231-9991,AQS
2000-09-17,50,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-09-18,43,Unknown,Douglasville,13-097-0004,AQS
2000-09-19,147,Unknown,Dawsonville,13-085-0001,AQS
2000-09-20,39,Unknown,Dawsonville,13-085-0001,AQS
2000-09-21,24,Unknown,Georgia Station,13-231-9991,AQS
2000-09-22,22,Unknown,Dawsonville,13-085-0001,AQS
2000-09-23,30,Unknown,Dawsonville,13-085-0001,AQS
2000-09-24,33,Unknown,Tucker-Idlewood Road,13-089-3001,AQS
2000-09-25,29,Unknown,Douglasville,13-097-0004,AQS
2000-09-26,37,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-09-27,43,Unknown,Georgia Station,13-231-9991,AQS
2000-09-28,67,Unknown,Georgia Station,13-231-9991,AQS
2000-09-29,77,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-09-30,47,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-10-01,45,Unknown,Douglasville,13-097-0004,AQS
2000-10-02,50,Unknown,Newnan,13-077-0002,AQS
2000-10-03,100,Unknown,Douglasville,13-097-0004,AQS
2000-10-04,101,Unknown,Kennesaw,13-067-0003,AQS
2000-10-05,93,Unknown,Dawsonville,13-085-0001,AQS
2000-10-06,33,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-10-07,35,Unknown,Newnan,13-077-0002,AQS
2000-10-08,28,Unknown,Georgia Station,13-231-9991,AQS
2000-10-09,29,Unknown,Dawsonville,13-085-0001,AQS
2000-10-10,36,Unknown,Dawsonville,13-085-0001,AQS
2000-10-11,45,Unknown,Dawsonville,13-085-0001,AQS
2000-10-12,74,Unknown,Georgia Station,13-231-9991,AQS
2000-10-13,90,Unknown,Georgia Station,13-231-9991,AQS
2000-10-14,108,Unknown,Douglasville,13-097-0004,AQS
2000-10-15,97,Unknown,Douglasville,13-097-0004,AQS
2000-10-16,115,Unknown,Georgia Station,13-231-9991,AQS
2000-10-17,115,Unknown,Georgia Station,13-231-9991,AQS
2000-10-18,93,Unknown,Georgia Station,13-231-9991,AQS
2000-10-19,50,Unknown,Dawsonville,13-085-0001,AQS
2000-10-20,71,Unknown,Georgia Station,13-231-9991,AQS
2000-10-21,84,Unknown,Dawsonville,13-085-0001,AQS
2000-10-22,77,Unknown,Dawsonville,13-085-0001,AQS
2000-10-23,101,Unknown,Dawsonville,13-085-0001,AQS
2000-10-24,108,Unknown,Dawsonville,13-085-0001,AQS
2000-10-25,115,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-10-26,97,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2000-10-27,122,Unknown,Douglasville,13-097-0004,AQS
2000-10-28,97,Unknown,Conyers,13-247-0001,AQS
2000-10-29,50,Unknown,Georgia Station,13-231-9991,AQS
2000-10-30,93,Unknown,Georgia Station,13-231-9991,AQS
2000-10-31,90,Unknown,Georgia Station,13-231-9991,AQS
2000-11-01,84,Unknown,Georgia Station,13-231-9991,AQS
2000-11-02,90,Unknown,Georgia Station,13-231-9991,AQS
2000-11-03,77,Unknown,Georgia Station,13-231-9991,AQS
2000-11-04,37,Unknown,Georgia Station,13-231-9991,AQS
2000-11-05,34,Unknown,Georgia Station,13-231-9991,AQS
2000-11-06,31,Unknown,Georgia Station,13-231-9991,AQS
2000-11-07,28,Unknown,Georgia Station,13-231-9991,AQS
2000-11-08,30,Unknown,Georgia Station,13-231-9991,AQS
2000-11-09,30,Unknown,Georgia Station,13-231-9991,AQS
2000-11-10,19,Unknown,Georgia Station,13-231-9991,AQS
2000-11-11,24,Unknown,Georgia Station,13-231-9991,AQS
2000-11-12,41,Unknown,Georgia Station,13-231-9991,AQS
2000-11-13,34,Unknown,Georgia Station,13-231-9991,AQS
2000-11-14,33,Unknown,Georgia Station,13-231-9991,AQS
2000-11-15,28,Unknown,Georgia Station,13-231-9991,AQS
2000-11-16,29,Unknown,Georgia Station,13-231-9991,AQS
2000-11-17,23,Unknown,Georgia Station,13-231-9991,AQS
2000-11-18,11,Unknown,Georgia Station,13-231-9991,AQS
2000-11-19,18,Unknown,Georgia Station,13-231-9991,AQS
2000-11-20,33,Unknown,Georgia Station,13-231-9991,AQS
2000-11-21,27,Unknown,Georgia Station,13-231-9991,AQS
2000-11-22,35,Unknown,Georgia Station,13-231-9991,AQS
2000-11-23,34,Unknown,Georgia Station,13-231-9991,AQS
2000-11-24,38,Unknown,Georgia Station,13-231-9991,AQS
2000-11-25,32,Unknown,Georgia Station,13-231-9991,AQS
2000-11-26,37,Unknown,Georgia Station,13-231-9991,AQS
2000-11-27,36,Unknown,Georgia Station,13-231-9991,AQS
2000-11-28,40,Unknown,Georgia Station,13-231-9991,AQS
2000-11-29,42,Unknown,Georgia Station,13-231-9991,AQS
2000-11-30,25,Unknown,Georgia Station,13-231-9991,AQS
2000-12-01,31,Unknown,Georgia Station,13-231-9991,AQS
2000-12-02,16,Unknown,Georgia Station,13-231-9991,AQS
2000-12-03,10,Unknown,Georgia Station,13-231-9991,AQS
2000-12-04,30,Unknown,Georgia Station,13-231-9991,AQS
2000-12-05,27,Unknown,Georgia Station,13-231-9991,AQS
2000-12-06,19,Unknown,Georgia Station,13-231-9991,AQS
2000-12-07,34,Unknown,Georgia Station,13-231-9991,AQS
2000-12-08,32,Unknown,Georgia Station,13-231-9991,AQS
2000-12-09,15,Unknown,Georgia Station,13-231-9991,AQS
2000-12-10,13,Unknown,Georgia Station,13-231-9991,AQS
2000-12-11,19,Unknown,Georgia Station,13-231-9991,AQS
2000-12-12,19,Unknown,Georgia Station,13-231-9991,AQS
2000-12-13,13,Unknown,Georgia Station,13-231-9991,AQS
2000-12-14,4,Unknown,Georgia Station,13-231-9991,AQS
2000-12-15,5,Unknown,Georgia Station,13-231-9991,AQS
2000-12-16,22,Unknown,Georgia Station,13-231-9991,AQS
2000-12-17,21,Unknown,Georgia Station,13-231-9991,AQS
2000-12-18,25,Unknown,Georgia Station,13-231-9991,AQS
2000-12-19,24,Unknown,Georgia Station,13-231-9991,AQS
2000-12-20,23,Unknown,Georgia Station,13-231-9991,AQS
2000-12-21,16,Unknown,Georgia Station,13-231-9991,AQS
2000-12-22,28,Unknown,Georgia Station,13-231-9991,AQS
2000-12-23,21,Unknown,Georgia Station,13-231-9991,AQS
2000-12-24,26,Unknown,Georgia Station,13-231-9991,AQS
2000-12-25,31,Unknown,Georgia Station,13-231-9991,AQS
2000-12-26,28,Unknown,Georgia Station,13-231-9991,AQS
2000-12-27,16,Unknown,Georgia Station,13-231-9991,AQS
2000-12-28,19,Unknown,Georgia Station,13-231-9991,AQS
2000-12-29,21,Unknown,Georgia Station,13-231-9991,AQS
2000-12-30,27,Unknown,Georgia Station,13-231-9991,AQS
2000-12-31,31,Unknown,Georgia Station,13-231-9991,AQS
2001-01-01,26,Unknown,Georgia Station,13-231-9991,AQS
2001-01-04,27,Unknown,Georgia Station,13-231-9991,AQS
2001-01-05,33,Unknown,Georgia Station,13-231-9991,AQS
2001-01-06,30,Unknown,Georgia Station,13-231-9991,AQS
2001-01-07,39,Unknown,Georgia Station,13-231-9991,AQS
2001-01-08,32,Unknown,Georgia Station,13-231-9991,AQS
2001-01-09,22,Unknown,Georgia Station,13-231-9991,AQS
2001-01-10,24,Unknown,Georgia Station,13-231-9991,AQS
2001-01-11,24,Unknown,Georgia Station,13-231-9991,AQS
2001-01-12,7,Unknown,Georgia Station,13-231-9991,AQS
2001-01-13,33,Unknown,Georgia Station,13-231-9991,AQS
2001-01-14,33,Unknown,Georgia Station,13-231-9991,AQS
2001-01-15,31,Unknown,Georgia Station,13-231-9991,AQS
2001-01-16,23,Unknown,Georgia Station,13-231-9991,AQS
2001-01-17,15,Unknown,Georgia Station,13-231-9991,AQS
2001-01-18,13,Unknown,Georgia Station,13-231-9991,AQS
2001-01-19,22,Unknown,Georgia Station,13-231-9991,AQS
2001-01-20,25,Unknown,Georgia Station,13-231-9991,AQS
2001-01-21,26,Unknown,Georgia Station,13-231-9991,AQS
2001-01-22,33,Unknown,Georgia Station,13-231-9991,AQS
2001-01-23,31,Unknown,Georgia Station,13-231-9991,AQS
2001-01-24,35,Unknown,Georgia Station,13-231-9991,AQS
2001-01-25,29,Unknown,Georgia Station,13-231-9991,AQS
2001-01-26,33,Unknown,Georgia Station,13-231-9991,AQS
2001-01-30,42,Unknown,Georgia Station,13-231-9991,AQS
2001-01-31,41,Unknown,Georgia Station,13-231-9991,AQS
2001-02-01,27,Unknown,Georgia Station,13-231-9991,AQS
2001-02-02,31,Unknown,Georgia Station,13-231-9991,AQS
2001-02-03,28,Unknown,Georgia Station,13-231-9991,AQS
2001-02-04,41,Unknown,Georgia Station,13-231-9991,AQS
2001-02-05,38,Unknown,Georgia Station,13-231-9991,AQS
2001-02-06,45,Unknown,Georgia Station,13-231-9991,AQS
2001-02-07,67,Unknown,Georgia Station,13-231-9991,AQS
2001-02-08,77,Unknown,Georgia Station,13-231-9991,AQS
2001-02-09,44,Unknown,Georgia Station,13-231-9991,AQS
2001-02-10,29,Unknown,Georgia Station,13-231-9991,AQS
2001-02-11,28,Unknown,Georgia Station,13-231-9991,AQS
2001-02-12,20,Unknown,Georgia Station,13-231-9991,AQS
2001-02-13,13,Unknown,Georgia Station,13-231-9991,AQS
2001-02-14,23,Unknown,Georgia Station,13-231-9991,AQS
2001-02-15,24,Unknown,Georgia Station,13-231-9991,AQS
2001-02-16,28,Unknown,Georgia Station,13-231-9991,AQS
2001-02-17,32,Unknown,Georgia Station,13-231-9991,AQS
2001-02-18,39,Unknown,Georgia Station,13-231-9991,AQS
2001-02-19,47,Unknown,Georgia Station,13-231-9991,AQS
2001-02-20,36,Unknown,Georgia Station,13-231-9991,AQS
2001-02-21,41,Unknown,Georgia Station,13-231-9991,AQS
2001-02-22,25,Unknown,Georgia Station,13-231-9991,AQS
2001-02-23,32,Unknown,Georgia Station,13-231-9991,AQS
2001-02-24,36,Unknown,Georgia Station,13-231-9991,AQS
2001-02-25,27,Unknown,Georgia Station,13-231-9991,AQS
2001-02-26,41,Unknown,Georgia Station,13-231-9991,AQS
2001-02-27,31,Unknown,Georgia Station,13-231-9991,AQS
2001-02-28,25,Unknown,Georgia Station,13-231-9991,AQS
2001-03-01,42,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2001-03-02,25,Unknown,Georgia Station,13-231-9991,AQS
2001-03-03,24,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2001-03-04,35,Unknown,"Yorkville, King Farm",13-223-0003,AQS
2001-03-05,39,Unknown,Georgia Station,13-231-9991,AQS
2001-03-06,42,Unknown,Newnan,13-077-0002,AQS
2001-03-07,41,Unknown,Georgia Station,13-231-9991,AQS
2001-03-08,64,Unknown,Dawsonville,13-085-0001,AQS
2001-03-09,43,Unknown,Dawsonville,13-085-0001,AQS
2001-03-10,43,Unknown,Dawsonville,13-085-0001,AQS
