STATION,NAME,DATE,TAVG,TMAX,TMIN,TOBS
US1GACB0016,"MARIETTA 8.3 NE, GA US",2010-01-05,,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2010-01-05,,,,
US1GADK0015,"AVONDALE ESTATES 0.9 NNE, GA US",2010-01-05,,,,
US1GADK0011,"NORTH ATLANTA 2.8 ESE, GA US",2010-01-05,,,,
USC00095404,"MABLETON 1 N, GA US",2010-01-05,,30,17,17
US1GACB0005,"SMYRNA 3.0 SSE, GA US",2010-01-05,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2010-01-06,,37,18,
US1GADK0013,"DECATUR 1.2 SE, GA US",2010-01-06,,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2010-01-06,,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2010-01-06,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2010-01-06,,38,19,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2010-01-06,,,,
US1GADK0011,"NORTH ATLANTA 2.8 ESE, GA US",2010-01-06,,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2010-01-06,,,,
US1GADK0017,"AVONDALE ESTATES 1.0 NE, GA US",2010-01-06,,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2010-01-06,,,,
US1GACB0005,"SMYRNA 3.0 SSE, GA US",2010-01-06,,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2010-01-06,,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2010-01-06,,,,
US1GADK0018,"DUNWOODY 1.1 NW, GA US",2010-01-06,,,,
USC00095404,"MABLETON 1 N, GA US",2010-01-06,,35,16,18
US1GADK0012,"LITHONIA 3.2 SW, GA US",2010-01-06,,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2010-01-06,,,,
USC00090444,"ATLANTA 9 NW, GA US",2010-01-06,,,,
US1GAFT0002,"NORTH ATLANTA 2.0 SW, GA US",2010-01-06,,,,
US1GADK0015,"AVONDALE ESTATES 0.9 NNE, GA US",2010-01-06,,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2010-01-06,,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2010-01-06,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2010-01-06,,38,19,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2010-01-06,,,,
US1GADK0008,"CLARKSTON 0.9 NE, GA US",2010-01-06,,,,
US1GADK0004,"NORTH ATLANTA 0.5 ESE, GA US",2010-01-06,,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2010-01-07,,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2010-01-07,,,,
US1GADK0017,"AVONDALE ESTATES 1.0 NE, GA US",2010-01-07,,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2010-01-07,,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2010-01-07,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2010-01-07,,40,24,
US1GADK0020,"TUCKER 4.1 SW, GA US",2010-01-07,,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2010-01-07,,,,
US1GACB0005,"SMYRNA 3.0 SSE, GA US",2010-01-07,,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2010-01-07,,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2010-01-07,,,,
US1GADK0015,"AVONDALE ESTATES 0.9 NNE, GA US",2010-01-07,,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2010-01-07,,,,
USC00095404,"MABLETON 1 N, GA US",2010-01-07,,39,18,22
US1GADK0011,"NORTH ATLANTA 2.8 ESE, GA US",2010-01-07,,,,
US1GADK0018,"DUNWOODY 1.1 NW, GA US",2010-01-07,,,,
USC00090444,"ATLANTA 9 NW, GA US",2010-01-07,,,,
US1GAFT0002,"NORTH ATLANTA 2.0 SW, GA US",2010-01-07,,,,
US1GADK0008,"CLARKSTON 0.9 NE, GA US",2010-01-07,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2010-01-07,,39,22,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2010-01-07,,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2010-01-07,,,,
US1GADK0004,"NORTH ATLANTA 0.5 ESE, GA US",2010-01-07,,,,
US1GADK0012,"LITHONIA 3.2 SW, GA US",2010-01-07,,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2010-01-07,,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2010-01-07,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2010-01-07,,38,22,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2010-01-08,,,,
US1GACB0005,"SMYRNA 3.0 SSE, GA US",2010-01-08,,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2010-01-08,,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2010-01-08,,,,
US1GAFT0002,"NORTH ATLANTA 2.0 SW, GA US",2010-01-08,,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2010-01-08,,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2010-01-08,,,,
USC00095404,"MABLETON 1 N, GA US",2010-01-08,,37,16,16
US1GADK0017,"AVONDALE ESTATES 1.0 NE, GA US",2010-01-08,,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2010-01-08,,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2010-01-08,,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2010-01-08,,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2010-01-08,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2010-01-08,,30,15,
US1GADK0008,"CLARKSTON 0.9 NE, GA US",2010-01-08,,,,
US1GADK0011,"NORTH ATLANTA 2.8 ESE, GA US",2010-01-08,,,,
USC00090444,"ATLANTA 9 NW, GA US",2010-01-08,,,,
US1GADK0015,"AVONDALE ESTATES 0.9 NNE, GA US",2010-01-08,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2010-01-08,,32,16,
US1GADK0018,"DUNWOODY 1.1 NW, GA US",2010-01-08,,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2010-01-08,,,,
US1GAGW0005,"LILBURN 0.8 SSE, GA US",2010-01-08,,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2010-01-08,,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2010-01-08,,,,
US1GADK0020,"TUCKER 4.1 SW, GA US",2010-01-08,,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2010-01-08,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2010-01-08,,31,16,
US1GADK0004,"NORTH ATLANTA 0.5 ESE, GA US",2010-01-08,,,,
US1GADK0011,"NORTH ATLANTA 2.8 ESE, GA US",2010-01-09,,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2010-01-09,,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2010-01-09,,,,
USC00090444,"ATLANTA 9 NW, GA US",2010-01-09,,,,
US1GADK0018,"DUNWOODY 1.1 NW, GA US",2010-01-09,,,,
US1GAFT0002,"NORTH ATLANTA 2.0 SW, GA US",2010-01-09,,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2010-01-09,,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2010-01-09,,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2010-01-09,,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2010-01-09,,,,
USC00095404,"MABLETON 1 N, GA US",2010-01-09,,27,12,12
US1GACB0005,"SMYRNA 3.0 SSE, GA US",2010-01-09,,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2010-01-09,,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2010-01-09,,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2010-01-09,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2010-01-09,,33,13,
US1GADK0013,"DECATUR 1.2 SE, GA US",2010-01-09,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2010-01-09,,32,12,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2010-01-09,,,,
US1GADK0004,"NORTH ATLANTA 0.5 ESE, GA US",2010-01-09,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2010-01-09,,32,13,
US1GADK0017,"AVONDALE ESTATES 1.0 NE, GA US",2010-01-09,,,,
US1GADK0015,"AVONDALE ESTATES 0.9 NNE, GA US",2010-01-09,,,,
US1GADK0008,"CLARKSTON 0.9 NE, GA US",2010-01-09,,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2010-01-09,,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2010-01-10,,,,
US1GADK0008,"CLARKSTON 0.9 NE, GA US",2010-01-10,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2010-01-10,,33,17,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2010-01-10,,,,
US1GACB0005,"SMYRNA 3.0 SSE, GA US",2010-01-10,,,,
US1GADK0011,"NORTH ATLANTA 2.8 ESE, GA US",2010-01-10,,,,
US1GADK0012,"LITHONIA 3.2 SW, GA US",2010-01-10,,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2010-01-10,,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2010-01-10,,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2010-01-10,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2010-01-10,,35,18,
US1GADK0018,"DUNWOODY 1.1 NW, GA US",2010-01-10,,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2010-01-10,,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2010-01-10,,,,
US1GADK0015,"AVONDALE ESTATES 0.9 NNE, GA US",2010-01-10,,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2010-01-10,,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2010-01-10,,,,
USC00090444,"ATLANTA 9 NW, GA US",2010-01-10,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2010-01-10,,34,17,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2010-01-10,,,,
USC00095404,"MABLETON 1 N, GA US",2010-01-10,,34,12,17
US1GACB0002,"SMYRNA 2.3 NE, GA US",2010-01-10,,,,
US1GAFT0002,"NORTH ATLANTA 2.0 SW, GA US",2010-01-10,,,,
US1GADK0004,"NORTH ATLANTA 0.5 ESE, GA US",2010-01-10,,,,
US1GADK0017,"AVONDALE ESTATES 1.0 NE, GA US",2010-01-10,,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2010-01-11,,,,
US1GADK0011,"NORTH ATLANTA 2.8 ESE, GA US",2010-01-11,,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2010-01-11,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2010-01-11,,45,19,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2010-01-11,,,,
US1GADK0008,"CLARKSTON 0.9 NE, GA US",2010-01-11,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2010-01-11,,43,17,
US1GADK0015,"AVONDALE ESTATES 0.9 NNE, GA US",2010-01-11,,,,
USC00095404,"MABLETON 1 N, GA US",2010-01-11,,36,16,16
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2010-01-11,,45,18,
US1GADK0012,"LITHONIA 3.2 SW, GA US",2010-01-11,,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2010-01-11,,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2010-01-11,,,,
USC00090444,"ATLANTA 9 NW, GA US",2010-01-11,,,,
US1GACB0005,"SMYRNA 3.0 SSE, GA US",2010-01-11,,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2010-01-11,,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2010-01-11,,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2010-01-11,,,,
US1GADK0020,"TUCKER 4.1 SW, GA US",2010-01-11,,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2010-01-11,,,,
US1GADK0018,"DUNWOODY 1.1 NW, GA US",2010-01-11,,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2010-01-11,,,,
US1GADK0017,"AVONDALE ESTATES 1.0 NE, GA US",2010-01-11,,,,
US1GADK0004,"NORTH ATLANTA 0.5 ESE, GA US",2010-01-11,,,,
US1GAFT0002,"NORTH ATLANTA 2.0 SW, GA US",2010-01-11,,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2010-01-11,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2010-01-12,,37,26,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2010-01-12,,37,26,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2010-01-12,,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2010-01-12,,,,
US1GADK0008,"CLARKSTON 0.9 NE, GA US",2010-01-12,,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2010-01-12,,,,
US1GADK0012,"LITHONIA 3.2 SW, GA US",2010-01-12,,,,
US1GADK0011,"NORTH ATLANTA 2.8 ESE, GA US",2010-01-12,,,,
US1GADK0018,"DUNWOODY 1.1 NW, GA US",2010-01-12,,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2010-01-12,,,,
US1GADK0015,"AVONDALE ESTATES 0.9 NNE, GA US",2010-01-12,,,,
US1GAFT0002,"NORTH ATLANTA 2.0 SW, GA US",2010-01-12,,,,
USC00090444,"ATLANTA 9 NW, GA US",2010-01-12,,,,
US1GADK0004,"NORTH ATLANTA 0.5 ESE, GA US",2010-01-12,,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2010-01-12,,,,
US1GADK0017,"AVONDALE ESTATES 1.0 NE, GA US",2010-01-12,,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2010-01-12,,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2010-01-12,,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2010-01-12,,,,
US1GACB0005,"SMYRNA 3.0 SSE, GA US",2010-01-12,,,,
US1GADK0020,"TUCKER 4.1 SW, GA US",2010-01-12,,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2010-01-12,,,,
USC00095404,"MABLETON 1 N, GA US",2010-01-12,,45,16,27
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2010-01-12,,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2010-01-12,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2010-01-12,,37,25,
US1GADK0020,"TUCKER 4.1 SW, GA US",2010-01-13,,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2010-01-13,,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2010-01-13,,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2010-01-13,,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2010-01-13,,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2010-01-13,,,,
US1GADK0018,"DUNWOODY 1.1 NW, GA US",2010-01-13,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2010-01-13,,50,21,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2010-01-13,,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2010-01-13,,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2010-01-13,,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2010-01-13,,,,
US1GADK0004,"NORTH ATLANTA 0.5 ESE, GA US",2010-01-13,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2010-01-13,,49,19,
US1GAFT0002,"NORTH ATLANTA 2.0 SW, GA US",2010-01-13,,,,
USC00090444,"ATLANTA 9 NW, GA US",2010-01-13,,,,
USC00095404,"MABLETON 1 N, GA US",2010-01-13,,37,20,20
US1GADK0015,"AVONDALE ESTATES 0.9 NNE, GA US",2010-01-13,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2010-01-13,,49,19,
US1GACB0005,"SMYRNA 3.0 SSE, GA US",2010-01-13,,,,
US1GADK0017,"AVONDALE ESTATES 1.0 NE, GA US",2010-01-13,,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2010-01-13,,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2010-01-13,,,,
US1GADK0012,"LITHONIA 3.2 SW, GA US",2010-01-13,,,,
US1GADK0011,"NORTH ATLANTA 2.8 ESE, GA US",2010-01-13,,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2010-01-13,,,,
US1GADK0008,"CLARKSTON 0.9 NE, GA US",2010-01-13,,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2010-01-14,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2010-01-14,,55,20,
US1GADK0020,"TUCKER 4.1 SW, GA US",2010-01-14,,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2010-01-14,,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2010-01-14,,,,
USC00095404,"MABLETON 1 N, GA US",2010-01-14,,50,19,22
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2010-01-14,,,,
