STATION,NAME,DATE,TAVG,TMAX,TMIN
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-04-23,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-04-23,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-04-23,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-04-23,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-04-23,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-04-23,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-04-23,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-04-23,,66.0,54.0
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-04-23,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-04-23,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-04-23,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-04-23,,66.0,53.0
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-04-23,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-04-23,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-04-23,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-04-23,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-04-23,,,
US1GADK0041,"DECATUR 2.6 NE, GA US",2020-04-23,,,
US1GADK0041,"DECATUR 2.6 NE, GA US",2020-04-24,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-04-24,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-04-24,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-04-24,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-04-24,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-04-24,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-04-24,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-04-24,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-04-24,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-04-24,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-04-24,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-04-24,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-04-24,,71.0,52.0
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-04-24,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-04-24,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-04-24,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-04-24,,72.0,54.0
USC00092753,"DORAVILLE 2 NNE, GA US",2020-04-24,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-04-24,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-04-24,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-04-24,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-04-24,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-04-24,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2020-04-24,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-04-24,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2020-04-24,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-04-24,,72.0,58.0
US1GAGW0061,"PEACHTREE CORNERS 0.9 NNW, GA US",2020-04-24,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-04-24,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-04-25,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-04-25,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-04-25,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-04-25,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-04-25,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-04-25,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-04-25,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-04-25,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-04-25,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-04-25,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-04-25,,80.0,55.0
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-04-25,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-04-25,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-04-25,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-04-25,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-04-25,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-04-25,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-04-25,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-04-25,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-04-25,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2020-04-25,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-04-25,,78.0,49.0
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-04-25,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-04-25,,80.0,51.0
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-04-25,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-04-26,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-04-26,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-04-26,,69.0,51.0
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-04-26,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-04-26,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-04-26,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-04-26,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-04-26,,68.0,51.0
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-04-26,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-04-26,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-04-26,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-04-26,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-04-26,,66.0,50.0
US1GADK0051,"TUCKER 0.6 N, GA US",2020-04-26,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-04-26,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2020-04-26,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-04-26,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-04-26,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-04-26,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-04-26,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-04-26,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-04-26,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-04-26,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-04-26,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-04-26,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-04-27,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-04-27,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-04-27,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-04-27,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-04-27,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-04-27,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-04-27,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-04-27,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-04-27,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-04-27,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-04-27,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-04-27,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-04-27,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-04-27,,73.0,46.0
US1GADK0032,"DECATUR 1.4 N, GA US",2020-04-27,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-04-27,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-04-27,,72.0,45.0
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-04-27,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-04-27,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-04-27,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-04-27,,71.0,44.0
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-04-27,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-04-27,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-04-27,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-04-28,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-04-28,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-04-28,,78.0,45.0
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-04-28,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-04-28,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-04-28,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-04-28,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-04-28,,80.0,46.0
US1GADK0032,"DECATUR 1.4 N, GA US",2020-04-28,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-04-28,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-04-28,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-04-28,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-04-28,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-04-28,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-04-28,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-04-28,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-04-28,,79.0,53.0
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-04-28,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-04-28,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-04-28,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-04-28,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-04-28,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-04-28,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-04-28,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-04-28,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-04-28,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-04-29,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-04-29,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-04-29,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-04-29,,70.0,53.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-04-29,,71.0,57.0
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-04-29,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-04-29,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-04-29,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-04-29,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-04-29,,71.0,55.0
US1GADK0002,"TUCKER 2.3 W, GA US",2020-04-29,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-04-29,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-04-29,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2020-04-29,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-04-29,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-04-29,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-04-29,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-04-29,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-04-29,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-04-29,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-04-29,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-04-29,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-04-29,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-04-29,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-04-29,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-04-29,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-04-30,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-04-30,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-04-30,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-04-30,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-04-30,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-04-30,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-04-30,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-04-30,,63.0,52.0
US1GAFT0062,"ATLANTA 2.8 SE, GA US",2020-04-30,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-04-30,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-04-30,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-04-30,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-04-30,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2020-04-30,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-04-30,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-04-30,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-04-30,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-04-30,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-04-30,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-04-30,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-04-30,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-04-30,,65.0,50.0
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-04-30,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2020-04-30,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-04-30,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-04-30,,62.0,48.0
US1GADK0041,"DECATUR 2.6 NE, GA US",2020-04-30,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-04-30,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-05-01,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-05-01,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-05-01,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-05-01,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-05-01,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-05-01,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2020-05-01,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-05-01,,75.0,48.0
US1GADK0002,"TUCKER 2.3 W, GA US",2020-05-01,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-05-01,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-05-01,,,
US1GAFT0062,"ATLANTA 2.8 SE, GA US",2020-05-01,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-05-01,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-05-01,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-05-01,,73.0,44.0
US1GAGW0061,"PEACHTREE CORNERS 0.9 NNW, GA US",2020-05-01,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-05-01,,,
US1GADK0050,"TUCKER 0.5 NW, GA US",2020-05-01,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-05-01,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-05-01,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-05-01,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-05-01,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-05-01,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-05-01,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-05-01,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-05-01,,74.0,45.0
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-05-01,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-05-01,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-05-01,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-05-02,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-05-02,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-05-02,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-05-02,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-05-02,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-05-02,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-05-02,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-05-02,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-05-02,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-05-02,,,
US1GAGW0061,"PEACHTREE CORNERS 0.9 NNW, GA US",2020-05-02,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-05-02,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-05-02,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-05-02,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-05-02,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-05-02,,82.0,52.0
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-05-02,,,
US1GAFT0062,"ATLANTA 2.8 SE, GA US",2020-05-02,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-05-02,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-05-02,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-05-02,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-05-02,,82.0,45.0
US1GADK0050,"TUCKER 0.5 NW, GA US",2020-05-02,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-05-02,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-05-02,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-05-02,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-05-02,,81.0,43.0
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-05-02,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-05-03,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-05-03,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-05-03,,84.0,51.0
US1GAGW0061,"PEACHTREE CORNERS 0.9 NNW, GA US",2020-05-03,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-05-03,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-05-03,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-05-03,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-05-03,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-05-03,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-05-03,,,
US1GADK0050,"TUCKER 0.5 NW, GA US",2020-05-03,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-05-03,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-05-03,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-05-03,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-05-03,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-05-03,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-05-03,,85.0,58.0
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-05-03,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-05-03,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-05-03,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-05-03,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-05-03,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-05-03,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-05-03,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-05-03,,,
US1GAFT0062,"ATLANTA 2.8 SE, GA US",2020-05-03,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-05-03,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-05-03,,85.0,52.0
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-05-04,,85.0,58.0
US1GADK0050,"TUCKER 0.5 NW, GA US",2020-05-04,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-05-04,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-05-04,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-05-04,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-05-04,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-05-04,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-05-04,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-05-04,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-05-04,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-05-04,,,
US1GAFT0062,"ATLANTA 2.8 SE, GA US",2020-05-04,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-05-04,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-05-04,,86.0,61.0
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-05-04,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-05-04,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-05-04,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-05-04,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-05-04,,84.0,57.0
US1GAGW0061,"PEACHTREE CORNERS 0.9 NNW, GA US",2020-05-04,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-05-04,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-05-04,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-05-04,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-05-04,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-05-04,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-05-04,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-05-04,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-05-04,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-05-05,,,
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-05-05,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2020-05-05,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2020-05-05,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-05-05,,84.0,66.0
US1GAFT0005,"ATLANTA 3.7 N, GA US",2020-05-05,,,
US1GAGW0061,"PEACHTREE CORNERS 0.9 NNW, GA US",2020-05-05,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2020-05-05,,,
US1GADK0050,"TUCKER 0.5 NW, GA US",2020-05-05,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-05-05,,,
US1GACN0008,"MORROW 1.3 N, GA US",2020-05-05,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-05-05,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2020-05-05,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2020-05-05,,83.0,64.0
US1GAFT0062,"ATLANTA 2.8 SE, GA US",2020-05-05,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-05-05,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-05-05,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-05-05,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2020-05-05,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-05-05,,82.0,61.0
US1GADK0013,"DECATUR 1.2 SE, GA US",2020-05-05,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-05-05,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2020-05-05,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-05-05,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2020-05-05,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2020-05-05,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2020-05-05,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2020-05-06,,,
US1GAGW0061,"PEACHTREE CORNERS 0.9 NNW, GA US",2020-05-06,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2020-05-06,,,
US1GAFT0019,"EAST POINT 6.3 WNW, GA US",2020-05-06,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2020-05-06,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2020-05-06,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2020-05-06,,74.0,49.0
US1GAFT0057,"ATLANTA 2.3 SE, GA US",2020-05-06,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2020-05-06,,71.0,46.0
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2020-05-06,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2020-05-06,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2020-05-06,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2020-05-06,,,
