Date,Carbon Monoxide AQI Value,Main Pollutant,Site Name,Site ID,Source
2021-01-27,7,Unknown,Anaheim Near-Road,06-059-0008,AQS
2021-01-28,11,Unknown,Compton,06-037-1302,AQS
2021-01-29,9,Unknown,Compton,06-037-1302,AQS
2021-01-30,13,Unknown,Compton,06-037-1302,AQS
2021-01-31,13,Unknown,Reseda,06-037-1201,AQS
2021-02-01,13,Unknown,Anaheim Near-Road,06-059-0008,AQS
2021-02-02,13,Unknown,Pomona,06-037-1701,AQS
2021-02-03,10,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
2021-02-04,7,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
2021-02-05,13,Unknown,Compton,06-037-1302,AQS
2021-02-06,24,Unknown,Compton,06-037-1302,AQS
2021-02-07,22,Unknown,Compton,06-037-1302,AQS
2021-02-08,11,Unknown,Reseda,06-037-1201,AQS
2021-02-09,8,Unknown,Anaheim Near-Road,06-059-0008,AQS
2021-02-10,9,Unknown,Anaheim Near-Road,06-059-0008,AQS
2021-02-11,18,Unknown,Compton,06-037-1302,AQS
2021-02-12,8,Unknown,Anaheim Near-Road,06-059-0008,AQS
2021-02-13,9,Unknown,Reseda,06-037-1201,AQS
