"Date","Ozone AQI Value","Main Pollutant","Site Name","Site ID","Source"
"03/23/2000","46","","REINHARDT COLLEGE, SAMUEL C. DOBBS BUILDING","13-057-0001","AQS"
"03/24/2000","51","","Dawsonville","13-085-0001","AQS"
"03/25/2000","67","","Georgia Station","13-231-9991","AQS"
"03/26/2000","67","","Georgia Station","13-231-9991","AQS"
"03/27/2000","44","","Yorkville, King Farm","13-223-0003","AQS"
"03/28/2000","71","","Douglasville","13-097-0004","AQS"
"03/29/2000","49","","Georgia Station","13-231-9991","AQS"
"03/30/2000","41","","Georgia Station","13-231-9991","AQS"
"03/31/2000","54","","DOT STORAGE FACILITY","13-113-0001","AQS"
"04/01/2000","90","","DOT STORAGE FACILITY","13-113-0001","AQS"
"04/02/2000","38","","Georgia Station","13-231-9991","AQS"
"04/03/2000","36","","Yorkville, King Farm","13-223-0003","AQS"
"04/04/2000","45","","Douglasville","13-097-0004","AQS"
"04/05/2000","61","","Douglasville","13-097-0004","AQS"
"04/06/2000","112","","Dawsonville","13-085-0001","AQS"
"04/07/2000","49","","Dawsonville","13-085-0001","AQS"
"04/08/2000","37","","Georgia Station","13-231-9991","AQS"
"04/09/2000","46","","Douglasville","13-097-0004","AQS"
"04/10/2000","54","","Yorkville, King Farm","13-223-0003","AQS"
"04/11/2000","80","","Georgia Station","13-231-9991","AQS"
"04/12/2000","49","","Georgia Station","13-231-9991","AQS"
"04/13/2000","33","","Dawsonville","13-085-0001","AQS"
"04/14/2000","31","","Dawsonville","13-085-0001","AQS"
"04/15/2000","35","","Dawsonville","13-085-0001","AQS"
"04/16/2000","51","","Dawsonville","13-085-0001","AQS"
"04/17/2000","48","","DOT STORAGE FACILITY","13-113-0001","AQS"
"04/18/2000","49","","Georgia Station","13-231-9991","AQS"
"04/19/2000","80","","Dawsonville","13-085-0001","AQS"
"04/20/2000","93","","Dawsonville","13-085-0001","AQS"
"04/21/2000","44","","Georgia Station","13-231-9991","AQS"
"04/22/2000","61","","Douglasville","13-097-0004","AQS"
"04/23/2000","49","","Dawsonville","13-085-0001","AQS"
"04/24/2000","42","","Georgia Station","13-231-9991","AQS"
"04/25/2000","40","","Douglasville","13-097-0004","AQS"
"04/26/2000","93","","Douglasville","13-097-0004","AQS"
"04/27/2000","119","","Yorkville, King Farm","13-223-0003","AQS"
"04/28/2000","64","","Dawsonville","13-085-0001","AQS"
"04/29/2000","115","","Douglasville","13-097-0004","AQS"
"04/30/2000","147","","Tucker-Idlewood Road","13-089-3001","AQS"
"05/01/2000","122","","Dawsonville","13-085-0001","AQS"
"05/02/2000","126","","McDonough","13-151-0002","AQS"
"05/03/2000","97","","Dawsonville","13-085-0001","AQS"
"05/04/2000","77","","Yorkville, King Farm","13-223-0003","AQS"
"05/05/2000","108","","Yorkville, King Farm","13-223-0003","AQS"
"05/06/2000","100","","Dawsonville","13-085-0001","AQS"
"05/07/2000","105","","Gwinnett","13-135-0002","AQS"
"05/08/2000","108","","Dawsonville","13-085-0001","AQS"
"05/09/2000","90","","Dawsonville","13-085-0001","AQS"
"05/10/2000","54","","Yorkville, King Farm","13-223-0003","AQS"
"05/11/2000","100","","Dawsonville","13-085-0001","AQS"
"05/12/2000","58","","Dawsonville","13-085-0001","AQS"
"05/13/2000","84","","Gwinnett","13-135-0002","AQS"
"05/14/2000","133","","McDonough","13-151-0002","AQS"
"05/15/2000","122","","Newnan","13-077-0002","AQS"
"05/16/2000","136","","Dawsonville","13-085-0001","AQS"
"05/17/2000","119","","Tucker-Idlewood Road","13-089-3001","AQS"
"05/18/2000","133","","Dawsonville","13-085-0001","AQS"
"05/19/2000","77","","Dawsonville","13-085-0001","AQS"
"05/20/2000","74","","Gwinnett","13-135-0002","AQS"
"05/21/2000","46","","Gwinnett","13-135-0002","AQS"
"05/22/2000","80","","Gwinnett","13-135-0002","AQS"
"05/23/2000","84","","Yorkville, King Farm","13-223-0003","AQS"
"05/24/2000","74","","Dawsonville","13-085-0001","AQS"
"05/25/2000","45","","Douglasville","13-097-0004","AQS"
"05/26/2000","97","","Gwinnett","13-135-0002","AQS"
"05/27/2000","44","","Tucker-Idlewood Road","13-089-3001","AQS"
"05/28/2000","61","","McDonough","13-151-0002","AQS"
"05/29/2000","58","","McDonough","13-151-0002","AQS"
"05/30/2000","115","","Douglasville","13-097-0004","AQS"
"05/31/2000","174","","Douglasville","13-097-0004","AQS"
"06/01/2000","217","","Tucker-Idlewood Road","13-089-3001","AQS"
"06/02/2000","192","","Tucker-Idlewood Road","13-089-3001","AQS"
"06/03/2000","161","","McDonough","13-151-0002","AQS"
"06/04/2000","51","","McDonough","13-151-0002","AQS"
"06/05/2000","38","","Yorkville, King Farm","13-223-0003","AQS"
"06/06/2000","67","","Georgia Station","13-231-9991","AQS"
"06/07/2000","126","","Yorkville, King Farm","13-223-0003","AQS"
"06/08/2000","169","","Kennesaw","13-067-0003","AQS"
"06/09/2000","203","","Kennesaw","13-067-0003","AQS"
"06/10/2000","202","","Kennesaw","13-067-0003","AQS"
"06/11/2000","200","","Kennesaw","13-067-0003","AQS"
"06/12/2000","156","","Kennesaw","13-067-0003","AQS"
"06/13/2000","101","","Dawsonville","13-085-0001","AQS"
"06/14/2000","115","","Gwinnett","13-135-0002","AQS"
"06/15/2000","67","","Dawsonville","13-085-0001","AQS"
"06/16/2000","32","","Dawsonville","13-085-0001","AQS"
"06/17/2000","44","","Dawsonville","13-085-0001","AQS"
"06/18/2000","54","","Gwinnett","13-135-0002","AQS"
"06/19/2000","44","","DOT STORAGE FACILITY","13-113-0001","AQS"
"06/20/2000","51","","DOT STORAGE FACILITY","13-113-0001","AQS"
"06/21/2000","93","","Tucker-Idlewood Road","13-089-3001","AQS"
"06/22/2000","47","","Tucker-Idlewood Road","13-089-3001","AQS"
"06/23/2000","174","","Newnan","13-077-0002","AQS"
"06/24/2000","179","","Kennesaw","13-067-0003","AQS"
"06/25/2000","71","","Yorkville, King Farm","13-223-0003","AQS"
"06/26/2000","143","","Gwinnett","13-135-0002","AQS"
"06/27/2000","90","","Dawsonville","13-085-0001","AQS"
"06/28/2000","35","","Douglasville","13-097-0004","AQS"
"06/29/2000","43","","Douglasville","13-097-0004","AQS"
"06/30/2000","187","","DOT STORAGE FACILITY","13-113-0001","AQS"
"07/01/2000","206","","McDonough","13-151-0002","AQS"
"07/02/2000","185","","Kennesaw","13-067-0003","AQS"
"07/03/2000","195","","Tucker-Idlewood Road","13-089-3001","AQS"
"07/04/2000","154","","McDonough","13-151-0002","AQS"
"07/05/2000","101","","McDonough","13-151-0002","AQS"
"07/06/2000","161","","McDonough","13-151-0002","AQS"
"07/07/2000","182","","DOT STORAGE FACILITY","13-113-0001","AQS"
"07/08/2000","150","","Yorkville, King Farm","13-223-0003","AQS"
"07/09/2000","115","","Tucker-Idlewood Road","13-089-3001","AQS"
"07/10/2000","119","","United Avenue","13-121-0055","AQS"
"07/11/2000","136","","Tucker-Idlewood Road","13-089-3001","AQS"
"07/12/2000","122","","Kennesaw","13-067-0003","AQS"
"07/13/2000","206","","McDonough","13-151-0002","AQS"
"07/14/2000","169","","McDonough","13-151-0002","AQS"
"07/15/2000","119","","McDonough","13-151-0002","AQS"
"07/16/2000","151","","McDonough","13-151-0002","AQS"
"07/17/2000","169","","McDonough","13-151-0002","AQS"
"07/18/2000","218","","McDonough","13-151-0002","AQS"
"07/19/2000","151","","DOT STORAGE FACILITY","13-113-0001","AQS"
"07/20/2000","143","","McDonough","13-151-0002","AQS"
"07/21/2000","166","","McDonough","13-151-0002","AQS"
"07/22/2000","164","","South DeKalb","13-089-0002","AQS"
"07/23/2000","97","","Douglasville","13-097-0004","AQS"
"07/24/2000","126","","Douglasville","13-097-0004","AQS"
"07/25/2000","44","","Georgia Station","13-231-9991","AQS"
"07/26/2000","140","","Yorkville, King Farm","13-223-0003","AQS"
"07/27/2000","205","","Kennesaw","13-067-0003","AQS"
"07/28/2000","208","","United Avenue","13-121-0055","AQS"
"07/29/2000","105","","Dawsonville","13-085-0001","AQS"
"07/30/2000","87","","Gwinnett","13-135-0002","AQS"
"07/31/2000","40","","Gwinnett","13-135-0002","AQS"
"08/01/2000","41","","Gwinnett","13-135-0002","AQS"
"08/02/2000","35","","Gwinnett","13-135-0002","AQS"
"08/03/2000","58","","Kennesaw","13-067-0003","AQS"
"08/04/2000","93","","Douglasville","13-097-0004","AQS"
"08/05/2000","161","","United Avenue","13-121-0055","AQS"
"08/06/2000","164","","Gwinnett","13-135-0002","AQS"
"08/07/2000","108","","Dawsonville","13-085-0001","AQS"
"08/08/2000","90","","Gwinnett","13-135-0002","AQS"
"08/09/2000","133","","McDonough","13-151-0002","AQS"
"08/10/2000","216","","United Avenue","13-121-0055","AQS"
"08/11/2000","129","","Conyers","13-247-0001","AQS"
"08/12/2000","140","","Georgia Station","13-231-9991","AQS"
"08/13/2000","150","","Newnan","13-077-0002","AQS"
"08/14/2000","192","","Conyers","13-247-0001","AQS"
"08/15/2000","206","","Georgia Station","13-231-9991","AQS"
"08/16/2000","234","","DOT STORAGE FACILITY","13-113-0001","AQS"
"08/17/2000","235","","McDonough","13-151-0002","AQS"
"08/18/2000","177","","Conyers","13-247-0001","AQS"
"08/19/2000","210","","United Avenue","13-121-0055","AQS"
"08/20/2000","112","","Douglasville","13-097-0004","AQS"
"08/21/2000","45","","Gwinnett","13-135-0002","AQS"
"08/22/2000","159","","Yorkville, King Farm","13-223-0003","AQS"
"08/23/2000","161","","United Avenue","13-121-0055","AQS"
"08/24/2000","174","","Conyers","13-247-0001","AQS"
"08/25/2000","140","","Conyers","13-247-0001","AQS"
"08/26/2000","185","","Conyers","13-247-0001","AQS"
"08/27/2000","50","","Georgia Station","13-231-9991","AQS"
"08/28/2000","166","","Conyers","13-247-0001","AQS"
"08/29/2000","174","","Newnan","13-077-0002","AQS"
"08/30/2000","101","","Newnan","13-077-0002","AQS"
"08/31/2000","38","","Yorkville, King Farm","13-223-0003","AQS"
"09/01/2000","43","","Yorkville, King Farm","13-223-0003","AQS"
"09/02/2000","49","","Douglasville","13-097-0004","AQS"
"09/03/2000","45","","Douglasville","13-097-0004","AQS"
"09/04/2000","71","","DOT STORAGE FACILITY","13-113-0001","AQS"
"09/05/2000","50","","Yorkville, King Farm","13-223-0003","AQS"
"09/06/2000","28","","Dawsonville","13-085-0001","AQS"
"09/07/2000","24","","Tucker-Idlewood Road","13-089-3001","AQS"
"09/08/2000","35","","Gwinnett","13-135-0002","AQS"
"09/09/2000","44","","Yorkville, King Farm","13-223-0003","AQS"
"09/10/2000","74","","Yorkville, King Farm","13-223-0003","AQS"
"09/11/2000","49","","DOT STORAGE FACILITY","13-113-0001","AQS"
"09/12/2000","108","","Tucker-Idlewood Road","13-089-3001","AQS"
"09/13/2000","80","","Conyers","13-247-0001","AQS"
"09/14/2000","84","","Gwinnett","13-135-0002","AQS"
"09/15/2000","90","","Georgia Station","13-231-9991","AQS"
"09/16/2000","67","","Georgia Station","13-231-9991","AQS"
"09/17/2000","50","","Yorkville, King Farm","13-223-0003","AQS"
"09/18/2000","43","","Douglasville","13-097-0004","AQS"
"09/19/2000","147","","Dawsonville","13-085-0001","AQS"
"09/20/2000","39","","Dawsonville","13-085-0001","AQS"
"09/21/2000","24","","Georgia Station","13-231-9991","AQS"
"09/22/2000","22","","Dawsonville","13-085-0001","AQS"
"09/23/2000","30","","Dawsonville","13-085-0001","AQS"
"09/24/2000","33","","Tucker-Idlewood Road","13-089-3001","AQS"
"09/25/2000","29","","Douglasville","13-097-0004","AQS"
"09/26/2000","37","","Yorkville, King Farm","13-223-0003","AQS"
"09/27/2000","43","","Georgia Station","13-231-9991","AQS"
"09/28/2000","67","","Georgia Station","13-231-9991","AQS"
"09/29/2000","77","","Yorkville, King Farm","13-223-0003","AQS"
"09/30/2000","47","","Yorkville, King Farm","13-223-0003","AQS"
"10/01/2000","45","","Douglasville","13-097-0004","AQS"
"10/02/2000","50","","Newnan","13-077-0002","AQS"
"10/03/2000","100","","Douglasville","13-097-0004","AQS"
"10/04/2000","101","","Kennesaw","13-067-0003","AQS"
"10/05/2000","93","","Dawsonville","13-085-0001","AQS"
"10/06/2000","33","","Yorkville, King Farm","13-223-0003","AQS"
"10/07/2000","35","","Newnan","13-077-0002","AQS"
"10/08/2000","28","","Georgia Station","13-231-9991","AQS"
"10/09/2000","29","","Dawsonville","13-085-0001","AQS"
"10/10/2000","36","","Dawsonville","13-085-0001","AQS"
"10/11/2000","45","","Dawsonville","13-085-0001","AQS"
"10/12/2000","74","","Georgia Station","13-231-9991","AQS"
"10/13/2000","90","","Georgia Station","13-231-9991","AQS"
"10/14/2000","108","","Douglasville","13-097-0004","AQS"
"10/15/2000","97","","Douglasville","13-097-0004","AQS"
"10/16/2000","115","","Georgia Station","13-231-9991","AQS"
"10/17/2000","115","","Georgia Station","13-231-9991","AQS"
"10/18/2000","93","","Georgia Station","13-231-9991","AQS"
"10/19/2000","50","","Dawsonville","13-085-0001","AQS"
"10/20/2000","71","","Georgia Station","13-231-9991","AQS"
"10/21/2000","84","","Dawsonville","13-085-0001","AQS"
"10/22/2000","77","","Dawsonville","13-085-0001","AQS"
"10/23/2000","101","","Dawsonville","13-085-0001","AQS"
"10/24/2000","108","","Dawsonville","13-085-0001","AQS"
"10/25/2000","115","","Yorkville, King Farm","13-223-0003","AQS"
"10/26/2000","97","","Yorkville, King Farm","13-223-0003","AQS"
"10/27/2000","122","","Douglasville","13-097-0004","AQS"
"10/28/2000","97","","Conyers","13-247-0001","AQS"
"10/29/2000","50","","Georgia Station","13-231-9991","AQS"
"10/30/2000","93","","Georgia Station","13-231-9991","AQS"
"10/31/2000","90","","Georgia Station","13-231-9991","AQS"
"11/01/2000","84","","Georgia Station","13-231-9991","AQS"
"11/02/2000","90","","Georgia Station","13-231-9991","AQS"
"11/03/2000","77","","Georgia Station","13-231-9991","AQS"
"11/04/2000","37","","Georgia Station","13-231-9991","AQS"
"11/05/2000","34","","Georgia Station","13-231-9991","AQS"
"11/06/2000","31","","Georgia Station","13-231-9991","AQS"
"11/07/2000","28","","Georgia Station","13-231-9991","AQS"
"11/08/2000","30","","Georgia Station","13-231-9991","AQS"
"11/09/2000","30","","Georgia Station","13-231-9991","AQS"
"11/10/2000","19","","Georgia Station","13-231-9991","AQS"
"11/11/2000","24","","Georgia Station","13-231-9991","AQS"
"11/12/2000","41","","Georgia Station","13-231-9991","AQS"
"11/13/2000","34","","Georgia Station","13-231-9991","AQS"
"11/14/2000","33","","Georgia Station","13-231-9991","AQS"
"11/15/2000","28","","Georgia Station","13-231-9991","AQS"
"11/16/2000","29","","Georgia Station","13-231-9991","AQS"
"11/17/2000","23","","Georgia Station","13-231-9991","AQS"
"11/18/2000","11","","Georgia Station","13-231-9991","AQS"
"11/19/2000","18","","Georgia Station","13-231-9991","AQS"
"11/20/2000","33","","Georgia Station","13-231-9991","AQS"
"11/21/2000","27","","Georgia Station","13-231-9991","AQS"
"11/22/2000","35","","Georgia Station","13-231-9991","AQS"
"11/23/2000","34","","Georgia Station","13-231-9991","AQS"
"11/24/2000","38","","Georgia Station","13-231-9991","AQS"
"11/25/2000","32","","Georgia Station","13-231-9991","AQS"
"11/26/2000","37","","Georgia Station","13-231-9991","AQS"
"11/27/2000","36","","Georgia Station","13-231-9991","AQS"
"11/28/2000","40","","Georgia Station","13-231-9991","AQS"
"11/29/2000","42","","Georgia Station","13-231-9991","AQS"
"11/30/2000","25","","Georgia Station","13-231-9991","AQS"
"12/01/2000","31","","Georgia Station","13-231-9991","AQS"
"12/02/2000","16","","Georgia Station","13-231-9991","AQS"
"12/03/2000","10","","Georgia Station","13-231-9991","AQS"
"12/04/2000","30","","Georgia Station","13-231-9991","AQS"
"12/05/2000","27","","Georgia Station","13-231-9991","AQS"
"12/06/2000","19","","Georgia Station","13-231-9991","AQS"
"12/07/2000","34","","Georgia Station","13-231-9991","AQS"
"12/08/2000","32","","Georgia Station","13-231-9991","AQS"
"12/09/2000","15","","Georgia Station","13-231-9991","AQS"
"12/10/2000","13","","Georgia Station","13-231-9991","AQS"
"12/11/2000","19","","Georgia Station","13-231-9991","AQS"
"12/12/2000","19","","Georgia Station","13-231-9991","AQS"
"12/13/2000","13","","Georgia Station","13-231-9991","AQS"
"12/14/2000","4","","Georgia Station","13-231-9991","AQS"
"12/15/2000","5","","Georgia Station","13-231-9991","AQS"
"12/16/2000","22","","Georgia Station","13-231-9991","AQS"
"12/17/2000","21","","Georgia Station","13-231-9991","AQS"
"12/18/2000","25","","Georgia Station","13-231-9991","AQS"
"12/19/2000","24","","Georgia Station","13-231-9991","AQS"
"12/20/2000","23","","Georgia Station","13-231-9991","AQS"
"12/21/2000","16","","Georgia Station","13-231-9991","AQS"
"12/22/2000","28","","Georgia Station","13-231-9991","AQS"
"12/23/2000","21","","Georgia Station","13-231-9991","AQS"
"12/24/2000","26","","Georgia Station","13-231-9991","AQS"
"12/25/2000","31","","Georgia Station","13-231-9991","AQS"
"12/26/2000","28","","Georgia Station","13-231-9991","AQS"
"12/27/2000","16","","Georgia Station","13-231-9991","AQS"
"12/28/2000","19","","Georgia Station","13-231-9991","AQS"
"12/29/2000","21","","Georgia Station","13-231-9991","AQS"
"12/30/2000","27","","Georgia Station","13-231-9991","AQS"
"12/31/2000","31","","Georgia Station","13-231-9991","AQS"
"01/01/2001","26","","Georgia Station","13-231-9991","AQS"
"01/04/2001","27","","Georgia Station","13-231-9991","AQS"
"01/05/2001","33","","Georgia Station","13-231-9991","AQS"
"01/06/2001","30","","Georgia Station","13-231-9991","AQS"
"01/07/2001","39","","Georgia Station","13-231-9991","AQS"
"01/08/2001","32","","Georgia Station","13-231-9991","AQS"
"01/09/2001","22","","Georgia Station","13-231-9991","AQS"
"01/10/2001","24","","Georgia Station","13-231-9991","AQS"
"01/11/2001","24","","Georgia Station","13-231-9991","AQS"
"01/12/2001","7","","Georgia Station","13-231-9991","AQS"
"01/13/2001","33","","Georgia Station","13-231-9991","AQS"
"01/14/2001","33","","Georgia Station","13-231-9991","AQS"
"01/15/2001","31","","Georgia Station","13-231-9991","AQS"
"01/16/2001","23","","Georgia Station","13-231-9991","AQS"
"01/17/2001","15","","Georgia Station","13-231-9991","AQS"
"01/18/2001","13","","Georgia Station","13-231-9991","AQS"
"01/19/2001","22","","Georgia Station","13-231-9991","AQS"
"01/20/2001","25","","Georgia Station","13-231-9991","AQS"
"01/21/2001","26","","Georgia Station","13-231-9991","AQS"
"01/22/2001","33","","Georgia Station","13-231-9991","AQS"
"01/23/2001","31","","Georgia Station","13-231-9991","AQS"
"01/24/2001","35","","Georgia Station","13-231-9991","AQS"
"01/25/2001","29","","Georgia Station","13-231-9991","AQS"
"01/26/2001","33","","Georgia Station","13-231-9991","AQS"
"01/30/2001","42","","Georgia Station","13-231-9991","AQS"
"01/31/2001","41","","Georgia Station","13-231-9991","AQS"
"02/01/2001","27","","Georgia Station","13-231-9991","AQS"
"02/02/2001","31","","Georgia Station","13-231-9991","AQS"
"02/03/2001","28","","Georgia Station","13-231-9991","AQS"
"02/04/2001","41","","Georgia Station","13-231-9991","AQS"
"02/05/2001","38","","Georgia Station","13-231-9991","AQS"
"02/06/2001","45","","Georgia Station","13-231-9991","AQS"
"02/07/2001","67","","Georgia Station","13-231-9991","AQS"
"02/08/2001","77","","Georgia Station","13-231-9991","AQS"
"02/09/2001","44","","Georgia Station","13-231-9991","AQS"
"02/10/2001","29","","Georgia Station","13-231-9991","AQS"
"02/11/2001","28","","Georgia Station","13-231-9991","AQS"
"02/12/2001","20","","Georgia Station","13-231-9991","AQS"
"02/13/2001","13","","Georgia Station","13-231-9991","AQS"
"02/14/2001","23","","Georgia Station","13-231-9991","AQS"
"02/15/2001","24","","Georgia Station","13-231-9991","AQS"
"02/16/2001","28","","Georgia Station","13-231-9991","AQS"
"02/17/2001","32","","Georgia Station","13-231-9991","AQS"
"02/18/2001","39","","Georgia Station","13-231-9991","AQS"
"02/19/2001","47","","Georgia Station","13-231-9991","AQS"
"02/20/2001","36","","Georgia Station","13-231-9991","AQS"
"02/21/2001","41","","Georgia Station","13-231-9991","AQS"
"02/22/2001","25","","Georgia Station","13-231-9991","AQS"
"02/23/2001","32","","Georgia Station","13-231-9991","AQS"
"02/24/2001","36","","Georgia Station","13-231-9991","AQS"
"02/25/2001","27","","Georgia Station","13-231-9991","AQS"
"02/26/2001","41","","Georgia Station","13-231-9991","AQS"
"02/27/2001","31","","Georgia Station","13-231-9991","AQS"
"02/28/2001","25","","Georgia Station","13-231-9991","AQS"
"03/01/2001","42","","Yorkville, King Farm","13-223-0003","AQS"
"03/02/2001","25","","Georgia Station","13-231-9991","AQS"
"03/03/2001","24","","Yorkville, King Farm","13-223-0003","AQS"
"03/04/2001","35","","Yorkville, King Farm","13-223-0003","AQS"
"03/05/2001","39","","Georgia Station","13-231-9991","AQS"
"03/06/2001","42","","Newnan","13-077-0002","AQS"
"03/07/2001","41","","Georgia Station","13-231-9991","AQS"
"03/08/2001","64","","Dawsonville","13-085-0001","AQS"
"03/09/2001","43","","Dawsonville","13-085-0001","AQS"
"03/10/2001","43","","Dawsonville","13-085-0001","AQS"
"03/11/2001","67","","Dawsonville","13-085-0001","AQS"
"03/12/2001","39","","Georgia Station","13-231-9991","AQS"
"03/13/2001","48","","Dawsonville","13-085-0001","AQS"
"03/14/2001","46","","Dawsonville","13-085-0001","AQS"
"03/15/2001","44","","Georgia Station","13-231-9991","AQS"
"03/16/2001","47","","Georgia Station","13-231-9991","AQS"
"03/17/2001","44","","Newnan","13-077-0002","AQS"
"03/18/2001","46","","Dawsonville","13-085-0001","AQS"
"03/19/2001","45","","Dawsonville","13-085-0001","AQS"
"03/20/2001","42","","Dawsonville","13-085-0001","AQS"
"03/21/2001","31","","Newnan","13-077-0002","AQS"
"03/22/2001","49","","Dawsonville","13-085-0001","AQS"
"03/23/2001","58","","Dawsonville","13-085-0001","AQS"
"03/24/2001","93","","Yorkville, King Farm","13-223-0003","AQS"
"03/25/2001","50","","Dawsonville","13-085-0001","AQS"
"03/26/2001","44","","Dawsonville","13-085-0001","AQS"
"03/27/2001","46","","Dawsonville","13-085-0001","AQS"
"03/28/2001","49","","Dawsonville","13-085-0001","AQS"
"03/29/2001","38","","Dawsonville","13-085-0001","AQS"
"03/30/2001","34","","Georgia Station","13-231-9991","AQS"
"03/31/2001","42","","Georgia Station","13-231-9991","AQS"
"04/01/2001","46","","Georgia Station","13-231-9991","AQS"
"04/02/2001","64","","Georgia Station","13-231-9991","AQS"
"04/03/2001","46","","Georgia Station","13-231-9991","AQS"
"04/04/2001","46","","Dawsonville","13-085-0001","AQS"
"04/05/2001","48","","Georgia Station","13-231-9991","AQS"
"04/06/2001","45","","Dawsonville","13-085-0001","AQS"
"04/07/2001","54","","Dawsonville","13-085-0001","AQS"
"04/08/2001","49","","Dawsonville","13-085-0001","AQS"
