"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"02/01/2007","67","","E. Rivers School","13-121-0032","AQS"
"02/02/2007","66","","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"02/03/2007","57","","South DeKalb","13-089-0002","AQS"
"02/04/2007","57","","E. Rivers School","13-121-0032","AQS"
"02/05/2007","46","","Forest Park","13-063-0091","AQS"
"02/06/2007","54","","United Avenue","13-121-0055","AQS"
"02/07/2007","70","","United Avenue","13-121-0055","AQS"
"02/08/2007","59","","Yorkville, King Farm","13-223-0003","AQS"
"02/09/2007","53","","South DeKalb","13-089-0002","AQS"
"02/10/2007","53","","E. Rivers School","13-121-0032","AQS"
"02/11/2007","59","","Doraville","13-089-2001","AQS"
"02/12/2007","64","","E. Rivers School","13-121-0032","AQS"
"02/13/2007","76","","United Avenue","13-121-0055","AQS"
"02/14/2007","57","","Doraville","13-089-2001","AQS"
"02/15/2007","53","","United Avenue","13-121-0055","AQS"
"02/16/2007","59","","E. Rivers School","13-121-0032","AQS"
"02/17/2007","66","","E. Rivers School","13-121-0032","AQS"
"02/18/2007","52","","United Avenue","13-121-0055","AQS"
"02/19/2007","58","","South DeKalb","13-089-0002","AQS"
"02/20/2007","58","","United Avenue","13-121-0055","AQS"
"02/21/2007","55","","United Avenue","13-121-0055","AQS"
"02/22/2007","44","","United Avenue","13-121-0055","AQS"
"02/23/2007","42","","United Avenue","13-121-0055","AQS"
"02/24/2007","61","","United Avenue","13-121-0055","AQS"
"02/25/2007","56","","United Avenue","13-121-0055","AQS"
"02/26/2007","42","","United Avenue","13-121-0055","AQS"
"02/27/2007","58","","United Avenue","13-121-0055","AQS"
"02/28/2007","106","","South DeKalb","13-089-0002","AQS"
"03/01/2007","70","","United Avenue","13-121-0055","AQS"
"03/02/2007","47","","Doraville","13-089-2001","AQS"
"03/03/2007","35","","United Avenue","13-121-0055","AQS"
"03/04/2007","47","","United Avenue","13-121-0055","AQS"
"03/05/2007","46","","United Avenue","13-121-0055","AQS"
"03/06/2007","54","","South DeKalb","13-089-0002","AQS"
"03/07/2007","82","","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"03/08/2007","84","","Newnan","13-077-0002","AQS"
"03/09/2007","100","","McDonough","13-151-0002","AQS"
"03/10/2007","82","","United Avenue","13-121-0055","AQS"
"03/11/2007","87","","United Avenue","13-121-0055","AQS"
"03/12/2007","76","","Newnan","13-077-0002","AQS"
"03/13/2007","96","","Newnan","13-077-0002","AQS"
"03/14/2007","88","","United Avenue","13-121-0055","AQS"
"03/15/2007","80","","United Avenue","13-121-0055","AQS"
"03/16/2007","54","","United Avenue","13-121-0055","AQS"
"03/17/2007","48","","United Avenue","13-121-0055","AQS"
"03/18/2007","54","","United Avenue","13-121-0055","AQS"
"03/19/2007","67","","United Avenue","13-121-0055","AQS"
"03/20/2007","84","","McDonough","13-151-0002","AQS"
"03/21/2007","92","","Not Available","13-297-0001","AQS"
"03/22/2007","64","","Gwinnett","13-135-0002","AQS"
"03/23/2007","74","","Kennesaw","13-067-0003","AQS"
"03/24/2007","97","","Newnan","13-077-0002","AQS"
"03/25/2007","95","","Newnan","13-077-0002","AQS"
"03/26/2007","93","","United Avenue","13-121-0055","AQS"
"03/27/2007","80","","United Avenue","13-121-0055","AQS"
"03/28/2007","88","","Doraville","13-089-2001","AQS"
"03/29/2007","86","","United Avenue","13-121-0055","AQS"
"03/30/2007","68","","United Avenue","13-121-0055","AQS"
"03/31/2007","87","","United Avenue","13-121-0055","AQS"
"04/01/2007","60","","United Avenue","13-121-0055","AQS"
"04/02/2007","63","","United Avenue","13-121-0055","AQS"
"04/03/2007","73","","United Avenue","13-121-0055","AQS"
"04/04/2007","50","","United Avenue","13-121-0055","AQS"
"04/05/2007","46","","United Avenue","13-121-0055","AQS"
"04/06/2007","53","","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"04/07/2007","50","","United Avenue","13-121-0055","AQS"
"04/08/2007","51","","United Avenue","13-121-0055","AQS"
"04/09/2007","60","","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"04/10/2007","75","","United Avenue","13-121-0055","AQS"
"04/11/2007","86","","United Avenue","13-121-0055","AQS"
"04/12/2007","54","","E. Rivers School","13-121-0032","AQS"
"04/13/2007","63","","United Avenue","13-121-0055","AQS"
"04/14/2007","71","","United Avenue","13-121-0055","AQS"
"04/15/2007","49","","South DeKalb","13-089-0002","AQS"
"04/16/2007","57","","United Avenue","13-121-0055","AQS"
"04/17/2007","72","","South DeKalb","13-089-0002","AQS"
"04/18/2007","61","","United Avenue","13-121-0055","AQS"
"04/19/2007","67","","United Avenue","13-121-0055","AQS"
"04/20/2007","71","","United Avenue","13-121-0055","AQS"
"04/21/2007","75","","United Avenue","13-121-0055","AQS"
"04/22/2007","79","","Doraville","13-089-2001","AQS"
"04/23/2007","221","","E. Rivers School","13-121-0032","AQS"
"04/24/2007","87","","Doraville","13-089-2001","AQS"
"04/25/2007","62","","United Avenue","13-121-0055","AQS"
"04/26/2007","58","","United Avenue","13-121-0055","AQS"
"04/27/2007","55","","United Avenue","13-121-0055","AQS"
"04/28/2007","52","","United Avenue","13-121-0055","AQS"
"04/29/2007","59","","United Avenue","13-121-0055","AQS"
"04/30/2007","70","","Yorkville, King Farm","13-223-0003","AQS"
"05/01/2007","80","","United Avenue","13-121-0055","AQS"
"05/02/2007","89","","Gwinnett","13-135-0002","AQS"
"05/03/2007","155","","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"05/04/2007","104","","Newnan","13-077-0002","AQS"
"05/05/2007","79","","Newnan","13-077-0002","AQS"
"05/06/2007","75","","Yorkville, King Farm","13-223-0003","AQS"
"05/07/2007","44","","South DeKalb","13-089-0002","AQS"
"05/08/2007","33","","United Avenue","13-121-0055","AQS"
"05/09/2007","64","","South DeKalb","13-089-0002","AQS"
"05/10/2007","75","","Yorkville, King Farm","13-223-0003","AQS"
"05/11/2007","74","","Newnan","13-077-0002","AQS"
"05/12/2007","99","","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"05/13/2007","83","","United Avenue","13-121-0055","AQS"
"05/14/2007","74","","Newnan","13-077-0002","AQS"
"05/15/2007","67","","United Avenue","13-121-0055","AQS"
"05/16/2007","158","","Not Available","13-297-0001","AQS"
"05/17/2007","61","","South DeKalb","13-089-0002","AQS"
"05/18/2007","59","","South DeKalb","13-089-0002","AQS"
"05/19/2007","62","","South DeKalb","13-089-0002","AQS"
"05/20/2007","69","","South DeKalb","13-089-0002","AQS"
"05/21/2007","82","","South DeKalb","13-089-0002","AQS"
"05/22/2007","176","","McDonough","13-151-0002","AQS"
"05/23/2007","75","","South DeKalb","13-089-0002","AQS"
"05/24/2007","60","","South DeKalb","13-089-0002","AQS"
"05/25/2007","63","","South DeKalb","13-089-0002","AQS"
"05/26/2007","151","","Yorkville, King Farm","13-223-0003","AQS"
"05/27/2007","166","","Kennesaw","13-067-0003","AQS"
"05/28/2007","84","","Yorkville, King Farm","13-223-0003","AQS"
"05/29/2007","81","","South DeKalb","13-089-0002","AQS"
"05/30/2007","96","","South DeKalb","13-089-0002","AQS"
"05/31/2007","166","","Yorkville, King Farm","13-223-0003","AQS"
"06/01/2007","96","","South DeKalb","13-089-0002","AQS"
"06/02/2007","68","","Yorkville, King Farm","13-223-0003","AQS"
"06/03/2007","74","","South DeKalb","13-089-0002","AQS"
"06/04/2007","67","","South DeKalb","13-089-0002","AQS"
"06/05/2007","96","","E. Rivers School","13-121-0032","AQS"
"06/06/2007","75","","Doraville","13-089-2001","AQS"
"06/07/2007","75","","Newnan","13-077-0002","AQS"
"06/08/2007","65","","Newnan","13-077-0002","AQS"
"06/09/2007","93","","Newnan","13-077-0002","AQS"
"06/10/2007","80","","South DeKalb","13-089-0002","AQS"
"06/11/2007","105","","Forest Park","13-063-0091","AQS"
"06/12/2007","82","","Yorkville, King Farm","13-223-0003","AQS"
"06/13/2007","72","","United Avenue","13-121-0055","AQS"
"06/14/2007","77","","Yorkville, King Farm","13-223-0003","AQS"
"06/15/2007","68","","Yorkville, King Farm","13-223-0003","AQS"
"06/16/2007","75","","United Avenue","13-121-0055","AQS"
"06/17/2007","109","","Newnan","13-077-0002","AQS"
"06/18/2007","89","","South DeKalb","13-089-0002","AQS"
"06/19/2007","64","","Gwinnett","13-135-0002","AQS"
"06/20/2007","60","","South DeKalb","13-089-0002","AQS"
"06/21/2007","74","","South DeKalb","13-089-0002","AQS"
"06/22/2007","92","","United Avenue","13-121-0055","AQS"
"06/23/2007","110","","South DeKalb","13-089-0002","AQS"
"06/24/2007","127","","United Avenue","13-121-0055","AQS"
"06/25/2007","120","","United Avenue","13-121-0055","AQS"
"06/26/2007","86","","South DeKalb","13-089-0002","AQS"
"06/27/2007","82","","Yorkville, King Farm","13-223-0003","AQS"
"06/28/2007","71","","United Avenue","13-121-0055","AQS"
"06/29/2007","79","","United Avenue","13-121-0055","AQS"
"06/30/2007","97","","South DeKalb","13-089-0002","AQS"
"07/01/2007","79","","South DeKalb","13-089-0002","AQS"
"07/02/2007","74","","South DeKalb","13-089-0002","AQS"
"07/03/2007","73","","Yorkville, King Farm","13-223-0003","AQS"
"07/04/2007","73","","Gwinnett","13-135-0002","AQS"
"07/05/2007","122","","South DeKalb","13-089-0002","AQS"
"07/06/2007","96","","South DeKalb","13-089-0002","AQS"
"07/07/2007","77","","Gwinnett","13-135-0002","AQS"
"07/08/2007","76","","Gwinnett","13-135-0002","AQS"
"07/09/2007","78","","South DeKalb","13-089-0002","AQS"
"07/10/2007","69","","South DeKalb","13-089-0002","AQS"
"07/11/2007","58","","Doraville","13-089-2001","AQS"
"07/12/2007","71","","South DeKalb","13-089-0002","AQS"
"07/13/2007","79","","South DeKalb","13-089-0002","AQS"
"07/14/2007","90","","McDonough","13-151-0002","AQS"
"07/15/2007","78","","Doraville","13-089-2001","AQS"
"07/16/2007","66","","South DeKalb","13-089-0002","AQS"
"07/17/2007","77","","South DeKalb","13-089-0002","AQS"
"07/18/2007","65","","Newnan","13-077-0002","AQS"
"07/19/2007","69","","South DeKalb","13-089-0002","AQS"
"07/20/2007","69","","United Avenue","13-121-0055","AQS"
"07/21/2007","70","","South DeKalb","13-089-0002","AQS"
"07/22/2007","81","","South DeKalb","13-089-0002","AQS"
"07/23/2007","78","","United Avenue","13-121-0055","AQS"
"07/24/2007","75","","United Avenue","13-121-0055","AQS"
"07/25/2007","68","","Gwinnett","13-135-0002","AQS"
"07/26/2007","75","","United Avenue","13-121-0055","AQS"
"07/27/2007","91","","Gwinnett","13-135-0002","AQS"
"07/28/2007","79","","South DeKalb","13-089-0002","AQS"
"07/29/2007","81","","United Avenue","13-121-0055","AQS"
"07/30/2007","94","","McDonough","13-151-0002","AQS"
"07/31/2007","83","","Gwinnett","13-135-0002","AQS"
"08/01/2007","82","","Gwinnett","13-135-0002","AQS"
"08/02/2007","85","","Yorkville, King Farm","13-223-0003","AQS"
"08/03/2007","96","","Yorkville, King Farm","13-223-0003","AQS"
"08/04/2007","117","","Newnan","13-077-0002","AQS"
"08/05/2007","139","","South DeKalb","13-089-0002","AQS"
"08/06/2007","141","","South DeKalb","13-089-0002","AQS"
"08/07/2007","151","","South DeKalb","13-089-0002","AQS"
"08/08/2007","140","","McDonough","13-151-0002","AQS"
"08/09/2007","93","","South DeKalb","13-089-0002","AQS"
"08/10/2007","90","","South DeKalb","13-089-0002","AQS"
"08/11/2007","87","","South DeKalb","13-089-0002","AQS"
"08/12/2007","89","","South DeKalb","13-089-0002","AQS"
"08/13/2007","107","","McDonough","13-151-0002","AQS"
"08/14/2007","102","","Gwinnett","13-135-0002","AQS"
"08/15/2007","128","","Newnan","13-077-0002","AQS"
"08/16/2007","125","","South DeKalb","13-089-0002","AQS"
"08/17/2007","124","","South DeKalb","13-089-0002","AQS"
"08/18/2007","113","","United Avenue","13-121-0055","AQS"
"08/19/2007","90","","United Avenue","13-121-0055","AQS"
"08/20/2007","71","","United Avenue","13-121-0055","AQS"
"08/21/2007","73","","South DeKalb","13-089-0002","AQS"
"08/22/2007","96","","South DeKalb","13-089-0002","AQS"
"08/23/2007","80","","South DeKalb","13-089-0002","AQS"
"08/24/2007","82","","Gwinnett","13-135-0002","AQS"
"08/25/2007","75","","MACLAND AQUATIC CENTER","13-067-0004","AQS"
"08/26/2007","75","","United Avenue","13-121-0055","AQS"
"08/27/2007","96","","Newnan","13-077-0002","AQS"
"08/28/2007","70","","United Avenue","13-121-0055","AQS"
"08/29/2007","74","","United Avenue","13-121-0055","AQS"
"08/30/2007","66","","South DeKalb","13-089-0002","AQS"
"08/31/2007","75","","South DeKalb","13-089-0002","AQS"
"09/01/2007","87","","Gwinnett","13-135-0002","AQS"
"09/02/2007","95","","United Avenue","13-121-0055","AQS"
"09/03/2007","81","","United Avenue","13-121-0055","AQS"
"09/04/2007","109","","United Avenue","13-121-0055","AQS"
"09/05/2007","124","","United Avenue","13-121-0055","AQS"
"09/06/2007","83","","Newnan","13-077-0002","AQS"
"09/07/2007","63","","United Avenue","13-121-0055","AQS"
"09/08/2007","76","","Gwinnett","13-135-0002","AQS"
"09/09/2007","142","","Doraville","13-089-2001","AQS"
"09/10/2007","94","","South DeKalb","13-089-0002","AQS"
"09/11/2007","77","","South DeKalb","13-089-0002","AQS"
"09/12/2007","80","","Doraville","13-089-2001","AQS"
"09/13/2007","75","","United Avenue","13-121-0055","AQS"
"09/14/2007","47","","South DeKalb","13-089-0002","AQS"
"09/15/2007","74","","South DeKalb","13-089-0002","AQS"
"09/16/2007","68","","South DeKalb","13-089-0002","AQS"
"09/17/2007","75","","South DeKalb","13-089-0002","AQS"
"09/18/2007","87","","South DeKalb","13-089-0002","AQS"
"09/19/2007","69","","Newnan","13-077-0002","AQS"
"09/20/2007","59","","United Avenue","13-121-0055","AQS"
"09/21/2007","49","","Kennesaw","13-067-0003","AQS"
"09/22/2007","56","","United Avenue","13-121-0055","AQS"
"09/23/2007","54","","United Avenue","13-121-0055","AQS"
"09/24/2007","72","","Newnan","13-077-0002","AQS"
"09/25/2007","99","","Newnan","13-077-0002","AQS"
"09/26/2007","89","","Gwinnett","13-135-0002","AQS"
"09/27/2007","78","","South DeKalb","13-089-0002","AQS"
"09/28/2007","61","","United Avenue","13-121-0055","AQS"
"09/29/2007","57","","South DeKalb","13-089-0002","AQS"
"09/30/2007","56","","South DeKalb","13-089-0002","AQS"
"10/01/2007","55","","South DeKalb","13-089-0002","AQS"
"10/02/2007","54","","South DeKalb","13-089-0002","AQS"
"10/03/2007","64","","South DeKalb","13-089-0002","AQS"
"10/04/2007","53","","South DeKalb","13-089-0002","AQS"
"10/05/2007","52","","United Avenue","13-121-0055","AQS"
"10/06/2007","54","","United Avenue","13-121-0055","AQS"
"10/07/2007","59","","United Avenue","13-121-0055","AQS"
"10/08/2007","62","","E. Rivers School","13-121-0032","AQS"
"10/09/2007","74","","Gwinnett","13-135-0002","AQS"
"10/10/2007","58","","United Avenue","13-121-0055","AQS"
"10/11/2007","43","","United Avenue","13-121-0055","AQS"
"10/12/2007","55","","Forest Park","13-063-0091","AQS"
"10/13/2007","67","","United Avenue","13-121-0055","AQS"
"10/14/2007","90","","United Avenue","13-121-0055","AQS"
"10/15/2007","78","","South DeKalb","13-089-0002","AQS"
"10/16/2007","68","","E. Rivers School","13-121-0032","AQS"
"10/17/2007","70","","E. Rivers School","13-121-0032","AQS"
"10/18/2007","55","","United Avenue","13-121-0055","AQS"
"10/19/2007","48","","South DeKalb","13-089-0002","AQS"
"10/20/2007","55","","United Avenue","13-121-0055","AQS"
"10/21/2007","61","","United Avenue","13-121-0055","AQS"
"10/22/2007","70","","E. Rivers School","13-121-0032","AQS"
"10/23/2007","42","","Doraville","13-089-2001","AQS"
"10/24/2007","51","","Doraville","13-089-2001","AQS"
"10/25/2007","54","","South DeKalb","13-089-0002","AQS"
"10/26/2007","61","","United Avenue","13-121-0055","AQS"
"10/27/2007","57","","South DeKalb","13-089-0002","AQS"
"10/28/2007","58","","United Avenue","13-121-0055","AQS"
"10/29/2007","55","","E. Rivers School","13-121-0032","AQS"
"10/30/2007","57","","South DeKalb","13-089-0002","AQS"
"10/31/2007","59","","South DeKalb","13-089-0002","AQS"
"11/01/2007","70","","South DeKalb","13-089-0002","AQS"
"11/02/2007","69","","Kennesaw","13-067-0003","AQS"
"11/03/2007","68","","South DeKalb","13-089-0002","AQS"
"11/04/2007","61","","South DeKalb","13-089-0002","AQS"
"11/05/2007","66","","South DeKalb","13-089-0002","AQS"
"11/06/2007","56","","South DeKalb","13-089-0002","AQS"
"11/07/2007","54","","E. Rivers School","13-121-0032","AQS"
"11/08/2007","69","","South DeKalb","13-089-0002","AQS"
"11/09/2007","78","","South DeKalb","13-089-0002","AQS"
"11/10/2007","66","","South DeKalb","13-089-0002","AQS"
"11/11/2007","72","","E. Rivers School","13-121-0032","AQS"
"11/12/2007","81","","South DeKalb","13-089-0002","AQS"
"11/13/2007","84","","South DeKalb","13-089-0002","AQS"
"11/14/2007","78","","United Avenue","13-121-0055","AQS"
"11/15/2007","52","","United Avenue","13-121-0055","AQS"
"11/16/2007","61","","E. Rivers School","13-121-0032","AQS"
"11/17/2007","72","","South DeKalb","13-089-0002","AQS"
"11/18/2007","73","","Gwinnett","13-135-0002","AQS"
"11/19/2007","71","","South DeKalb","13-089-0002","AQS"
"11/20/2007","77","","South DeKalb","13-089-0002","AQS"
"11/21/2007","73","","South DeKalb","13-089-0002","AQS"
"11/22/2007","48","","South DeKalb","13-089-0002","AQS"
"11/23/2007","48","","South DeKalb","13-089-0002","AQS"
"11/24/2007","51","","United Avenue","13-121-0055","AQS"
"11/25/2007","60","","E. Rivers School","13-121-0032","AQS"
"11/26/2007","51","","South DeKalb","13-089-0002","AQS"
"11/27/2007","47","","South DeKalb","13-089-0002","AQS"
"11/28/2007","58","","South DeKalb","13-089-0002","AQS"
"11/29/2007","73","","South DeKalb","13-089-0002","AQS"
"11/30/2007","65","","South DeKalb","13-089-0002","AQS"
"12/01/2007","63","","South DeKalb","13-089-0002","AQS"
"12/02/2007","65","","Newnan","13-077-0002","AQS"
"12/03/2007","43","","United Avenue","13-121-0055","AQS"
"12/04/2007","47","","Doraville","13-089-2001","AQS"
"12/05/2007","63","","South DeKalb","13-089-0002","AQS"
"12/06/2007","59","","Doraville","13-089-2001","AQS"
"12/07/2007","72","","South DeKalb","13-089-0002","AQS"
"12/08/2007","89","","Not Available","13-297-0001","AQS"
"12/09/2007","75","","United Avenue","13-121-0055","AQS"
"12/10/2007","68","","South DeKalb","13-089-0002","AQS"
"12/11/2007","69","","South DeKalb","13-089-0002","AQS"
"12/12/2007","61","","South DeKalb","13-089-0002","AQS"
"12/13/2007","55","","South DeKalb","13-089-0002","AQS"
"12/14/2007","52","","E. Rivers School","13-121-0032","AQS"
"12/15/2007","55","","South DeKalb","13-089-0002","AQS"
"12/16/2007","46","","United Avenue","13-121-0055","AQS"
"12/17/2007","56","","Forest Park","13-063-0091","AQS"
"12/18/2007","65","","South DeKalb","13-089-0002","AQS"
"12/19/2007","76","","Doraville","13-089-2001","AQS"
"12/20/2007","99","","E. Rivers School","13-121-0032","AQS"
"12/21/2007","66","","South DeKalb","13-089-0002","AQS"
"12/22/2007","66","","South DeKalb","13-089-0002","AQS"
"12/23/2007","37","","South DeKalb","13-089-0002","AQS"
"12/24/2007","41","","United Avenue","13-121-0055","AQS"
"12/25/2007","55","","South DeKalb","13-089-0002","AQS"
"12/26/2007","49","","Yorkville, King Farm","13-223-0003","AQS"
"12/27/2007","58","","United Avenue","13-121-0055","AQS"
"12/28/2007","59","","South DeKalb","13-089-0002","AQS"
"12/29/2007","54","","E. Rivers School","13-121-0032","AQS"
"12/30/2007","58","","E. Rivers School","13-121-0032","AQS"
"12/31/2007","64","","E. Rivers School","13-121-0032","AQS"
"01/01/2008","57","","Gwinnett","13-135-0002","AQS"
"01/02/2008","39","","South DeKalb","13-089-0002","AQS"
"01/03/2008","58","","Kennesaw","13-067-0003","AQS"
"01/04/2008","71","","Kennesaw","13-067-0003","AQS"
"01/05/2008","67","","South DeKalb","13-089-0002","AQS"
"01/06/2008","65","","South DeKalb","13-089-0002","AQS"
"01/07/2008","57","","South DeKalb","13-089-0002","AQS"
"01/08/2008","51","","South DeKalb","13-089-0002","AQS"
"01/09/2008","57","","South DeKalb","13-089-0002","AQS"
"01/10/2008","57","","Gwinnett","13-135-0002","AQS"
"01/11/2008","48","","Doraville","13-089-2001","AQS"
"01/12/2008","58","","South DeKalb","13-089-0002","AQS"
"01/13/2008","67","","E. Rivers School","13-121-0032","AQS"
"01/14/2008","53","","Doraville","13-089-2001","AQS"
"01/15/2008","59","","E. Rivers School","13-121-0032","AQS"
"01/16/2008","63","","Doraville","13-089-2001","AQS"
"01/17/2008","58","","Doraville","13-089-2001","AQS"
"01/18/2008","58","","Doraville","13-089-2001","AQS"
"01/19/2008","55","","E. Rivers School","13-121-0032","AQS"
"01/20/2008","45","","Doraville","13-089-2001","AQS"
"01/21/2008","44","","Doraville","13-089-2001","AQS"
"01/22/2008","63","","Kennesaw","13-067-0003","AQS"
"01/23/2008","56","","E. Rivers School","13-121-0032","AQS"
"01/24/2008","60","","Doraville","13-089-2001","AQS"
"01/25/2008","57","","Kennesaw","13-067-0003","AQS"
"01/26/2008","56","","Doraville","13-089-2001","AQS"
"01/27/2008","63","","E. Rivers School","13-121-0032","AQS"
"01/28/2008","61","","Forest Park","13-063-0091","AQS"
"01/29/2008","55","","South DeKalb","13-089-0002","AQS"
"01/30/2008","38","","United Avenue","13-121-0055","AQS"
"01/31/2008","52","","South DeKalb","13-089-0002","AQS"
"02/01/2008","42","","South DeKalb","13-089-0002","AQS"
"02/02/2008","60","","E. Rivers School","13-121-0032","AQS"
"02/03/2008","68","","United Avenue","13-121-0055","AQS"
"02/04/2008","63","","Doraville","13-089-2001","AQS"
"02/05/2008","76","","E. Rivers School","13-121-0032","AQS"
"02/06/2008","45","","United Avenue","13-121-0055","AQS"
"02/07/2008","52","","United Avenue","13-121-0055","AQS"
"02/08/2008","64","","United Avenue","13-121-0055","AQS"
"02/09/2008","65","","United Avenue","13-121-0055","AQS"
"02/10/2008","40","","United Avenue","13-121-0055","AQS"
"02/11/2008","55","","United Avenue","13-121-0055","AQS"
"02/12/2008","75","","United Avenue","13-121-0055","AQS"
"02/13/2008","55","","South DeKalb","13-089-0002","AQS"
"02/14/2008","62","","United Avenue","13-121-0055","AQS"
"02/15/2008","72","","South DeKalb","13-089-0002","AQS"
"02/16/2008","67","","Newnan","13-077-0002","AQS"
"02/17/2008","73","","South DeKalb","13-089-0002","AQS"
"02/18/2008","38","","United Avenue","13-121-0055","AQS"
"02/19/2008","44","","South DeKalb","13-089-0002","AQS"
"02/20/2008","60","","South DeKalb","13-089-0002","AQS"
"02/21/2008","73","","Doraville","13-089-2001","AQS"
"02/22/2008","58","","Doraville","13-089-2001","AQS"
"02/23/2008","60","","Doraville","13-089-2001","AQS"
"02/24/2008","59","","United Avenue","13-121-0055","AQS"
"02/25/2008","74","","United Avenue","13-121-0055","AQS"
"02/26/2008","60","","United Avenue","13-121-0055","AQS"
"02/27/2008","53","","United Avenue","13-121-0055","AQS"
"02/28/2008","54","","United Avenue","13-121-0055","AQS"
"02/29/2008","73","","Not Available","13-297-0001","AQS"
"03/01/2008","64","","United Avenue","13-121-0055","AQS"
"03/02/2008","58","","Newnan","13-077-0002","AQS"
"03/03/2008","60","","United Avenue","13-121-0055","AQS"
"03/04/2008","90","","South DeKalb","13-089-0002","AQS"
"03/05/2008","54","","South DeKalb","13-089-0002","AQS"
"03/06/2008","58","","South DeKalb","13-089-0002","AQS"
"03/07/2008","58","","Yorkville, King Farm","13-223-0003","AQS"
"03/08/2008","52","","United Avenue","13-121-0055","AQS"
"03/09/2008","58","","South DeKalb","13-089-0002","AQS"
"03/10/2008","71","","Forest Park","13-063-0091","AQS"
"03/11/2008","75","","South DeKalb","13-089-0002","AQS"
"03/12/2008","64","","Newnan","13-077-0002","AQS"
"03/13/2008","93","","Newnan","13-077-0002","AQS"
"03/14/2008","76","","United Avenue","13-121-0055","AQS"
"03/15/2008","56","","South DeKalb","13-089-0002","AQS"
"03/16/2008","54","","South DeKalb","13-089-0002","AQS"
"03/17/2008","64","","Yorkville, King Farm","13-223-0003","AQS"
"03/18/2008","69","","United Avenue","13-121-0055","AQS"
"03/19/2008","61","","United Avenue","13-121-0055","AQS"
"03/20/2008","53","","United Avenue","13-121-0055","AQS"
"03/21/2008","61","","South DeKalb","13-089-0002","AQS"
"03/22/2008","72","","United Avenue","13-121-0055","AQS"
"03/23/2008","63","","South DeKalb","13-089-0002","AQS"
"03/24/2008","56","","South DeKalb","13-089-0002","AQS"
"03/25/2008","63","","South DeKalb","13-089-0002","AQS"
"03/26/2008","92","","United Avenue","13-121-0055","AQS"
"03/27/2008","82","","United Avenue","13-121-0055","AQS"
"03/28/2008","77","","United Avenue","13-121-0055","AQS"
"03/29/2008","70","","United Avenue","13-121-0055","AQS"
"03/30/2008","63","","Doraville","13-089-2001","AQS"
"03/31/2008","63","","Yorkville, King Farm","13-223-0003","AQS"
"04/01/2008","60","","United Avenue","13-121-0055","AQS"
"04/02/2008","56","","United Avenue","13-121-0055","AQS"
"04/03/2008","68","","Doraville","13-089-2001","AQS"
"04/04/2008","53","","Doraville","13-089-2001","AQS"
"04/05/2008","40","","South DeKalb","13-089-0002","AQS"
"04/06/2008","74","","South DeKalb","13-089-0002","AQS"
"04/07/2008","66","","Doraville","13-089-2001","AQS"
"04/08/2008","58","","United Avenue","13-121-0055","AQS"
"04/09/2008","63","","MACLAND AQUATIC CENTER","13-067-0004","AQS"
"04/10/2008","72","","United Avenue","13-121-0055","AQS"
"04/11/2008","62","","McDonough","13-151-0002","AQS"
"04/12/2008","49","","United Avenue","13-121-0055","AQS"
"04/13/2008","41","","United Avenue","13-121-0055","AQS"
"04/14/2008","46","","United Avenue","13-121-0055","AQS"
"04/15/2008","58","","United Avenue","13-121-0055","AQS"
"04/16/2008","72","","South DeKalb","13-089-0002","AQS"
"04/17/2008","82","","United Avenue","13-121-0055","AQS"
"04/18/2008","77","","United Avenue","13-121-0055","AQS"
"04/19/2008","58","","United Avenue","13-121-0055","AQS"
"04/20/2008","56","","South DeKalb","13-089-0002","AQS"
"04/21/2008","59","","South DeKalb","13-089-0002","AQS"
"04/22/2008","63","","South DeKalb","13-089-0002","AQS"
"04/23/2008","56","","Yorkville, King Farm","13-223-0003","AQS"
"04/24/2008","65","","McDonough","13-151-0002","AQS"
"04/25/2008","61","","United Avenue","13-121-0055","AQS"
"04/26/2008","62","","United Avenue","13-121-0055","AQS"
"04/27/2008","61","","Forest Park","13-063-0091","AQS"
"04/28/2008","59","","South DeKalb","13-089-0002","AQS"
"04/29/2008","56","","United Avenue","13-121-0055","AQS"
"04/30/2008","68","","United Avenue","13-121-0055","AQS"
"05/01/2008","75","","United Avenue","13-121-0055","AQS"
"05/02/2008","66","","United Avenue","13-121-0055","AQS"
"05/03/2008","61","","United Avenue","13-121-0055","AQS"
"05/04/2008","62","","United Avenue","13-121-0055","AQS"
"05/05/2008","57","","South DeKalb","13-089-0002","AQS"
"05/06/2008","65","","United Avenue","13-121-0055","AQS"
"05/07/2008","78","","United Avenue","13-121-0055","AQS"
"05/08/2008","75","","United Avenue","13-121-0055","AQS"
"05/09/2008","66","","South DeKalb","13-089-0002","AQS"
"05/10/2008","82","","Newnan","13-077-0002","AQS"
"05/11/2008","59","","United Avenue","13-121-0055","AQS"
