"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"02/13/2014","55","","South DeKalb","13-089-0002","AQS"
"02/14/2014","59","","South DeKalb","13-089-0002","AQS"
"02/15/2014","52","","South DeKalb","13-089-0002","AQS"
"02/16/2014","78","","South DeKalb","13-089-0002","AQS"
"02/17/2014","60","","South DeKalb","13-089-0002","AQS"
"02/18/2014","57","","South DeKalb","13-089-0002","AQS"
"02/19/2014","57","","Fire Station #8","13-121-0039","AQS"
"02/20/2014","53","","Gwinnett","13-135-0002","AQS"
"02/21/2014","36","","South DeKalb","13-089-0002","AQS"
"02/22/2014","43","","South DeKalb","13-089-0002","AQS"
"02/23/2014","59","","South DeKalb","13-089-0002","AQS"
"02/24/2014","49","","Yorkville, King Farm","13-223-0003","AQS"
"02/25/2014","55","","McDonough","13-151-0002","AQS"
"02/26/2014","56","","South DeKalb","13-089-0002","AQS"
"02/27/2014","53","","South DeKalb","13-089-0002","AQS"
"02/28/2014","64","","South DeKalb","13-089-0002","AQS"
"03/01/2014","69","","Kennesaw","13-067-0003","AQS"
"03/02/2014","79","","McDonough","13-151-0002","AQS"
"03/03/2014","52","","Forest Park","13-063-0091","AQS"
"03/04/2014","54","","South DeKalb","13-089-0002","AQS"
"03/05/2014","51","","South DeKalb","13-089-0002","AQS"
"03/06/2014","57","","South DeKalb","13-089-0002","AQS"
"03/07/2014","51","","Yorkville, King Farm","13-223-0003","AQS"
"03/08/2014","60","","South DeKalb","13-089-0002","AQS"
"03/09/2014","61","","South DeKalb","13-089-0002","AQS"
"03/10/2014","66","","Kennesaw","13-067-0003","AQS"
"03/11/2014","104","","Newnan","13-077-0002","AQS"
"03/12/2014","55","","South DeKalb","13-089-0002","AQS"
"03/13/2014","47","","South DeKalb","13-089-0002","AQS"
"03/14/2014","76","","McDonough","13-151-0002","AQS"
"03/15/2014","77","","South DeKalb","13-089-0002","AQS"
"03/16/2014","60","","Kennesaw","13-067-0003","AQS"
"03/17/2014","16","","Yorkville, King Farm","13-223-0003","AQS"
"03/18/2014","42","","South DeKalb","13-089-0002","AQS"
"03/19/2014","50","","Yorkville, King Farm","13-223-0003","AQS"
"03/20/2014","54","","Kennesaw","13-067-0003","AQS"
"03/21/2014","71","","Forest Park","13-063-0091","AQS"
"03/22/2014","84","","Kennesaw","13-067-0003","AQS"
"03/23/2014","70","","South DeKalb","13-089-0002","AQS"
"03/24/2014","59","","South DeKalb","13-089-0002","AQS"
"03/25/2014","59","","South DeKalb","13-089-0002","AQS"
"03/26/2014","56","","South DeKalb","13-089-0002","AQS"
"03/27/2014","67","","Yorkville, King Farm","13-223-0003","AQS"
"03/28/2014","55","","Yorkville, King Farm","13-223-0003","AQS"
"03/29/2014","24","","Kennesaw","13-067-0003","AQS"
"03/30/2014","48","","Yorkville, King Farm","13-223-0003","AQS"
"03/31/2014","55","","South DeKalb","13-089-0002","AQS"
"04/01/2014","62","","South DeKalb","13-089-0002","AQS"
"04/02/2014","72","","Fire Station #8","13-121-0039","AQS"
"04/03/2014","66","","South DeKalb","13-089-0002","AQS"
"04/04/2014","47","","Yorkville, King Farm","13-223-0003","AQS"
"04/05/2014","54","","South DeKalb","13-089-0002","AQS"
"04/06/2014","58","","Yorkville, King Farm","13-223-0003","AQS"
"04/07/2014","27","","Yorkville, King Farm","13-223-0003","AQS"
"04/08/2014","51","","Yorkville, King Farm","13-223-0003","AQS"
"04/09/2014","55","","South DeKalb","13-089-0002","AQS"
"04/10/2014","60","","South DeKalb","13-089-0002","AQS"
"04/11/2014","65","","South DeKalb","13-089-0002","AQS"
"04/12/2014","67","","South DeKalb","13-089-0002","AQS"
"04/13/2014","63","","South DeKalb","13-089-0002","AQS"
"04/14/2014","49","","Yorkville, King Farm","13-223-0003","AQS"
"04/15/2014","24","","Yorkville, King Farm","13-223-0003","AQS"
"04/16/2014","47","","Yorkville, King Farm","13-223-0003","AQS"
"04/17/2014","56","","South DeKalb","13-089-0002","AQS"
"04/18/2014","57","","South DeKalb","13-089-0002","AQS"
"04/19/2014","46","","Yorkville, King Farm","13-223-0003","AQS"
"04/20/2014","55","","South DeKalb","13-089-0002","AQS"
"04/21/2014","61","","South DeKalb","13-089-0002","AQS"
"04/22/2014","63","","Newnan","13-077-0002","AQS"
"04/23/2014","58","","South DeKalb","13-089-0002","AQS"
"04/24/2014","63","","Newnan","13-077-0002","AQS"
"04/25/2014","55","","Kennesaw","13-067-0003","AQS"
"04/26/2014","53","","Forest Park","13-063-0091","AQS"
"04/27/2014","70","","Newnan","13-077-0002","AQS"
"04/28/2014","62","","Yorkville, King Farm","13-223-0003","AQS"
"04/29/2014","45","","Yorkville, King Farm","13-223-0003","AQS"
"04/30/2014","28","","Yorkville, King Farm","13-223-0003","AQS"
"05/01/2014","39","","South DeKalb","13-089-0002","AQS"
"05/02/2014","51","","South DeKalb","13-089-0002","AQS"
"05/03/2014","49","","South DeKalb","13-089-0002","AQS"
"05/04/2014","55","","South DeKalb","13-089-0002","AQS"
"05/05/2014","64","","Fire Station #8","13-121-0039","AQS"
"05/06/2014","66","","Yorkville, King Farm","13-223-0003","AQS"
"05/07/2014","62","","South DeKalb","13-089-0002","AQS"
"05/08/2014","65","","Yorkville, King Farm","13-223-0003","AQS"
"05/09/2014","58","","Yorkville, King Farm","13-223-0003","AQS"
"05/10/2014","52","","Yorkville, King Farm","13-223-0003","AQS"
"05/11/2014","55","","Fire Station #8","13-121-0039","AQS"
"05/12/2014","61","","Gwinnett","13-135-0002","AQS"
"05/13/2014","64","","Gwinnett","13-135-0002","AQS"
"05/14/2014","55","","Yorkville, King Farm","13-223-0003","AQS"
"05/15/2014","19","","South DeKalb","13-089-0002","AQS"
"05/16/2014","51","","Yorkville, King Farm","13-223-0003","AQS"
"05/17/2014","58","","South DeKalb","13-089-0002","AQS"
"05/18/2014","43","","Yorkville, King Farm","13-223-0003","AQS"
"05/19/2014","52","","Yorkville, King Farm","13-223-0003","AQS"
"05/20/2014","61","","South DeKalb","13-089-0002","AQS"
"05/21/2014","63","","Yorkville, King Farm","13-223-0003","AQS"
"05/22/2014","71","","Yorkville, King Farm","13-223-0003","AQS"
"05/23/2014","70","","Yorkville, King Farm","13-223-0003","AQS"
"05/24/2014","73","","Gwinnett","13-135-0002","AQS"
"05/25/2014","75","","United Avenue","13-121-0055","AQS"
"05/26/2014","63","","Yorkville, King Farm","13-223-0003","AQS"
"05/27/2014","67","","Kennesaw","13-067-0003","AQS"
"05/28/2014","63","","United Avenue","13-121-0055","AQS"
"05/29/2014","59","","Fire Station #8","13-121-0039","AQS"
"05/30/2014","57","","Yorkville, King Farm","13-223-0003","AQS"
"05/31/2014","55","","Yorkville, King Farm","13-223-0003","AQS"
"06/01/2014","57","","Yorkville, King Farm","13-223-0003","AQS"
"06/02/2014","55","","Yorkville, King Farm","13-223-0003","AQS"
"06/03/2014","53","","Yorkville, King Farm","13-223-0003","AQS"
"06/04/2014","57","","Fire Station #8","13-121-0039","AQS"
"06/05/2014","55","","Yorkville, King Farm","13-223-0003","AQS"
"06/06/2014","42","","Yorkville, King Farm","13-223-0003","AQS"
"06/07/2014","55","","South DeKalb","13-089-0002","AQS"
"06/08/2014","48","","Yorkville, King Farm","13-223-0003","AQS"
"06/09/2014","56","","Yorkville, King Farm","13-223-0003","AQS"
"06/10/2014","35","","Forest Park","13-063-0091","AQS"
"06/11/2014","39","","Kennesaw","13-067-0003","AQS"
"06/12/2014","50","","Yorkville, King Farm","13-223-0003","AQS"
"06/13/2014","55","","Forest Park","13-063-0091","AQS"
"06/14/2014","55","","Kennesaw","13-067-0003","AQS"
"06/15/2014","63","","United Avenue","13-121-0055","AQS"
"06/16/2014","78","","Yorkville, King Farm","13-223-0003","AQS"
"06/17/2014","82","","Yorkville, King Farm","13-223-0003","AQS"
"06/18/2014","72","","United Avenue","13-121-0055","AQS"
"06/19/2014","71","","Kennesaw","13-067-0003","AQS"
"06/20/2014","66","","Yorkville, King Farm","13-223-0003","AQS"
"06/21/2014","61","","Yorkville, King Farm","13-223-0003","AQS"
"06/22/2014","64","","Yorkville, King Farm","13-223-0003","AQS"
"06/23/2014","63","","Kennesaw","13-067-0003","AQS"
"06/24/2014","80","","Yorkville, King Farm","13-223-0003","AQS"
"06/25/2014","65","","Yorkville, King Farm","13-223-0003","AQS"
"06/26/2014","53","","Yorkville, King Farm","13-223-0003","AQS"
"06/27/2014","56","","Gwinnett","13-135-0002","AQS"
"06/28/2014","56","","Yorkville, King Farm","13-223-0003","AQS"
"06/29/2014","55","","Yorkville, King Farm","13-223-0003","AQS"
"06/30/2014","59","","Yorkville, King Farm","13-223-0003","AQS"
"07/01/2014","95","","Yorkville, King Farm","13-223-0003","AQS"
"07/02/2014","88","","Yorkville, King Farm","13-223-0003","AQS"
"07/03/2014","58","","Yorkville, King Farm","13-223-0003","AQS"
"07/04/2014","79","","Yorkville, King Farm","13-223-0003","AQS"
"07/05/2014","57","","Yorkville, King Farm","13-223-0003","AQS"
"07/06/2014","69","","Yorkville, King Farm","13-223-0003","AQS"
"07/07/2014","69","","Fire Station #8","13-121-0039","AQS"
"07/08/2014","74","","Yorkville, King Farm","13-223-0003","AQS"
"07/09/2014","63","","Yorkville, King Farm","13-223-0003","AQS"
"07/10/2014","87","","South DeKalb","13-089-0002","AQS"
"07/11/2014","57","","Yorkville, King Farm","13-223-0003","AQS"
"07/12/2014","63","","Yorkville, King Farm","13-223-0003","AQS"
"07/13/2014","63","","Yorkville, King Farm","13-223-0003","AQS"
"07/14/2014","64","","Yorkville, King Farm","13-223-0003","AQS"
"07/15/2014","53","","South DeKalb","13-089-0002","AQS"
"07/16/2014","52","","Yorkville, King Farm","13-223-0003","AQS"
"07/17/2014","57","","Yorkville, King Farm","13-223-0003","AQS"
"07/18/2014","69","","Yorkville, King Farm","13-223-0003","AQS"
"07/19/2014","59","","Yorkville, King Farm","13-223-0003","AQS"
"07/20/2014","53","","Yorkville, King Farm","13-223-0003","AQS"
"07/21/2014","55","","Yorkville, King Farm","13-223-0003","AQS"
"07/22/2014","54","","Yorkville, King Farm","13-223-0003","AQS"
"07/23/2014","54","","Yorkville, King Farm","13-223-0003","AQS"
"07/24/2014","58","","South DeKalb","13-089-0002","AQS"
"07/25/2014","63","","McDonough","13-151-0002","AQS"
"07/26/2014","60","","South DeKalb","13-089-0002","AQS"
"07/27/2014","72","","Yorkville, King Farm","13-223-0003","AQS"
"07/28/2014","68","","South DeKalb","13-089-0002","AQS"
"07/29/2014","52","","Yorkville, King Farm","13-223-0003","AQS"
"07/30/2014","58","","Yorkville, King Farm","13-223-0003","AQS"
"07/31/2014","65","","Yorkville, King Farm","13-223-0003","AQS"
"08/01/2014","52","","Yorkville, King Farm","13-223-0003","AQS"
"08/02/2014","46","","Yorkville, King Farm","13-223-0003","AQS"
"08/03/2014","59","","Yorkville, King Farm","13-223-0003","AQS"
"08/04/2014","63","","Yorkville, King Farm","13-223-0003","AQS"
"08/05/2014","70","","Yorkville, King Farm","13-223-0003","AQS"
"08/06/2014","79","","Forest Park","13-063-0091","AQS"
"08/07/2014","83","","United Avenue","13-121-0055","AQS"
"08/08/2014","61","","Yorkville, King Farm","13-223-0003","AQS"
"08/09/2014","58","","Forest Park","13-063-0091","AQS"
"08/10/2014","60","","Yorkville, King Farm","13-223-0003","AQS"
"08/11/2014","63","","Yorkville, King Farm","13-223-0003","AQS"
"08/12/2014","59","","Yorkville, King Farm","13-223-0003","AQS"
"08/13/2014","56","","South DeKalb","13-089-0002","AQS"
"08/14/2014","61","","Kennesaw","13-067-0003","AQS"
"08/15/2014","71","","Forest Park","13-063-0091","AQS"
"08/16/2014","71","","United Avenue","13-121-0055","AQS"
"08/17/2014","71","","Yorkville, King Farm","13-223-0003","AQS"
"08/18/2014","55","","Forest Park","13-063-0091","AQS"
"08/19/2014","60","","Yorkville, King Farm","13-223-0003","AQS"
"08/20/2014","63","","Yorkville, King Farm","13-223-0003","AQS"
"08/21/2014","68","","South DeKalb","13-089-0002","AQS"
"08/22/2014","66","","Yorkville, King Farm","13-223-0003","AQS"
"08/23/2014","68","","Yorkville, King Farm","13-223-0003","AQS"
"08/24/2014","65","","Yorkville, King Farm","13-223-0003","AQS"
"08/25/2014","52","","Kennesaw","13-067-0003","AQS"
"08/26/2014","58","","Yorkville, King Farm","13-223-0003","AQS"
"08/27/2014","61","","South DeKalb","13-089-0002","AQS"
"08/28/2014","61","","Kennesaw","13-067-0003","AQS"
"08/29/2014","64","","Kennesaw","13-067-0003","AQS"
"08/30/2014","64","","Yorkville, King Farm","13-223-0003","AQS"
"08/31/2014","51","","Yorkville, King Farm","13-223-0003","AQS"
"09/01/2014","63","","United Avenue","13-121-0055","AQS"
"09/02/2014","57","","Forest Park","13-063-0091","AQS"
"09/03/2014","49","","Kennesaw","13-067-0003","AQS"
"09/04/2014","53","","Yorkville, King Farm","13-223-0003","AQS"
"09/05/2014","56","","Kennesaw","13-067-0003","AQS"
"09/06/2014","54","","Kennesaw","13-067-0003","AQS"
"09/07/2014","54","","Yorkville, King Farm","13-223-0003","AQS"
"09/08/2014","46","","Yorkville, King Farm","13-223-0003","AQS"
"09/09/2014","58","","Fire Station #8","13-121-0039","AQS"
"09/10/2014","48","","Kennesaw","13-067-0003","AQS"
"09/11/2014","54","","Forest Park","13-063-0091","AQS"
"09/12/2014","53","","McDonough","13-151-0002","AQS"
"09/13/2014","51","","South DeKalb","13-089-0002","AQS"
"09/14/2014","62","","Yorkville, King Farm","13-223-0003","AQS"
"09/15/2014","70","","South DeKalb","13-089-0002","AQS"
"09/16/2014","63","","South DeKalb","13-089-0002","AQS"
"09/17/2014","57","","South DeKalb","13-089-0002","AQS"
"09/18/2014","63","","South DeKalb","13-089-0002","AQS"
"09/19/2014","63","","South DeKalb","13-089-0002","AQS"
"09/20/2014","64","","United Avenue","13-121-0055","AQS"
"09/21/2014","61","","South DeKalb","13-089-0002","AQS"
"09/22/2014","55","","South DeKalb","13-089-0002","AQS"
"09/23/2014","54","","South DeKalb","13-089-0002","AQS"
"09/24/2014","54","","South DeKalb","13-089-0002","AQS"
"09/25/2014","42","","South DeKalb","13-089-0002","AQS"
"09/26/2014","42","","South DeKalb","13-089-0002","AQS"
"09/27/2014","52","","South DeKalb","13-089-0002","AQS"
"09/28/2014","55","","South DeKalb","13-089-0002","AQS"
"09/29/2014","55","","Yorkville, King Farm","13-223-0003","AQS"
"09/30/2014","45","","South DeKalb","13-089-0002","AQS"
"10/01/2014","59","","Kennesaw","13-067-0003","AQS"
"10/02/2014","61","","South DeKalb","13-089-0002","AQS"
"10/03/2014","52","","South DeKalb","13-089-0002","AQS"
"10/04/2014","52","","South DeKalb","13-089-0002","AQS"
"10/05/2014","54","","South DeKalb","13-089-0002","AQS"
"10/06/2014","57","","South DeKalb","13-089-0002","AQS"
"10/07/2014","58","","South DeKalb","13-089-0002","AQS"
"10/08/2014","62","","South DeKalb","13-089-0002","AQS"
"10/09/2014","71","","South DeKalb","13-089-0002","AQS"
"10/10/2014","62","","South DeKalb","13-089-0002","AQS"
"10/11/2014","63","","South DeKalb","13-089-0002","AQS"
"10/12/2014","58","","McDonough","13-151-0002","AQS"
"10/13/2014","54","","Yorkville, King Farm","13-223-0003","AQS"
"10/14/2014","31","","Yorkville, King Farm","13-223-0003","AQS"
"10/15/2014","54","","South DeKalb","13-089-0002","AQS"
"10/16/2014","52","","South DeKalb","13-089-0002","AQS"
"10/17/2014","60","","South DeKalb","13-089-0002","AQS"
"10/18/2014","63","","South DeKalb","13-089-0002","AQS"
"10/19/2014","56","","South DeKalb","13-089-0002","AQS"
"10/20/2014","64","","South DeKalb","13-089-0002","AQS"
"10/21/2014","61","","South DeKalb","13-089-0002","AQS"
"10/22/2014","52","","South DeKalb","13-089-0002","AQS"
"10/23/2014","57","","South DeKalb","13-089-0002","AQS"
"10/24/2014","64","","South DeKalb","13-089-0002","AQS"
"10/25/2014","61","","South DeKalb","13-089-0002","AQS"
"10/26/2014","69","","Yorkville, King Farm","13-223-0003","AQS"
"10/27/2014","79","","South DeKalb","13-089-0002","AQS"
"10/28/2014","78","","South DeKalb","13-089-0002","AQS"
"10/29/2014","59","","South DeKalb","13-089-0002","AQS"
"10/30/2014","55","","South DeKalb","13-089-0002","AQS"
"10/31/2014","57","","South DeKalb","13-089-0002","AQS"
"11/01/2014","52","","South DeKalb","13-089-0002","AQS"
"11/02/2014","56","","South DeKalb","13-089-0002","AQS"
"11/03/2014","69","","South DeKalb","13-089-0002","AQS"
"11/04/2014","75","","South DeKalb","13-089-0002","AQS"
"11/05/2014","75","","South DeKalb","13-089-0002","AQS"
"11/06/2014","57","","South DeKalb","13-089-0002","AQS"
"11/07/2014","55","","South DeKalb","13-089-0002","AQS"
"11/08/2014","64","","South DeKalb","13-089-0002","AQS"
"11/09/2014","68","","South DeKalb","13-089-0002","AQS"
"11/10/2014","75","","South DeKalb","13-089-0002","AQS"
"11/11/2014","80","","South DeKalb","13-089-0002","AQS"
"11/12/2014","70","","South DeKalb","13-089-0002","AQS"
"11/13/2014","65","","South DeKalb","13-089-0002","AQS"
"11/14/2014","79","","South DeKalb","13-089-0002","AQS"
"11/15/2014","76","","South DeKalb","13-089-0002","AQS"
"11/16/2014","65","","Kennesaw","13-067-0003","AQS"
"11/17/2014","43","","South DeKalb","13-089-0002","AQS"
"11/18/2014","59","","South DeKalb","13-089-0002","AQS"
"11/19/2014","67","","South DeKalb","13-089-0002","AQS"
"11/20/2014","73","","South DeKalb","13-089-0002","AQS"
"11/21/2014","73","","South DeKalb","13-089-0002","AQS"
"11/22/2014","67","","South DeKalb","13-089-0002","AQS"
"11/23/2014","48","","South DeKalb","13-089-0002","AQS"
"11/24/2014","55","","South DeKalb","13-089-0002","AQS"
"11/25/2014","54","","South DeKalb","13-089-0002","AQS"
"11/26/2014","58","","South DeKalb","13-089-0002","AQS"
"11/27/2014","57","","South DeKalb","13-089-0002","AQS"
"11/28/2014","69","","South DeKalb","13-089-0002","AQS"
"11/29/2014","74","","South DeKalb","13-089-0002","AQS"
"11/30/2014","65","","South DeKalb","13-089-0002","AQS"
"12/01/2014","66","","Fire Station #8","13-121-0039","AQS"
"12/02/2014","69","","South DeKalb","13-089-0002","AQS"
"12/03/2014","71","","South DeKalb","13-089-0002","AQS"
"12/04/2014","73","","South DeKalb","13-089-0002","AQS"
"12/05/2014","69","","South DeKalb","13-089-0002","AQS"
"12/06/2014","52","","South DeKalb","13-089-0002","AQS"
"12/07/2014","53","","South DeKalb","13-089-0002","AQS"
"12/08/2014","57","","South DeKalb","13-089-0002","AQS"
"12/09/2014","52","","Kennesaw","13-067-0003","AQS"
"12/10/2014","56","","South DeKalb","13-089-0002","AQS"
"12/11/2014","61","","South DeKalb","13-089-0002","AQS"
"12/12/2014","65","","South DeKalb","13-089-0002","AQS"
"12/13/2014","63","","South DeKalb","13-089-0002","AQS"
"12/14/2014","75","","South DeKalb","13-089-0002","AQS"
"12/15/2014","85","","South DeKalb","13-089-0002","AQS"
"12/16/2014","60","","South DeKalb","13-089-0002","AQS"
"12/17/2014","54","","South DeKalb","13-089-0002","AQS"
"12/18/2014","61","","South DeKalb","13-089-0002","AQS"
"12/19/2014","64","","South DeKalb","13-089-0002","AQS"
"12/20/2014","73","","South DeKalb","13-089-0002","AQS"
"12/21/2014","76","","South DeKalb","13-089-0002","AQS"
"12/22/2014","55","","South DeKalb","13-089-0002","AQS"
"12/23/2014","38","","South DeKalb","13-089-0002","AQS"
"12/24/2014","31","","South DeKalb","13-089-0002","AQS"
"12/25/2014","56","","South DeKalb","13-089-0002","AQS"
"12/26/2014","67","","South DeKalb","13-089-0002","AQS"
"12/27/2014","69","","South DeKalb","13-089-0002","AQS"
"12/28/2014","52","","South DeKalb","13-089-0002","AQS"
"12/29/2014","41","","South DeKalb","13-089-0002","AQS"
"12/30/2014","43","","South DeKalb","13-089-0002","AQS"
"12/31/2014","62","","South DeKalb","13-089-0002","AQS"
"01/01/2015","77","","South DeKalb","13-089-0002","AQS"
"01/02/2015","65","","South DeKalb","13-089-0002","AQS"
"01/03/2015","43","","South DeKalb","13-089-0002","AQS"
"01/04/2015","36","","South DeKalb","13-089-0002","AQS"
"01/05/2015","57","","South DeKalb","13-089-0002","AQS"
"01/06/2015","63","","South DeKalb","13-089-0002","AQS"
"01/07/2015","68","","NR-GA Tech","13-121-0056","AQS"
"01/08/2015","65","","South DeKalb","13-089-0002","AQS"
"01/09/2015","71","","South DeKalb","13-089-0002","AQS"
"01/10/2015","66","","South DeKalb","13-089-0002","AQS"
"01/11/2015","77","","South DeKalb","13-089-0002","AQS"
"01/12/2015","67","","NR-GA Tech","13-121-0056","AQS"
"01/13/2015","53","","South DeKalb","13-089-0002","AQS"
"01/14/2015","60","","South DeKalb","13-089-0002","AQS"
"01/15/2015","72","","South DeKalb","13-089-0002","AQS"
"01/16/2015","57","","Kennesaw","13-067-0003","AQS"
"01/17/2015","56","","Kennesaw","13-067-0003","AQS"
"01/18/2015","51","","Fire Station #8","13-121-0039","AQS"
"01/19/2015","46","","South DeKalb","13-089-0002","AQS"
"01/20/2015","64","","Yorkville, King Farm","13-223-0003","AQS"
"01/21/2015","65","","Fire Station #8","13-121-0039","AQS"
"01/22/2015","62","","Kennesaw","13-067-0003","AQS"
"01/23/2015","51","","NR-GA Tech","13-121-0056","AQS"
"01/24/2015","33","","NR-GA Tech","13-121-0056","AQS"
"01/25/2015","42","","South DeKalb","13-089-0002","AQS"
"01/26/2015","38","","NR-GA Tech","13-121-0056","AQS"
"01/27/2015","51","","NR-GA Tech","13-121-0056","AQS"
"01/28/2015","52","","NR-GA Tech","13-121-0056","AQS"
"01/29/2015","64","","Yorkville, King Farm","13-223-0003","AQS"
"01/30/2015","51","","South DeKalb","13-089-0002","AQS"
"01/31/2015","57","","NR-GA Tech","13-121-0056","AQS"
"02/01/2015","59","","NR-GA Tech","13-121-0056","AQS"
"02/02/2015","38","","Yorkville, King Farm","13-223-0003","AQS"
"02/03/2015","53","","South DeKalb","13-089-0002","AQS"
"02/04/2015","67","","NR-GA Tech","13-121-0056","AQS"
"02/05/2015","54","","South DeKalb","13-089-0002","AQS"
"02/06/2015","53","","Newnan","13-077-0002","AQS"
"02/07/2015","64","","Kennesaw","13-067-0003","AQS"
"02/08/2015","57","","South DeKalb","13-089-0002","AQS"
"02/09/2015","57","","Yorkville, King Farm","13-223-0003","AQS"
"02/10/2015","43","","NR-GA Tech","13-121-0056","AQS"
"02/11/2015","54","","NR-GA Tech","13-121-0056","AQS"
"02/12/2015","55","","NR-GA Tech","13-121-0056","AQS"
"02/13/2015","51","","South DeKalb","13-089-0002","AQS"
"02/14/2015","57","","South DeKalb","13-089-0002","AQS"
"02/15/2015","40","","Kennesaw","13-067-0003","AQS"
"02/16/2015","53","","NR-GA Tech","13-121-0056","AQS"
"02/17/2015","48","","NR-GA Tech","13-121-0056","AQS"
"02/18/2015","53","","South DeKalb","13-089-0002","AQS"
"02/19/2015","41","","Yorkville, King Farm","13-223-0003","AQS"
"02/20/2015","55","","South DeKalb","13-089-0002","AQS"
"02/21/2015","60","","NR-GA Tech","13-121-0056","AQS"
"02/22/2015","66","","NR-GA Tech","13-121-0056","AQS"
"02/23/2015","63","","NR-GA Tech","13-121-0056","AQS"
"02/24/2015","63","","NR-GA Tech","13-121-0056","AQS"
"02/25/2015","61","","NR-GA Tech","13-121-0056","AQS"
"02/26/2015","55","","NR-GA Tech","13-121-0056","AQS"
"02/27/2015","68","","NR-GA Tech","13-121-0056","AQS"
"02/28/2015","65","","NR-GA Tech","13-121-0056","AQS"
"03/01/2015","71","","NR-GA Tech","13-121-0056","AQS"
"03/02/2015","62","","NR-GA Tech","13-121-0056","AQS"
"03/03/2015","55","","NR-GA Tech","13-121-0056","AQS"
"03/04/2015","42","","Fire Station #8","13-121-0039","AQS"
"03/05/2015","41","","McDonough","13-151-0002","AQS"
"03/06/2015","46","","South DeKalb","13-089-0002","AQS"
"03/07/2015","54","","South DeKalb","13-089-0002","AQS"
"03/08/2015","71","","McDonough","13-151-0002","AQS"
"03/09/2015","61","","Yorkville, King Farm","13-223-0003","AQS"
"03/10/2015","60","","Fire Station #8","13-121-0039","AQS"
"03/11/2015","60","","McDonough","13-151-0002","AQS"
"03/12/2015","51","","NR-GA Tech","13-121-0056","AQS"
"03/13/2015","42","","South DeKalb","13-089-0002","AQS"
"03/14/2015","36","","Yorkville, King Farm","13-223-0003","AQS"
"03/15/2015","36","","Yorkville, King Farm","13-223-0003","AQS"
"03/16/2015","54","","Fire Station #8","13-121-0039","AQS"
"03/17/2015","65","","Yorkville, King Farm","13-223-0003","AQS"
"03/18/2015","78","","McDonough","13-151-0002","AQS"
"03/19/2015","63","","NR-GA Tech","13-121-0056","AQS"
"03/20/2015","55","","NR-GA Tech","13-121-0056","AQS"
"03/21/2015","50","","Yorkville, King Farm","13-223-0003","AQS"
"03/22/2015","44","","NR-GA Tech","13-121-0056","AQS"
"03/23/2015","49","","NR-GA Tech","13-121-0056","AQS"
"03/24/2015","54","","NR-GA Tech","13-121-0056","AQS"
"03/25/2015","48","","NR-GA Tech","13-121-0056","AQS"
"03/26/2015","42","","Yorkville, King Farm","13-223-0003","AQS"
"03/27/2015","27","","United Avenue","13-121-0055","AQS"
"03/28/2015","46","","Yorkville, King Farm","13-223-0003","AQS"
"03/29/2015","52","","South DeKalb","13-089-0002","AQS"
"03/30/2015","55","","Yorkville, King Farm","13-223-0003","AQS"
"03/31/2015","56","","Fire Station #8","13-121-0039","AQS"
"04/01/2015","54","","NR-GA Tech","13-121-0056","AQS"
"04/02/2015","63","","NR-GA Tech","13-121-0056","AQS"
"04/03/2015","62","","Forest Park","13-063-0091","AQS"
"04/04/2015","37","","United Avenue","13-121-0055","AQS"
"04/05/2015","39","","Yorkville, King Farm","13-223-0003","AQS"
"04/06/2015","57","","Yorkville, King Farm","13-223-0003","AQS"
"04/07/2015","57","","NR-GA Tech","13-121-0056","AQS"
"04/08/2015","61","","United Avenue","13-121-0055","AQS"
"04/09/2015","67","","Newnan","13-077-0002","AQS"
"04/10/2015","52","","Yorkville, King Farm","13-223-0003","AQS"
"04/11/2015","40","","NR-GA Tech","13-121-0056","AQS"
"04/12/2015","61","","Yorkville, King Farm","13-223-0003","AQS"
"04/13/2015","52","","NR-GA Tech","13-121-0056","AQS"
"04/14/2015","51","","Yorkville, King Farm","13-223-0003","AQS"
"04/15/2015","50","","Yorkville, King Farm","13-223-0003","AQS"
"04/16/2015","33","","NR-GA Tech","13-121-0056","AQS"
"04/17/2015","36","","NR-GA Tech","13-121-0056","AQS"
"04/18/2015","29","","Yorkville, King Farm","13-223-0003","AQS"
"04/19/2015","32","","Yorkville, King Farm","13-223-0003","AQS"
"04/20/2015","45","","Yorkville, King Farm","13-223-0003","AQS"
"04/21/2015","38","","Yorkville, King Farm","13-223-0003","AQS"
"04/22/2015","58","","NR-GA Tech","13-121-0056","AQS"
"04/23/2015","48","","McDonough","13-151-0002","AQS"
"04/24/2015","59","","Newnan","13-077-0002","AQS"
"04/25/2015","64","","Yorkville, King Farm","13-223-0003","AQS"
"04/26/2015","54","","United Avenue","13-121-0055","AQS"
"04/27/2015","50","","Yorkville, King Farm","13-223-0003","AQS"
"04/28/2015","58","","Yorkville, King Farm","13-223-0003","AQS"
"04/29/2015","56","","Yorkville, King Farm","13-223-0003","AQS"
"04/30/2015","59","","United Avenue","13-121-0055","AQS"
"05/01/2015","52","","United Avenue","13-121-0055","AQS"
"05/02/2015","58","","United Avenue","13-121-0055","AQS"
"05/03/2015","65","","United Avenue","13-121-0055","AQS"
"05/04/2015","62","","United Avenue","13-121-0055","AQS"
"05/05/2015","60","","South DeKalb","13-089-0002","AQS"
